extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,family,fold_id,fold_ordinal
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-3.32237,0.663122,-2.10388,1.3986,0.0427595,3.798,-0.144765,1.56096,24,malonamide+n_heterocyclic,s104729_S_b000,0
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-2.26009,0.49526,-2.58591,1.02484,1.94412,-1.57993,-0.139247,-1.34326,4,n_heterocyclic,s104729_S_b000,0
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-3.69437,-1.79308,-3.34056,-0.410166,2.86929,-1.06471,1.19764,-0.0549668,12,carboxylic_acid+n_heterocyclic,s104729_S_b000,0
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-2.18263,1.96928,-2.00441,0.794017,3.50964,-0.835307,-1.58016,-1.08868,24,n_heterocyclic,s104729_S_b000,0
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-2.73139,0.579222,-3.4036,1.17748,1.34692,-1.87523,-1.28878,-1.31352,10,n_heterocyclic,s104729_S_b000,0
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.0281871,-0.45775,-4.22497,1.12304,3.4314,-1.09995,-2.04506,1.32148,22,n_heterocyclic,s104729_S_b000,0
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-1.86601,1.98128,-1.75026,0.153007,3.09709,-1.04376,-1.96053,-0.0994543,28,n_heterocyclic,s104729_S_b000,0
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-2.81905,0.893294,-1.57741,-0.319732,2.24311,-0.856107,-1.90631,-0.324614,30,n_heterocyclic,s104729_S_b000,0
CCCC(=O)N(CC(C)C)CC(C)C,-0.647318,-1.05105,1.27097,0.164568,-1.21523,-0.88829,1.2311,-1.75766,9,monoamide,s104729_S_b000,0
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.56361,-1.2788,0.281923,0.533458,-0.597711,-0.628471,2.52069,-2.13076,61,monoamide,s104729_S_b000,0
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1.03606,0.928948,0.62613,-0.394859,0.433031,0.594072,-0.544571,0.498312,14,diglycolamide,s104729_S_b000,0
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.855986,-0.132894,-0.471934,1.17741,1.86336,1.06936,1.77065,-1.07437,63,amino_polyamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.29194,-1.53842,0.334383,1.65643,-1.16647,-0.275744,1.98236,-2.32182,90,monoamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-0.84636,-1.79807,0.342161,2.05393,-0.266532,-0.579504,2.34245,-2.37274,451,monoamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-0.854276,-1.36963,0.696667,0.433897,-0.279383,-0.570658,3.09154,-2.12911,25,monoamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.02031,-1.35451,0.344729,0.880334,-1.73848,-0.67257,2.76688,-2.04626,29,monoamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-1.03169,-1.3303,0.322455,0.310255,-0.450142,-0.393232,2.27943,-1.54139,447,monoamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.841296,0.83732,-1.51868,0.328811,-3.06429,-0.704194,0.209731,-1.83188,4,polyamide_other,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.526877,-0.169085,-1.51488,1.75635,2.38203,1.40711,0.955422,-0.943079,24,amino_polyamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.918781,0.372731,-0.498001,0.0182475,-0.520348,0.850972,0.473982,0.586368,520,diglycolamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-0.440114,-0.799949,1.30539,0.555199,-0.18119,-0.422278,2.16532,-1.94804,27,monoamide,s104729_S_b000,0
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.78175,3.02063,0.752838,0.705939,-1.20125,3.10589,0.0357335,-1.48254,4,diglycolamide+monoamide,s104729_S_b000,0
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.435382,-0.256158,-1.46944,3.13936,-0.4082,1.4031,-1.28705,-1.50474,6,carbamoylmethylphosphine_oxide,s104729_S_b000,0
CCCCCC(=O)N(C(C)CC)C(C)CC,-0.295149,-1.14228,1.22528,0.653963,-0.734241,-0.271277,1.90268,-1.5731,5,monoamide,s104729_S_b000,0
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.744226,-1.46029,0.464042,0.685046,-0.969569,-0.549775,2.58218,-1.74422,17,monoamide,s104729_S_b000,0
CCCCCC(=O)N(CCCC)CCCC,-1.10498,-1.1763,0.910503,0.0632689,-0.244072,-0.69815,1.71341,-1.56187,2,monoamide,s104729_S_b000,0
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.831981,1.36471,0.239434,-1.50752,-0.458603,0.378297,0.513179,-0.544253,2,diglycolamide,s104729_S_b000,0
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-0.945719,-1.61435,0.701345,0.921574,-0.589951,-0.969452,1.83423,-2.22213,14,monoamide,s104729_S_b000,0
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.9963,0.550079,1.01883,-0.954307,0.0561133,0.597847,-0.402944,0.82657,119,diglycolamide,s104729_S_b000,0
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.726336,0.222774,0.158774,-0.634755,-0.251868,0.748767,-0.623272,0.851472,14,diglycolamide,s104729_S_b000,0
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.32472,-1.46363,0.712504,-0.156985,-0.615562,-0.771719,1.71244,-1.61506,446,monoamide,s104729_S_b000,0
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.57657,3.50959,1.06551,0.104231,-1.32093,3.42732,-0.305279,-1.19007,46,diglycolamide+monoamide,s104729_S_b000,0
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-3.05999,-1.2978,-4.89986,-0.92687,2.83936,-1.10847,0.777453,-0.0162964,6,carboxylic_acid+n_heterocyclic,s104729_S_b000,0
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-3.13275,-1.29456,-4.35139,-0.646691,2.81303,-1.01869,0.210992,0.251861,6,carboxylic_acid+n_heterocyclic,s104729_S_b000,0
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-3.0342,-1.06598,-4.54826,-0.825647,2.77785,-0.778293,0.33239,0.24841,6,carboxylic_acid+n_heterocyclic,s104729_S_b000,0
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,2.37061,-0.103234,-0.744288,-0.598779,1.02971,1.20755,-0.597941,1.60583,14,diglycolamide,s104729_S_b000,0
CCCCCCCCCC(=O)N(C)C,-0.415465,-0.462577,1.26145,-0.095724,-1.15281,-0.562557,0.672265,-1.21973,5,monoamide,s104729_S_b000,0
CCCCCCCCCC(=O)N(CC)CC,-0.322455,-0.617654,1.10859,-0.0531691,-0.978275,-0.476246,1.11354,-1.19983,5,monoamide,s104729_S_b000,0
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,-0.981844,-1.52972,0.732382,0.426796,-0.413227,-0.563953,1.74252,-1.46381,63,monoamide,s104729_S_b000,0
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.646773,-0.947529,0.131338,0.646611,-1.26241,-0.601146,1.76533,-1.56359,11,monoamide,s104729_S_b000,0
CCCCCCCCCCCC(=O)N(CC)CC,-0.833388,-1.05072,0.406554,0.433948,-0.441325,-0.674112,1.57303,-1.67689,47,monoamide,s104729_S_b000,0
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,1.18366,-0.325155,1.43118,0.574777,-0.824102,-1.49871,0.790749,1.32207,12,malonamide,s104729_S_b000,0
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.62582,1.50416,-0.266047,-1.18674,1.09042,1.55523,-1.49261,0.386833,105,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0.822907,0.942155,-0.0387922,-0.735861,-0.118515,-0.0640031,-2.31321,0.825733,22,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,0.869529,0.709463,0.204283,-0.323329,-0.218282,0.254519,-1.31493,0.703726,26,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,0.603407,0.502655,0.296077,0.100739,-0.114828,0.438763,-0.745307,0.287403,26,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,0.484659,0.594301,0.23474,-0.19988,-0.369491,0.330629,-0.365279,0.433157,22,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,0.571179,0.711396,-0.123074,-0.657049,-0.311068,0.783406,-1.69181,1.23875,13,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,-0.00527859,0.849721,-0.200205,-0.632345,-0.900031,-0.137683,-1.09099,0.576835,14,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.44795,0.268288,-0.305011,0.924807,1.45894,0.942833,-0.0533139,-0.171422,39,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.822095,0.544648,-0.365943,0.0147847,-0.240666,1.10972,-1.20836,0.753115,368,diglycolamide,s104729_S_b000,0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1.82674,1.08148,-0.405099,1.58335,1.08289,1.34696,1.00389,0.0870267,208,podand_ether,s104729_S_b000,0
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,-0.656436,0.374286,-2.13708,0.517639,-2.12089,-2.21176,0.490847,-1.90399,6,polyamide_other,s104729_S_b000,0
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,-0.970261,-0.449812,-1.45627,0.688192,-1.74731,-1.42691,0.737283,-1.10673,4,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,-3.44649,-6.90467,-8.58234,1.45038,5.57613,0.0270548,-1.02799,3.89284,2,n_heterocyclic,s104729_S_b000,0
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,-0.510357,-0.705485,-0.71207,0.495317,1.43136,0.012772,0.351464,-0.313899,4,n_heterocyclic,s104729_S_b000,0
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-3.46188,-1.63664,-4.89638,-1.07746,2.26425,-1.16427,1.56246,-0.0282705,8,carboxylic_acid+n_heterocyclic,s104729_S_b000,0
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,-1.41145,-1.31153,-1.39845,1.02629,0.829381,-0.734757,0.394639,-1.40488,12,n_heterocyclic,s104729_S_b000,0
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-3.21531,-1.10406,-4.47448,-1.62609,3.15647,-0.542014,2.32837,-0.00366117,12,carboxylic_acid+n_heterocyclic,s104729_S_b000,0
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.954963,1.45628,-0.0271295,-1.41907,-0.853337,0.804261,0.625165,-0.629604,2,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.0894124,0.487021,-0.851487,0.601159,-0.565419,-0.734282,-0.407053,-0.324869,68,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.796261,0.0333326,0.548019,-0.0646081,1.23415,0.0654347,-0.553863,0.891334,216,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.567928,0.29117,0.0995919,0.0612903,-0.120492,0.638379,-1.12576,0.711689,184,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.258559,-0.29605,-1.87408,0.935169,-2.4268,-0.547727,0.388066,-0.449643,11,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.172316,-0.163787,-1.1456,0.430167,-1.8091,-0.353097,0.254643,-0.455533,34,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.43649,-0.324515,-0.949338,0.109838,-1.15542,-1.17324,1.00319,-0.81402,27,diglycolamide,s104729_S_b000,0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.727794,-0.484394,-2.02326,0.916763,-1.74121,-0.843923,0.657173,-0.725961,25,diglycolamide,s104729_S_b000,0
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.559236,-0.389891,0.263893,1.05244,0.334305,-1.52708,-0.628622,0.514599,14,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.810594,-0.0299973,0.540705,0.620212,0.00870983,2.84017,0.0677969,1.80614,120,diglycolamide+malonamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,0.534976,-0.621961,0.933572,0.814401,0.720095,-0.413615,0.444272,1.25539,9,malonamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,-0.213916,-1.25069,-0.0478126,1.24383,0.000373408,-1.11737,1.1421,0.469304,96,malonamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,0.45491,-0.834562,0.959142,1.2017,0.598296,-0.717516,0.827484,1.07586,9,malonamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.979363,0.852176,0.568932,-0.501053,0.217102,0.304081,-1.21709,0.847159,462,diglycolamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1,1.51324,1.46255,0.226431,-0.580579,0.190078,0.250996,-0.729603,0.0842661,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.592448,0.543842,0.548458,-0.574288,0.0933559,0.458097,-1.12119,0.750614,14,diglycolamide,s104729_S_b000,0
CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1,1.40826,1.45021,0.147467,-0.872095,-0.268534,0.716203,0.187411,-0.527969,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,-1.31904,-0.887889,0.328607,0.936132,1.95383,0.0846863,-0.499732,-0.748297,4,amino_polyamide,s104729_S_b000,0
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.781496,0.179945,0.454341,0.0593736,0.427159,-0.0182587,-0.854262,0.297766,8,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.498834,0.0551232,-0.205874,0.120268,-0.255997,0.374029,-0.324791,0.559264,8,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.790685,0.661204,0.672133,-0.573102,0.337611,0.258813,-1.07008,0.827778,14,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,-0.0420805,0.0465755,0.495187,-0.0659421,-0.129246,0.806462,-1.36785,0.346265,14,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.560172,0.549936,0.761131,-0.66632,0.19241,0.18313,-1.11142,0.853658,14,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,0.276714,-0.272713,-0.126616,-0.414127,-0.58993,0.147049,-1.18286,1.16212,14,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,0.545581,-0.298846,-0.0127714,-0.529159,-0.214209,0.304796,-1.74847,1.08225,14,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,-0.865283,-1.5303,0.610537,0.700649,-0.567986,-0.670829,1.89618,-1.91217,12,monoamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,-0.0908047,0.399936,-0.979436,0.0278369,-1.26299,-0.43414,-0.00935559,-0.304534,24,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0.20326,0.102044,-0.583298,0.185184,-1.70954,-0.648318,-0.0698366,-0.0937689,64,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)C(CC)CCCC,-1.28341,-1.27859,0.206752,0.558061,0.472899,-0.0165437,1.44323,-1.53357,35,monoamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,-0.220185,0.289365,-0.362459,-0.0294145,0.0924635,-0.00543985,-0.407712,0.149018,10,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,0.128306,-0.925261,0.793718,1.18107,0.794461,-0.471888,0.174875,1.44926,9,malonamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CCC,-1.09358,-1.04006,0.478045,0.245744,0.214212,0.0975109,0.911294,-1.2798,10,monoamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CCCCCCC,-0.676165,-1.23093,0.90975,0.380801,0.0259281,-0.340195,1.27091,-1.72411,34,monoamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,-1.54323,0.0424796,-0.844791,0.353477,-2.45069,-1.12022,-0.316694,-1.85483,4,polyamide_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(C)CC(=O)N(CCCCCCCC)CCCCCCCC,-0.98416,0.306782,1.57321,-0.0317023,3.18489,0.968143,-0.501733,-0.420045,25,amino_polyamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,-1.64486,0.0944315,-0.090248,1.09608,-0.717968,-0.543279,0.431752,-2.27465,4,polyamide_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,-1.46918,-0.742394,-0.169349,0.321083,3.84406,0.891024,0.284955,-0.319788,58,amino_polyamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,-1.72754,-0.386493,-0.364137,0.935867,1.84683,-0.0780804,-0.690756,-1.12192,4,amino_polyamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,-1.17957,-1.0055,-0.813459,1.44843,0.668302,-0.482094,-0.108968,-1.68101,4,amino_polyamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,-2.02176,-3.49984,-2.34679,1.67927,2.76323,1.97814,-2.27901,0.898235,4,amino_polyamide,s104729_S_b000,0
