g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Pa(V),0.224164,-0.0454074,0.962526,1.88602,-2.90502,-0.260283,1.73995,-0.333586,-1.82506,1.49869,1.3981,1.98414,2.25724,1.88719,-0.500794,-1.00618,43,s104729_S_b012,12
Pb(II),1.21837,-0.965877,-0.667623,-0.415587,4.76989,-4.86226,-1.6474,3.64216,-5.36283,0.378432,-0.639053,1.78202,-2.21356,0.568866,2.68336,6.369,10,s104729_S_b012,12
Pd(II),-2.7878,-0.456123,1.76132,0.968265,7.01906,-4.56287,-4.26865,3.75761,-0.526234,1.51844,0.678485,1.03079,5.88054,4.05346,0.732492,4.13845,18,s104729_S_b012,12
Pd(IV),-0.108605,-1.87024,-0.111423,5.48133,0.118234,-1.57837,-3.26402,0.436491,-3.71379,-0.0220488,3.41029,1.86613,6.15632,4.57029,-0.812962,0.417681,5,s104729_S_b012,12
Pm(III),0.0141982,-0.463525,-1.14174,-0.479022,0.290025,-0.541311,-0.338292,0.945177,0.362755,-0.768066,-0.593297,-0.646817,-1.17934,-0.367977,-0.284306,0.622323,1,s104729_S_b012,12
Pr(III),8.60393e-05,-1.29716,-0.126302,0.36456,0.795399,-1.09922,1.34629,1.01937,-0.0999172,-0.00450626,-0.671278,-0.082707,-1.62064,0.614287,0.16157,1.5799,348,s104729_S_b012,12
Pu(III),0.994008,0.523587,1.75685,-2.1028,-0.45605,-1.40992,-0.0683953,0.515476,0.856387,1.8926,0.654242,0.17375,0.574314,1.49584,0.25654,-0.736669,118,s104729_S_b012,12
Pu(IV),-0.703727,0.463774,0.904002,-1.62899,-1.01462,-1.60783,-0.755576,-0.823178,-1.02747,2.21167,-0.412445,0.0364097,1.58323,0.9072,1.40307,-1.74375,476,s104729_S_b012,12
Pu(VI),0.637307,0.943358,3.10062,-0.506471,-3.71428,-2.0176,0.923812,-0.302994,-2.47765,0.516567,-0.0410144,0.844959,2.31136,0.285802,-1.94897,-1.63024,107,s104729_S_b012,12
Sm(III),-0.215267,-0.704789,-0.440141,-0.307014,0.684049,-0.286389,0.659817,0.478252,0.214669,-0.184525,-0.385825,-0.671037,-0.990393,-0.0759228,-0.598555,1.20289,308,s104729_S_b012,12
Sr(II),-0.434163,-1.77169,2.58948,1.85092,1.32509,0.32673,-2.19251,0.496498,-2.74243,1.09762,0.803166,-1.01334,-3.31965,-0.713395,2.7514,3.35582,94,s104729_S_b012,12
Sr(III),-0.839966,0.466363,2.96706,2.72806,-0.18665,3.07776,-3.20207,-1.99913,-4.17107,1.34811,1.64484,0.812444,-2.4169,-0.280087,1.25511,3.31753,38,s104729_S_b012,12
Tb(III),-0.309861,0.272206,-1.32457,-0.394939,0.10002,0.335468,0.0559854,0.00128984,-0.116498,-0.175736,-0.163042,-0.474925,-0.944428,-0.252838,-0.403528,0.46196,269,s104729_S_b012,12
Tc(VII),-2.28481,1.36737,0.0417278,3.83375,-4.32479,-4.68685,-0.626319,-0.0222631,-4.16646,-1.68398,1.78953,-1.65608,4.73429,1.6184,-0.856698,-0.162059,21,s104729_S_b012,12
Th(IV),0.997687,-0.263566,0.674465,-0.0686434,-0.376303,-1.34045,0.908434,0.127562,0.970175,0.367511,0.0300379,-0.108494,0.820972,-0.237886,2.31777,0.135636,773,s104729_S_b012,12
Tm(III),-1.18319,1.17252,-1.23949,-0.13275,0.273652,0.303667,0.0127851,-0.733504,0.221975,-0.747364,-0.310983,-0.619178,-0.29364,-0.0804281,-0.169156,0.484694,182,s104729_S_b012,12
U(IV),0.763475,-0.732694,1.12748,0.94868,-0.90415,-0.428824,0.794929,0.409087,-0.992488,1.50383,0.509309,0.481939,1.15865,1.82851,1.71636,-0.41425,15,s104729_S_b012,12
U(VI),-0.773936,-0.397884,2.04413,1.90217,-3.14769,-0.536499,0.0533779,-0.644376,-4.66133,0.926631,0.163246,0.997929,3.02607,1.36517,-0.569332,-2.61468,1036,s104729_S_b012,12
Y(III),-0.609353,-0.135471,-1.07702,0.446024,0.0900117,1.24168,0.363398,0.52059,-1.33857,1.24106,-1.91965,-2.62037,1.48074,0.34678,2.2694,1.62077,28,s104729_S_b012,12
Yb(III),-1.27074,1.35197,-2.10984,-0.25393,0.107633,0.45714,-0.412384,-0.213688,0.538084,-0.355154,-0.391814,-0.431021,-0.69583,-0.0241088,0.243371,0.185736,231,s104729_S_b012,12
Zr(IV),-1.66576,1.99343,-0.174878,2.64507,0.493505,-1.95739,0.383595,-1.98746,-2.42108,-0.625635,-0.409571,-2.92513,3.12437,2.26588,0.672363,-0.880059,13,s104729_S_b012,12
