g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Pu(III),0.0857166,1.33352,1.75768,1.17283,-0.940785,-1.88199,0.626793,0.670229,0.745173,-0.0136801,-0.113343,-1.47647,-0.258431,1.30558,1.05841,-0.714546,118,s104729_S_b021,21
Pu(IV),-0.221599,-0.327499,0.323769,0.362779,-0.415851,-2.17171,-0.073761,-0.970919,-0.0892971,0.825974,-1.09329,-1.68388,-1.4472,1.50002,-0.12164,-0.38807,580,s104729_S_b021,21
Pu(VI),-0.0135747,1.64482,-1.14408,0.849121,-1.64653,-4.42584,-0.72189,-1.81757,-1.0843,0.808035,-1.07337,-3.9031,0.503971,2.47072,0.504972,-0.857435,107,s104729_S_b021,21
Sm(III),-0.166126,-0.389067,-0.0535615,-0.285226,-0.349808,0.574251,-1.34937,0.243784,-0.0119683,-0.347181,0.451629,1.78583,0.0188257,-0.287168,0.00150811,0.0661325,323,s104729_S_b021,21
Sr(II),-2.07804,2.51963,0.303729,2.95369,1.59153,1.05661,-1.21401,1.25288,-0.565862,-1.69337,2.22672,-0.521559,-0.754232,0.524784,-0.418717,0.716775,94,s104729_S_b021,21
Sr(III),-1.8451,3.49163,-3.01467,1.57564,0.890903,1.47322,3.03944,-0.0169818,-1.62863,-1.6918,3.02135,-2.9109,0.518842,0.912623,-0.543222,1.88641,38,s104729_S_b021,21
Tb(III),0.194554,0.366711,-0.76808,-1.07263,-0.0809674,0.35975,-0.411869,0.447132,0.158594,-0.188426,0.234853,1.18377,-0.256611,-0.862103,-0.0060068,0.757117,259,s104729_S_b021,21
Tc(VII),-1.08638,4.17747,-0.890921,-0.881875,-1.591,-1.35797,-2.56233,-2.42267,0.307372,1.71775,-0.628568,-7.51869,-1.29764,0.741595,-1.0686,-0.029003,21,s104729_S_b021,21
Th(IV),-0.428966,0.660117,-0.0628725,0.94141,-0.271735,-0.346762,0.325304,0.988694,0.520241,1.29265,-0.277176,-1.15858,-0.585644,-0.831148,1.45063,-0.0909957,752,s104729_S_b021,21
Tm(III),0.602868,1.0158,-1.03438,-2.02832,-0.666676,0.363621,0.110847,0.0993158,0.164745,0.318685,0.465205,0.93503,0.00797498,-0.385115,-0.172696,1.30555,201,s104729_S_b021,21
U(IV),-1.41343,1.16319,-1.45405,0.703603,0.355485,-1.26613,-0.618089,0.792912,-0.734877,0.926604,-0.369854,-1.98529,0.232248,0.462952,1.19408,-0.885747,15,s104729_S_b021,21
U(VI),-1.03704,0.847757,-2.83801,0.238844,0.360135,-3.89263,-1.7785,-1.88059,-2.13697,1.07677,-1.91106,-3.80845,0.58001,2.26216,-0.590085,-1.39859,1036,s104729_S_b021,21
Y(III),-1.13259,2.90787,-0.558259,-0.814532,-1.28896,0.620712,0.886951,2.80703,-1.16206,0.701277,-1.49159,2.57649,-0.547177,-0.885559,-3.56044,0.0727019,28,s104729_S_b021,21
Yb(III),1.22556,1.34915,-1.05452,-2.43442,-0.495168,0.343804,0.0695813,-0.460269,-0.349424,0.0478925,0.306374,1.18422,-0.378272,-0.538343,-0.168981,1.09942,231,s104729_S_b021,21
Zr(IV),-0.649316,0.38103,-1.78886,-2.43208,-2.59879,-1.46112,0.377915,-0.362306,0.578698,1.40106,0.422245,-2.11482,-2.67351,-0.839704,1.1622,1.57558,13,s104729_S_b021,21
