lead,family,design,comparison,value,reference,candidate,point,ci95_low,ci95_high,p_two_sided,p_perm,p_registered,ci_task_low,ci_task_high,p_task_boot,ci_block_low,ci_block_high,p_block_boot,conservative_interval,n_units,n_extractants,n_blocks,seeds_positive,n_seeds,loco_min,loco_max,loco_stable,loco_sign_stable,margin,passes_registered,passes_P1,rule,replicates,permutations,bootstrap_seed
L3,exploratory,BR,G14_saved_vs_0_dZ 2-4,saved,random order,G14,2.14484747416581,-0.10722348835759282,4.307698023172195,0.064,0.0,0.0,,,,-0.10722348835759282,4.307698023172195,0.064,chemotype-blocked,150,90,45,5,5,1.4189574675656416,2.5145313560473057,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BR,G14_saved_vs_0_dZ 5-8,saved,random order,G14,1.8595049475888956,0.9693632436559699,4.073685348986652,0.001,0.0,0.0,,,,0.9693632436559699,4.073685348986652,0.001,chemotype-blocked,150,90,45,5,5,1.384047612062894,2.1516124551333964,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BR,G14_saved_vs_0_dZ 9-13,saved,random order,G14,1.7105757946137128,0.8670267427199996,4.093444193850619,0.002,0.0,0.0,,,,0.8670267427199996,4.093444193850619,0.002,chemotype-blocked,90,90,45,5,5,1.2599306671475143,1.9842107363074935,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BR,HEAVIER_ALWAYS_saved_vs_0,saved,random order,HEAVIER_ALWAYS,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,1.0,chemotype-blocked,455,90,45,0,5,0.0,0.0,False,False,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,0,8675309
L3,registered,BQ,G14_saved_vs_0,saved,random order,G14,2.1789980625836822,0.4682765413067176,4.069607086751335,0.01,0.0,0.0,,,,0.4682765413067176,4.069607086751335,0.01,chemotype-blocked,455,90,45,5,5,1.479286917061799,2.6998689686620874,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,G14_saved_heavy_vs_0,saved_heavy,random order,G14,0.6678174960682433,-0.1055775618733873,1.711378417243855,0.085,0.0,0.0,,,,-0.1055775618733873,1.711378417243855,0.085,chemotype-blocked,455,90,45,5,5,0.45152371107769707,1.0346970273492473,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,G14_saved_light_vs_0,saved_light,random order,G14,3.69017862909912,-0.16045220976644542,8.036298535103473,0.062,0.0,0.0,,,,-0.16045220976644542,8.036298535103473,0.062,chemotype-blocked,455,90,45,5,5,1.9238768067743508,4.7138738209155475,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,G14_saved_vs_0_dZ=1,saved,random order,G14,3.4457706809516018,-1.6102083454739704,5.1260857793055905,0.376,0.0,0.0,,,,-1.6102083454739704,5.1260857793055905,0.376,chemotype-blocked,60,90,45,5,5,1.8476149544899543,5.3111960621006675,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,G14_saved_vs_0_dZ 2-4,saved,random order,G14,2.2459452990588846,0.022958165951916333,4.54434626490372,0.05,0.0,0.0,,,,0.022958165951916333,4.54434626490372,0.05,chemotype-blocked,150,90,45,5,5,1.5580410425682893,2.612620239734677,True,True,0.02,True,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,G14_saved_vs_0_dZ 5-8,saved,random order,G14,1.8740448676424517,0.9600150008079903,4.115799044517601,0.0,0.0,0.0,,,,0.9600150008079903,4.115799044517601,0.0,chemotype-blocked,150,90,45,5,5,1.3791521730219443,2.1659844099372956,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,G14_saved_vs_0_dZ 9-13,saved,random order,G14,1.7253376817643453,0.8653063031813971,4.128016964295137,0.0,0.0,0.0,,,,0.8653063031813971,4.128016964295137,0.0,chemotype-blocked,90,90,45,5,5,1.2653118309374758,1.9987627394533192,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BQ,HEAVIER_ALWAYS_saved_vs_0,saved,random order,HEAVIER_ALWAYS,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,1.0,chemotype-blocked,455,90,45,0,5,0.0,0.0,False,False,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,0,8675309
L3,registered,A,G14_saved_vs_0,saved,random order,G14,2.4915092721446888,0.7708890886974877,4.544156307830471,0.004,0.0,0.0,,,,0.7708890886974877,4.544156307830471,0.004,chemotype-blocked,455,90,45,5,5,1.7036497146645009,3.0549015635054664,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,G14_saved_heavy_vs_0,saved_heavy,random order,G14,0.7008260490377355,-0.15227012222407985,1.7112158350878648,0.106,0.0,0.0,,,,-0.15227012222407985,1.7112158350878648,0.106,chemotype-blocked,455,90,45,5,5,0.48243292297366247,1.0312986056536455,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,G14_saved_light_vs_0,saved_light,random order,G14,4.282192495251642,0.4324404091699766,9.030511604508206,0.024,0.0,0.0,,,,0.4324404091699766,9.030511604508206,0.024,chemotype-blocked,455,90,45,5,5,2.376000823675355,5.390319921500304,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,G14_saved_vs_0_dZ=1,saved,random order,G14,4.764534162840084,-1.1614482834873465,6.663715900857518,0.215,0.0,0.0,,,,-1.1614482834873465,6.663715900857518,0.215,chemotype-blocked,60,90,45,5,5,2.507841464091464,6.924654108683714,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,G14_saved_vs_0_dZ 2-4,saved,random order,G14,2.553292286218121,0.48255152056671735,5.047660073257452,0.018,0.0,0.0,,,,0.48255152056671735,5.047660073257452,0.018,chemotype-blocked,150,90,45,5,5,1.8586409187599848,2.9312357192622374,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,G14_saved_vs_0_dZ 5-8,saved,random order,G14,1.984009393115421,1.1543218187281403,4.463005725583105,0.001,0.0,0.0,,,,1.1543218187281403,4.463005725583105,0.001,chemotype-blocked,150,90,45,5,5,1.4880702762515294,2.303322474729865,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,G14_saved_vs_0_dZ 9-13,saved,random order,G14,1.7315037446959178,0.9066158965960914,4.135271377920263,0.002,0.0,0.0,,,,0.9066158965960914,4.135271377920263,0.002,chemotype-blocked,90,90,45,5,5,1.2766755285860032,2.0048972787897714,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,A,HEAVIER_ALWAYS_saved_vs_0,saved,random order,HEAVIER_ALWAYS,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,1.0,chemotype-blocked,455,90,45,0,5,0.0,0.0,False,False,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,0,8675309
L3,registered,BP,G14_saved_vs_0,saved,random order,G14,1.9882198208352135,0.442490226935938,3.7807742090797767,0.009,0.0,0.0,,,,0.442490226935938,3.7807742090797767,0.009,chemotype-blocked,455,90,45,5,5,1.4590597904568805,2.5406098428345922,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,G14_saved_heavy_vs_0,saved_heavy,random order,G14,0.32669338437245743,-0.46002916737691396,1.4754521462707784,0.455,0.0005,0.0005,,,,-0.46002916737691396,1.4754521462707784,0.455,chemotype-blocked,455,90,45,4,5,0.20884974064445658,0.8491856713269742,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,G14_saved_light_vs_0,saved_light,random order,G14,3.64974625729797,0.06934348540854902,7.819907956577962,0.044,0.0,0.0,,,,0.06934348540854902,7.819907956577962,0.044,chemotype-blocked,455,90,45,5,5,2.0689339095867862,4.7108825794126705,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,G14_saved_vs_0_dZ=1,saved,random order,G14,2.8094523394702167,-1.5362016031938777,4.424653313510678,0.464,0.0,0.0,,,,-1.5362016031938777,4.424653313510678,0.464,chemotype-blocked,60,90,45,5,5,1.8687841938921745,4.8066072943869,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,G14_saved_vs_0_dZ 2-4,saved,random order,G14,1.8416646092634248,-0.48178429238850856,3.6675060095752494,0.097,0.0,0.0,,,,-0.48178429238850856,3.6675060095752494,0.097,chemotype-blocked,150,90,45,5,5,1.296585074247164,2.2500659778629233,True,True,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,G14_saved_vs_0_dZ 5-8,saved,random order,G14,1.93044119629199,1.089388244631711,4.331944373516765,0.002,0.0,0.0,,,,1.089388244631711,4.331944373516765,0.002,chemotype-blocked,150,90,45,5,5,1.4606173950858168,2.257325998046735,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,G14_saved_vs_0_dZ 9-13,saved,random order,G14,1.7636209600220156,0.9485316550393145,4.27806403028029,0.001,0.0,0.0,,,,0.9485316550393145,4.27806403028029,0.001,chemotype-blocked,90,90,45,5,5,1.303047773328991,2.0374520413575605,True,True,0.02,True,True,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,2000,8675309
L3,exploratory,BP,HEAVIER_ALWAYS_saved_vs_0,saved,random order,HEAVIER_ALWAYS,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,1.0,chemotype-blocked,455,90,45,0,5,0.0,0.0,False,False,0.02,False,False,"saved > 0, permutation p < 0.05, chemotype-blocked CI excludes 0, all five designs",2000,0,8675309
