design,arm,split,n_tasks,e_random,e_model,saved,saved_frac,saved_frac_task_mean,saved_frac_ci_low,saved_frac_ci_high,saved_heavy,saved_light,e_random_heavy,e_random_light,e_model_heavy,e_model_light,saved_sd_seed,saved_ci_low,saved_ci_high,p_perm,metric,n_seeds,saved_seed_104729,saved_seed_130363,saved_seed_155921,saved_seed_196613,saved_seed_262147
BQ,G14,dZ 2-4,150,7.693637481061925,5.447692182003039,2.2459452990588846,0.2919224235073895,0.33824053562900913,0.0023480178135873464,0.4045724281632888,0.9597312726937384,3.5321593254240318,5.9225381956223755,9.464736766501472,4.962806922928637,5.932577441077441,0.410130915175542,0.022958165951916333,4.54434626490372,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,2.477044140082033,2.5513944594511773,2.5735682396848527,1.9645102622651316,1.6632093938112296
BQ,G14,dZ 5-8,150,4.045799916325326,2.1717550486828747,1.8740448676424517,0.4632075007170864,0.4649656392127037,0.23590022569397787,0.6455131645625771,0.5258917943369622,3.2221979409479418,2.1170513718521913,5.97454846079846,1.5911595775152292,2.75235051985052,0.16213796165205524,0.9600150008079903,4.115799044517601,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.9539037757970685,1.9955713764145935,2.0134201470955118,1.6465491000480936,1.7607799388569905
BQ,G14,dZ 9-13,90,3.390923272934729,1.6655855911703832,1.7253376817643453,0.5088105931312106,0.5069417690774777,0.2674007836939909,0.7106729271010386,0.44092329370309163,3.0097520698255993,1.7540072555301667,5.027839290339291,1.313083961827075,2.0180872205136913,0.09047958158158922,0.8653063031813971,4.128016964295137,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.7785022267428745,1.7857931715338193,1.8074145934364034,1.641266305454347,1.613712111654282
BQ,HEAVIER_ALWAYS,all,455,6.905645338426908,6.905645338426908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049243086614564,8.762047590239252,5.049243086614564,8.762047590239252,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BQ,HEAVIER_ALWAYS,dZ=1,60,17.609568191311613,17.609568191311613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.441358604845448,19.77777777777778,15.441358604845448,19.77777777777778,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BQ,HEAVIER_ALWAYS,dZ 2-4,150,7.693637481061925,7.693637481061925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9225381956223755,9.464736766501472,5.9225381956223755,9.464736766501472,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BQ,HEAVIER_ALWAYS,dZ 5-8,150,4.045799916325326,4.045799916325326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1170513718521913,5.97454846079846,2.1170513718521913,5.97454846079846,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BQ,HEAVIER_ALWAYS,dZ 9-13,90,3.390923272934729,3.390923272934729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7540072555301667,5.027839290339291,1.7540072555301667,5.027839290339291,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
A,G14,all,455,6.905645338426908,4.41413606628222,2.4915092721446888,0.36079311201815206,0.43249163998587437,0.10968967354564468,0.43324534151784216,0.7008260490377355,4.282192495251642,5.049243086614564,8.762047590239252,4.348417037576828,4.4798550949876095,0.06951099370502178,0.7708890886974877,4.544156307830471,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,2.416745768047979,2.5597197422282076,2.458986132957123,2.571311921180148,2.450782796309987
A,G14,dZ=1,60,17.609568191311613,12.845034028471527,4.764534162840084,0.2705650763878956,0.28749680863269217,-0.06730604251403281,0.29095473078316625,0.9387905479023899,8.590277777777777,15.441358604845448,19.77777777777778,14.502568056943057,11.187500000000002,0.43067688804822996,-1.1614482834873465,6.663715900857518,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,4.076205547011468,4.885221935715356,4.647164391407812,5.157897466203387,5.056181473862395
A,G14,dZ 2-4,150,7.693637481061925,5.140345194843802,2.553292286218121,0.3318706258909536,0.3834389666882349,0.05065895032974618,0.4385158880548648,0.9620801291670933,4.144504443269149,5.9225381956223755,9.464736766501474,4.960458066455282,5.320232323232323,0.05014006955094244,0.48255152056671735,5.047660073257452,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,2.523958279770996,2.6331879486795615,2.5024978252416,2.564183685658167,2.542633691740282
A,G14,dZ 5-8,150,4.0457999163253255,2.0617905232099045,1.984009393115421,0.4903874225489221,0.4889567391313473,0.281419544742228,0.6828125894982671,0.5207141001761568,3.447304686054686,2.1170513718521913,5.974548460798461,1.5963372716760345,2.527243774743775,0.05600576085608116,1.1543218187281403,4.463005725583105,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,2.0265491354021563,2.014570736272417,1.954860932675278,2.0252288330757566,1.8988373281514999
A,G14,dZ 9-13,90,3.390923272934729,1.6594195282388107,1.7315037446959178,0.5106289955058052,0.5083638844304337,0.2791427088441738,0.7145176014767339,0.43169768264085234,3.0313098067509836,1.7540072555301667,5.027839290339291,1.3223095728893146,1.9965294835883072,0.12844964463478106,0.9066158965960914,4.135271377920263,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.788553143043791,1.8057330873689328,1.7767101870251385,1.7840011318160833,1.5025211742256432
A,HEAVIER_ALWAYS,all,455,6.905645338426908,6.905645338426908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049243086614564,8.762047590239252,5.049243086614564,8.762047590239252,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
A,HEAVIER_ALWAYS,dZ=1,60,17.609568191311613,17.609568191311613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.441358604845448,19.77777777777778,15.441358604845448,19.77777777777778,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
A,HEAVIER_ALWAYS,dZ 2-4,150,7.693637481061925,7.693637481061925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9225381956223755,9.464736766501474,5.9225381956223755,9.464736766501474,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
A,HEAVIER_ALWAYS,dZ 5-8,150,4.0457999163253255,4.0457999163253255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1170513718521913,5.974548460798461,2.1170513718521913,5.974548460798461,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
A,HEAVIER_ALWAYS,dZ 9-13,90,3.390923272934729,3.390923272934729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7540072555301667,5.027839290339291,1.7540072555301667,5.027839290339291,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BP,G14,all,455,6.905645338426908,4.917425517591694,1.9882198208352135,0.2879122404059236,0.38939409103342026,0.060478431796640864,0.36105251050113074,0.32669338437245743,3.64974625729797,5.049243086614564,8.762047590239252,4.722549702242107,5.112301332941281,0.500405317206072,0.442490226935938,3.7807742090797767,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.1546835036571044,2.4181018190375485,2.242264260718333,2.215193196863245,1.9108563238998375
BP,G14,dZ=1,60,17.609568191311613,14.800115851841394,2.8094523394702167,0.15954123967993564,0.17901987671522873,-0.0897675848153849,0.19248041445411637,-0.4068889718532168,6.02579365079365,15.441358604845448,19.77777777777778,15.848247576698663,13.751984126984127,0.9226164489092596,-1.5362016031938777,4.424653313510678,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.3667472969282175,3.5704762069071285,3.5080085341813025,3.1589297219910777,2.4430999373433586
BP,G14,dZ 2-4,150,7.693637481061925,5.851972871798499,1.8416646092634248,0.23937501783736584,0.30107368173887794,-0.04643155946298112,0.33202521872166624,0.376116816549742,3.3072124019771083,5.9225381956223755,9.464736766501472,5.546421379072632,6.157524364524365,1.0138713090497056,-0.48178429238850856,3.6675060095752494,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.08587222664433168,2.5549572848456807,2.2547164034310168,2.431554580297723,1.8812225510983722
BP,G14,dZ 5-8,150,4.045799916325326,2.1153587200333357,1.93044119629199,0.47714697617704965,0.478497244873925,0.2623167039777409,0.6679344936424264,0.506361755813344,3.354520636770637,2.1170513718521913,5.97454846079846,1.6106896160388477,2.6200278240278236,0.14595535901897158,1.089388244631711,4.331944373516765,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.7449837931527639,2.1335558030718733,1.9965404513775709,1.9175904687752834,1.8595354650824598
BP,G14,dZ 9-13,90,3.390923272934729,1.6273023129127133,1.7636209600220156,0.520100520733889,0.516943366834439,0.3009561688154716,0.720641491672362,0.4373655092362473,3.089876410807783,1.7540072555301667,5.027839290339291,1.3166417462939195,1.9379628795315071,0.08079592974923275,0.9485316550393145,4.27806403028029,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.7465528653692188,1.8901252724018214,1.7840011318160833,1.7208008757952864,1.6766246547276664
BP,HEAVIER_ALWAYS,all,455,6.905645338426908,6.905645338426908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049243086614564,8.762047590239252,5.049243086614564,8.762047590239252,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BP,HEAVIER_ALWAYS,dZ=1,60,17.609568191311613,17.609568191311613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.441358604845448,19.77777777777778,15.441358604845448,19.77777777777778,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BP,HEAVIER_ALWAYS,dZ 2-4,150,7.693637481061925,7.693637481061925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9225381956223755,9.464736766501472,5.9225381956223755,9.464736766501472,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BP,HEAVIER_ALWAYS,dZ 5-8,150,4.045799916325326,4.045799916325326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1170513718521913,5.97454846079846,2.1170513718521913,5.97454846079846,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
BP,HEAVIER_ALWAYS,dZ 9-13,90,3.390923272934729,3.390923272934729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7540072555301667,5.027839290339291,1.7540072555301667,5.027839290339291,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
