design,split_seed,A,B,n_units,obs_spread,arm,spearman,top1_up,regret_up,top1_down,regret_down,top1,regret
B,104729,La,Gd,68,5.755176342,G14,0.41235756683141694,0.0,2.9388053923333337,0.0,2.4811692933996516,0.0,2.7099873428664925
B,104729,La,Gd,68,5.755176342,_RANDOM,0.0,0.014705882352941176,3.0783937473715155,0.014705882352941176,2.676782594628485,0.014705882352941176,2.877588171
B,104729,La,Tb,58,6.509052396,G14@k1,0.9442145901419828,1.0,0.0,0.0,0.6017223375842056,0.5,0.3008611687921028
B,104729,La,Tb,58,6.509052396,NAIVE_LINE@k1,0.937170278653385,1.0,0.0,0.0,0.6017223375842056,0.5,0.3008611687921028
B,104729,La,Tb,58,6.509052396,G14,0.4415557463795879,0.0,2.8369456025,0.0,2.9813587929222445,0.0,2.9091521977111223
B,104729,La,Tb,58,6.509052396,_RANDOM,0.0,0.017241379310344827,3.3679387490909276,0.017241379310344827,3.141113646909073,0.017241379310344827,3.254526198
B,104729,La,Dy,68,7.1210232665,G14@k1,0.9525899912203685,1.0,0.0,0.0,1.099803618480216,0.5,0.549901809240108
B,104729,La,Dy,68,7.1210232665,NAIVE_LINE@k1,0.9543077451616596,1.0,0.0,0.0,1.099803618480216,0.5,0.549901809240108
B,104729,La,Dy,68,7.1210232665,G14,0.43791559307467665,0.0,3.073406475,0.0,3.276474649602461,0.0,3.174940562301231
B,104729,La,Dy,68,7.1210232665,_RANDOM,0.0,0.014705882352941176,3.6239414207778697,0.014705882352941176,3.4970818457221307,0.014705882352941176,3.56051163325
B,104729,La,Ho,52,7.660236569499999,G14@k1,0.9684965423034235,1.0,0.0,0.0,0.5126883653508498,0.5,0.2563441826754249
B,104729,La,Ho,52,7.660236569499999,NAIVE_LINE@k1,0.9693502945445232,1.0,0.0,0.0,0.5126883653508498,0.5,0.2563441826754249
B,104729,La,Ho,52,7.660236569499999,G14,0.33255205705331,0.0,2.9401044794999995,0.0,3.6693725819391005,0.0,3.30473853071955
B,104729,La,Ho,52,7.660236569499999,_RANDOM,0.0,0.019230769230769232,4.002938320959108,0.019230769230769232,3.657298248540892,0.019230769230769232,3.8301182847499997
B,104729,La,Er,69,7.52643345,G14@k1,0.9627044950482458,1.0,0.0,0.0,2.971971277,0.5,1.4859856385
B,104729,La,Er,69,7.52643345,NAIVE_LINE@k1,0.962814107112885,1.0,0.0,0.0,2.971971277,0.5,1.4859856385
B,104729,La,Er,69,7.52643345,G14,0.5281715036854934,0.0,2.5359478399999995,0.0,3.5005348570489723,0.0,3.018241348524486
B,104729,La,Er,69,7.52643345,_RANDOM,0.0,0.014492753623188406,3.795298199439299,0.014492753623188406,3.7311352505607007,0.014492753623188406,3.763216725
B,104729,La,Tm,48,7.1117815635,G14@k1,0.9689535388623535,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,La,Tm,48,7.1117815635,NAIVE_LINE@k1,0.9686278766825879,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,La,Tm,48,7.1117815635,G14,0.36266505356036366,0.0,3.143601545833334,0.0,3.0962785762262106,0.0,3.119940061029772
B,104729,La,Tm,48,7.1117815635,_RANDOM,0.0,0.020833333333333332,4.026581591264108,0.020833333333333332,3.0851999722358916,0.020833333333333332,3.5558907817499996
B,104729,La,Yb,52,7.1056146955,G14@k1,0.9916332280372235,1.0,0.0,0.0,0.12664709978803046,0.5,0.06332354989401523
B,104729,La,Yb,52,7.1056146955,NAIVE_LINE@k1,0.9895842226585845,1.0,0.0,0.0,0.12664709978803046,0.5,0.06332354989401523
B,104729,La,Yb,52,7.1056146955,G14,0.41678302498099357,0.0,2.7467455798333322,0.0,3.1330376331038456,0.0,2.939891606468589
B,104729,La,Yb,52,7.1056146955,_RANDOM,0.0,0.019230769230769232,4.042342750122783,0.019230769230769232,3.063271945377217,0.019230769230769232,3.55280734775
B,104729,La,Lu,56,7.814874594138958,G14@k1,0.9832535885167465,1.0,0.0,0.0,0.8368961511389581,0.5,0.41844807556947905
B,104729,La,Lu,56,7.814874594138958,NAIVE_LINE@k1,0.9930963773069037,1.0,0.0,0.0,0.8368961511389581,0.5,0.41844807556947905
B,104729,La,Lu,56,7.814874594138958,G14,0.3590783680951846,0.0,2.1998271929999977,0.0,3.9103432900871518,0.0,3.0550852415435745
B,104729,La,Lu,56,7.814874594138958,_RANDOM,0.0,0.017857142857142856,4.187319277616462,0.017857142857142856,3.6275553165224963,0.017857142857142856,3.907437297069479
B,104729,Ce,Pr,68,1.4521638264534653,G14@k1,0.37384408372969763,0.0,0.5829201972968951,0.0,0.9128622517839446,0.0,0.7478912245404199
B,104729,Ce,Pr,68,1.4521638264534653,NAIVE_LINE@k1,0.4196322063042391,1.0,0.0,0.0,0.9128622517839446,0.5,0.4564311258919723
B,104729,Ce,Pr,68,1.4521638264534653,G14,0.18871938984366904,0.0,0.8242363865000001,0.3333333333333333,0.374424584537131,0.16666666666666666,0.5993304855185655
B,104729,Ce,Pr,68,1.4521638264534653,_RANDOM,0.0,0.014705882352941176,0.7766076573715199,0.014705882352941176,0.6755561690819454,0.014705882352941176,0.7260819132267327
B,104729,Ce,Nd,65,2.260577920000052,G14@k1,0.7544143356643357,1.0,0.0,0.0,0.6197887583360706,0.5,0.3098943791680353
B,104729,Ce,Nd,65,2.260577920000052,NAIVE_LINE@k1,0.7486451048951049,1.0,0.0,0.0,0.6197887583360706,0.5,0.3098943791680353
B,104729,Ce,Nd,65,2.260577920000052,G14,0.20269422673838122,0.0,1.7499597280000003,0.0,0.6201622351574244,0.0,1.1850609815787123
B,104729,Ce,Nd,65,2.260577920000052,_RANDOM,0.0,0.015384615384615385,1.564706182057212,0.015384615384615385,0.6958717379428403,0.015384615384615385,1.130288960000026
B,104729,Ce,Sm,65,4.6848493736750445,G14@k1,0.8909625324235145,1.0,0.0,0.0,1.4425063532686027,0.5,0.7212531766343013
B,104729,Ce,Sm,65,4.6848493736750445,NAIVE_LINE@k1,0.8839475956340138,1.0,0.0,0.0,1.4425063532686027,0.5,0.7212531766343013
B,104729,Ce,Sm,65,4.6848493736750445,G14,0.19642396503271548,0.0,2.6205806910000002,0.0,2.192283356381266,0.0,2.406432023690633
B,104729,Ce,Sm,65,4.6848493736750445,_RANDOM,0.0,0.015384615384615385,2.577988305589812,0.015384615384615385,2.1068610680852324,0.015384615384615385,2.3424246868375223
B,104729,Ce,Eu,68,4.598855034000038,G14@k1,0.9276253006069396,1.0,0.0,0.0,0.6822074100443396,0.5,0.3411037050221698
B,104729,Ce,Eu,68,4.598855034000038,NAIVE_LINE@k1,0.9221284879948085,1.0,0.0,0.0,0.6822074100443396,0.5,0.3411037050221698
B,104729,Ce,Eu,68,4.598855034000038,G14,0.3636691317734323,0.0,2.5140748117499996,0.0,1.7126720930858486,0.0,2.113373452417924
B,104729,Ce,Eu,68,4.598855034000038,_RANDOM,0.0,0.014705882352941176,2.8801400496961214,0.014705882352941176,1.7187149843039164,0.014705882352941176,2.299427517000019
B,104729,Ce,Gd,57,4.910672226500056,G14@k1,0.9152190821882293,1.0,0.0,0.0,0.7841642348858848,0.5,0.3920821174429424
B,104729,Ce,Gd,57,4.910672226500056,NAIVE_LINE@k1,0.9165154264972778,1.0,0.0,0.0,0.7841642348858848,0.5,0.3920821174429424
B,104729,Ce,Gd,57,4.910672226500056,G14,0.275926933783558,0.0,2.7566834305000008,0.0,2.0580972073691934,0.0,2.4073903189345973
B,104729,Ce,Gd,57,4.910672226500056,_RANDOM,0.0,0.017543859649122806,2.979765597358704,0.017543859649122806,1.9309066291413521,0.017543859649122806,2.455336113250028
B,104729,Ce,Tb,53,5.692577004500039,G14@k1,0.9456539267860021,1.0,0.0,0.0,0.8058423210235683,0.5,0.40292116051178417
B,104729,Ce,Tb,53,5.692577004500039,NAIVE_LINE@k1,0.9460570875665215,1.0,0.0,0.0,0.8058423210235683,0.5,0.40292116051178417
B,104729,Ce,Tb,53,5.692577004500039,G14,0.3415822309432753,0.0,2.6456540000000004,0.0,2.5811080121614642,0.0,2.6133810060807323
B,104729,Ce,Tb,53,5.692577004500039,_RANDOM,0.0,0.018867924528301886,3.274349443122386,0.018867924528301886,2.4182275613776527,0.018867924528301886,2.8462885022500193
B,104729,Ce,Dy,55,6.2765191510000555,G14@k1,0.9490620490620493,1.0,0.0,0.0,1.2758948779195962,0.5,0.6379474389597981
B,104729,Ce,Dy,55,6.2765191510000555,NAIVE_LINE@k1,0.9556998556998558,1.0,0.0,0.0,1.2758948779195962,0.5,0.6379474389597981
B,104729,Ce,Dy,55,6.2765191510000555,G14,0.33082358073712587,0.0,2.621072592333333,0.0,2.8460765519416484,0.0,2.7335745721374907
B,104729,Ce,Dy,55,6.2765191510000555,_RANDOM,0.0,0.01818181818181818,3.568191900506151,0.01818181818181818,2.7083272504939044,0.01818181818181818,3.1382595755000278
B,104729,Ce,Ho,52,6.815732454000056,G14@k1,0.9685599028907941,1.0,0.0,0.0,0.6887796247902305,0.5,0.34438981239511524
B,104729,Ce,Ho,52,6.815732454000056,NAIVE_LINE@k1,0.9730421978268219,1.0,0.0,0.0,0.6887796247902305,0.5,0.34438981239511524
B,104729,Ce,Ho,52,6.815732454000056,G14,0.3350829032895499,0.0,2.7354271643333328,0.0,3.280547787502602,0.0,3.0079874759179672
B,104729,Ce,Ho,52,6.815732454000056,_RANDOM,0.0,0.019230769230769232,3.786224833449016,0.019230769230769232,3.0295076205510396,0.019230769230769232,3.407866227000028
B,104729,Ce,Er,55,6.681929334500056,G14@k1,0.9691197691197693,1.0,0.0,0.0,0.9789600878197833,0.5,0.48948004390989164
B,104729,Ce,Er,55,6.681929334500056,NAIVE_LINE@k1,0.9696248196248198,1.0,0.0,0.0,0.9789600878197833,0.5,0.48948004390989164
B,104729,Ce,Er,55,6.681929334500056,G14,0.4436280071408138,0.0,2.5980894047,0.0,3.111710062612473,0.0,2.8548997336562367
B,104729,Ce,Er,55,6.681929334500056,_RANDOM,0.0,0.01818181818181818,3.73251643766024,0.01818181818181818,2.9494128968398154,0.01818181818181818,3.3409646672500277
B,104729,Ce,Tm,48,6.310246521000039,G14@k1,0.9596178897090751,1.0,0.0,0.0,0.04296907299998276,0.5,0.02148453649999138
B,104729,Ce,Tm,48,6.310246521000039,NAIVE_LINE@k1,0.9608119843682152,1.0,0.0,0.0,0.04296907299998276,0.5,0.02148453649999138
B,104729,Ce,Tm,48,6.310246521000039,G14,0.32318293670398485,0.0,2.938924230666667,0.0,2.7504228547896945,0.0,2.844673542728181
B,104729,Ce,Tm,48,6.310246521000039,_RANDOM,0.0,0.020833333333333332,3.8296513210755925,0.020833333333333332,2.480595199924446,0.020833333333333332,3.1551232605000195
B,104729,Ce,Yb,50,6.2611105800000555,G14@k1,0.9873229291716686,1.0,0.0,0.0,0.3027383592274111,0.5,0.15136917961370555
B,104729,Ce,Yb,50,6.2611105800000555,NAIVE_LINE@k1,0.986938775510204,1.0,0.0,0.0,0.3027383592274111,0.5,0.15136917961370555
B,104729,Ce,Yb,50,6.2611105800000555,G14,0.3489294348555773,0.0,2.542068264666666,0.0,2.7442128386673468,0.0,2.643140551667006
B,104729,Ce,Yb,50,6.2611105800000555,_RANDOM,0.0,0.02,3.895714646870132,0.04,2.3653959331299235,0.03,3.1305552900000277
B,104729,Ce,Lu,48,6.794279219199633,G14@k1,0.9805688232739903,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,Ce,Lu,48,6.794279219199633,NAIVE_LINE@k1,0.9862136343899263,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,Ce,Lu,48,6.794279219199633,G14,0.31892296220562544,0.0,2.076502650999998,0.0,3.345427236211272,0.0,2.710964943605635
B,104729,Ce,Lu,48,6.794279219199633,_RANDOM,0.0,0.020833333333333332,4.006863973352139,0.020833333333333332,2.787415245847494,0.020833333333333332,3.397139609599817
B,104729,Pr,Nd,70,1.3249782835000128,G14@k1,0.6950641265431897,1.0,0.0,0.0,0.22349069650555187,0.5,0.11174534825277593
B,104729,Pr,Nd,70,1.3249782835000128,NAIVE_LINE@k1,0.6871205365255533,1.0,0.0,0.0,0.22349069650555187,0.5,0.11174534825277593
B,104729,Pr,Nd,70,1.3249782835000128,G14,0.1324730098346282,0.0,0.8070572855000002,0.0,0.7558810304018828,0.0,0.7814691579509415
B,104729,Pr,Nd,70,1.3249782835000128,_RANDOM,0.0,0.014285714285714285,0.7680413125687076,0.014285714285714285,0.5569369709313052,0.014285714285714285,0.6624891417500064
B,104729,Pr,Sm,70,3.624657086661183,G14@k1,0.8858542559706061,1.0,0.0,0.0,0.9216156409242617,0.5,0.46080782046213087
B,104729,Pr,Sm,70,3.624657086661183,NAIVE_LINE@k1,0.8780159216166564,1.0,0.0,0.0,0.9216156409242617,0.5,0.46080782046213087
B,104729,Pr,Sm,70,3.624657086661183,G14,0.24392688255078082,0.0,1.6776782485000004,0.0,1.9478709801253424,0.0,1.8127746143126715
B,104729,Pr,Sm,70,3.624657086661183,_RANDOM,0.0,0.014285714285714285,1.744927113216998,0.014285714285714285,1.8797299734441852,0.014285714285714285,1.8123285433305916
B,104729,Pr,Eu,73,3.629831642500016,G14@k1,0.9058597576765646,1.0,0.0,0.0,0.2524855932138381,0.5,0.12624279660691906
B,104729,Pr,Eu,73,3.629831642500016,NAIVE_LINE@k1,0.9054895215739057,1.0,0.0,0.0,0.2524855932138381,0.5,0.12624279660691906
B,104729,Pr,Eu,73,3.629831642500016,G14,0.4297995003011017,0.0,1.6898384252499998,0.0,1.5658947588069076,0.0,1.6278665920284539
B,104729,Pr,Eu,73,3.629831642500016,_RANDOM,0.0,0.0136986301369863,2.0257481933552213,0.0136986301369863,1.6040834491447948,0.0136986301369863,1.814915821250008
B,104729,Pr,Gd,62,4.044731503998943,G14@k1,0.9208279821711869,0.0,0.06965891399892565,0.0,0.38786617305536586,0.0,0.22876254352714576
B,104729,Pr,Gd,62,4.044731503998943,NAIVE_LINE@k1,0.92203671526781,0.0,0.06965891399892565,0.0,0.38786617305536586,0.0,0.22876254352714576
B,104729,Pr,Gd,62,4.044731503998943,G14,0.3814352600512273,0.0,1.4760546809989257,0.0,1.9434508565520143,0.0,1.7097527687754699
B,104729,Pr,Gd,62,4.044731503998943,_RANDOM,0.0,0.016129032258064516,2.133731158185185,0.016129032258064516,1.9110003458137572,0.016129032258064516,2.0223657519994713
B,104729,Pr,Tb,58,4.728948644000017,G14@k1,0.9249273268085727,1.0,0.0,0.0,0.381515535193067,0.5,0.1907577675965335
B,104729,Pr,Tb,58,4.728948644000017,NAIVE_LINE@k1,0.9304028178346445,1.0,0.0,0.0,0.381515535193067,0.5,0.1907577675965335
B,104729,Pr,Tb,58,4.728948644000017,G14,0.44128144030712735,0.0,1.6211271363333337,0.0,2.4320942384993116,0.0,2.0266106874163228
B,104729,Pr,Tb,58,4.728948644000017,_RANDOM,0.0,0.017241379310344827,2.381925797044276,0.017241379310344827,2.3470228469557406,0.017241379310344827,2.3644743220000084
B,104729,Pr,Dy,60,5.3409195145000155,G14@k1,0.935815504306752,1.0,0.0,0.0,0.8795968160890775,0.5,0.43979840804453874
B,104729,Pr,Dy,60,5.3409195145000155,NAIVE_LINE@k1,0.9422061683801057,1.0,0.0,0.0,0.8795968160890775,0.5,0.43979840804453874
B,104729,Pr,Dy,60,5.3409195145000155,G14,0.45047496257407627,0.0,1.8202131611666663,0.0,2.7250915022794784,0.0,2.2726523317230725
B,104729,Pr,Dy,60,5.3409195145000155,_RANDOM,0.0,0.016666666666666666,2.6517554726814523,0.016666666666666666,2.6891640418185636,0.016666666666666666,2.6704597572500077
B,104729,Pr,Ho,52,5.880132817500016,G14@k1,0.9509722313322854,1.0,0.0,0.0,0.2924815629597117,0.5,0.14624078147985586
B,104729,Pr,Ho,52,5.880132817500016,NAIVE_LINE@k1,0.9638641653387651,1.0,0.0,0.0,0.2924815629597117,0.5,0.14624078147985586
B,104729,Pr,Ho,52,5.880132817500016,G14,0.33831507188629106,0.0,2.016406741166666,0.0,3.146444620598218,0.0,2.5814256808824423
B,104729,Pr,Ho,52,5.880132817500016,_RANDOM,0.0,0.019230769230769232,2.996091255596392,0.019230769230769232,2.884041561903624,0.019230769230769232,2.940066408750008
B,104729,Pr,Er,60,5.746329698000016,G14@k1,0.9419838844123369,1.0,0.0,0.0,0.5826620259892645,0.5,0.29133101299463227
B,104729,Pr,Er,60,5.746329698000016,NAIVE_LINE@k1,0.9459294248402335,1.0,0.0,0.0,0.5826620259892645,0.5,0.29133101299463227
B,104729,Pr,Er,60,5.746329698000016,G14,0.4997018019265894,0.0,1.8723950775000002,0.0,2.9776068957080892,0.0,2.4250009866040445
B,104729,Pr,Er,60,5.746329698000016,_RANDOM,0.0,0.016666666666666666,2.8405457025303367,0.016666666666666666,2.9057839954696796,0.016666666666666666,2.873164849000008
B,104729,Pr,Tm,48,5.3368583235000004,G14@k1,0.9476769431176726,1.0,0.0,0.0,0.005180511999983928,0.5,0.002590255999991964
B,104729,Pr,Tm,48,5.3368583235000004,NAIVE_LINE@k1,0.9447459834997829,1.0,0.0,0.0,0.005180511999983928,0.5,0.002590255999991964
B,104729,Pr,Tm,48,5.3368583235000004,G14,0.3126692851898217,0.0,2.2199038075000006,0.0,2.578531126885311,0.0,2.399217467192656
B,104729,Pr,Tm,48,5.3368583235000004,_RANDOM,0.0,0.020833333333333332,3.045048461797955,0.020833333333333332,2.2918098617020455,0.020833333333333332,2.6684291617500002
B,104729,Pr,Yb,50,5.419070646103124,G14@k1,0.9772388955582233,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,Pr,Yb,50,5.419070646103124,NAIVE_LINE@k1,0.9778151260504201,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,Pr,Yb,50,5.419070646103124,G14,0.32089621127456147,0.0,1.8230478414999993,0.0,2.7036693743660702,0.0,2.263358607933035
B,104729,Pr,Yb,50,5.419070646103124,_RANDOM,0.0,0.02,3.108835273858727,0.02,2.3102353722443967,0.02,2.7095353230515618
B,104729,Pr,Lu,48,6.254977644530113,G14@k1,0.9742726877985237,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,Pr,Lu,48,6.254977644530113,NAIVE_LINE@k1,0.978831958315241,1.0,0.0,1.0,0.0,1.0,0.0
B,104729,Pr,Lu,48,6.254977644530113,G14,0.3478699705834712,0.0,1.3854822879999982,0.0,3.6076221311374064,0.0,2.4965522095687023
B,104729,Pr,Lu,48,6.254977644530113,_RANDOM,0.0,0.020833333333333332,3.223643730101587,0.020833333333333332,3.031333914428526,0.020833333333333332,3.1274888222650565
B,104729,Nd,Sm,78,2.4571255298778727,G14@k1,0.86210908382721,1.0,0.0,0.0,0.8555716711354121,0.5,0.42778583556770605
B,104729,Nd,Sm,78,2.4571255298778727,NAIVE_LINE@k1,0.8682044086391548,1.0,0.0,0.0,0.8555716711354121,0.5,0.42778583556770605
B,104729,Nd,Sm,78,2.4571255298778727,G14,0.3005181709664645,0.0,0.8706209630000002,0.0,1.5463728078238903,0.0,1.2084968854119453
B,104729,Nd,Sm,78,2.4571255298778727,_RANDOM,0.0,0.01282051282051282,0.9741287812460628,0.01282051282051282,1.4829967486318099,0.01282051282051282,1.2285627649389363
B,104729,Nd,Eu,79,2.7184877485772585,G14@k1,0.9119512165435317,0.0,0.06145187257725393,0.0,0.3811774137082877,0.0,0.22131464314277083
B,104729,Nd,Eu,79,2.7184877485772585,NAIVE_LINE@k1,0.9242631710442032,0.0,0.06145187257725393,0.0,0.3811774137082877,0.0,0.22131464314277083
B,104729,Nd,Eu,79,2.7184877485772585,G14,0.5172294544919054,0.0,0.7945252863217023,0.0,1.3602608300765637,0.0,1.077393058199133
B,104729,Nd,Eu,79,2.7184877485772585,_RANDOM,0.0,0.012658227848101266,1.308700568788048,0.012658227848101266,1.4097871797892108,0.012658227848101266,1.3592438742886293
B,104729,Nd,Gd,72,3.0139006416291316,G14@k1,0.9148806174129751,0.0,0.22550363812912577,0.0,0.30267817354981585,0.0,0.2640909058394708
B,104729,Nd,Gd,72,3.0139006416291316,NAIVE_LINE@k1,0.9137551250100489,0.0,0.22550363812912577,0.0,0.30267817354981585,0.0,0.2640909058394708
B,104729,Nd,Gd,72,3.0139006416291316,G14,0.41609795691092727,0.0,0.9711666976291257,0.0,1.5215695734714787,0.0,1.2463681355503022
B,104729,Nd,Gd,72,3.0139006416291316,_RANDOM,0.0,0.013888888888888888,1.5371584906431668,0.013888888888888888,1.4767421509859646,0.013888888888888888,1.5069503208145658
B,104729,Nd,Tb,59,3.7507578465000053,G14@k1,0.9434248977206315,1.0,0.0,0.0,0.5048123246875167,0.5,0.25240616234375834
B,104729,Nd,Tb,59,3.7507578465000053,NAIVE_LINE@k1,0.9444184687317361,1.0,0.0,0.0,0.5048123246875167,0.5,0.25240616234375834
B,104729,Nd,Tb,59,3.7507578465000053,G14,0.45098227366825505,0.0,0.9603944288333333,0.0,2.2214758897357134,0.0,1.5909351592845233
B,104729,Nd,Tb,59,3.7507578465000053,_RANDOM,0.0,0.01694915254237288,1.6331288565748574,0.01694915254237288,2.117628989925148,0.01694915254237288,1.8753789232500027
B,104729,Nd,Dy,71,4.090574848000005,G14@k1,0.9350435949027498,1.0,0.0,0.0,0.7307397365835271,0.5,0.36536986829176354
B,104729,Nd,Dy,71,4.090574848000005,NAIVE_LINE@k1,0.9367114077408979,1.0,0.0,0.0,0.7307397365835271,0.5,0.36536986829176354
B,104729,Nd,Dy,71,4.090574848000005,G14,0.47171249911926044,0.0,1.1594804536666663,0.0,2.241578019733299,0.0,1.7005292366999827
B,104729,Nd,Dy,71,4.090574848000005,_RANDOM,0.0,0.014084507042253521,1.8949543690686803,0.014084507042253521,2.1956204789313247,0.014084507042253521,2.0452874240000023
B,104729,Nd,Ho,52,4.555154534000003,G14@k1,0.9430321660170361,1.0,0.0,0.0,0.06899086645415986,0.5,0.03449543322707993
B,104729,Nd,Ho,52,4.555154534000003,NAIVE_LINE@k1,0.9505453461002827,1.0,0.0,0.0,0.06899086645415986,0.5,0.03449543322707993
B,104729,Nd,Ho,52,4.555154534000003,G14,0.34314118664032933,0.0,1.3703090283333328,0.0,2.5800925477670194,0.0,1.975200788050176
B,104729,Nd,Ho,52,4.555154534000003,_RANDOM,0.0,0.019230769230769232,2.2195760887144713,0.019230769230769232,2.335578445285532,0.019230769230769232,2.2775772670000016
B,104729,Nd,Er,65,4.421351414500004,G14@k1,0.9563801656504731,1.0,0.0,0.0,0.35917132948371266,0.5,0.17958566474185633
B,104729,Nd,Er,65,4.421351414500004,NAIVE_LINE@k1,0.9579973338578204,1.0,0.0,0.0,0.35917132948371266,0.5,0.17958566474185633
B,104729,Nd,Er,65,4.421351414500004,G14,0.44635695678403264,0.0,1.15477922,0.0,2.4112548228768906,0.0,1.7830170214384453
B,104729,Nd,Er,65,4.421351414500004,_RANDOM,0.0,0.015384615384615385,2.1736009475563356,0.015384615384615385,2.247750466943668,0.015384615384615385,2.210675707250002
B,104729,Nd,Tm,48,4.507855871000006,G14@k1,0.931719496309162,0.0,0.13942850799999995,0.0,0.3617278350000017,0.0,0.25057817150000083
B,104729,Nd,Tm,48,4.507855871000006,NAIVE_LINE@k1,0.9285714285714286,0.0,0.13942850799999995,0.0,0.3617278350000017,0.0,0.25057817150000083
B,104729,Nd,Tm,48,4.507855871000006,G14,0.3264265100434608,0.0,1.7132346026666674,0.0,2.3687263770541307,0.0,2.040980489860399
B,104729,Nd,Tm,48,4.507855871000006,_RANDOM,0.0,0.020833333333333332,2.4214920284141543,0.020833333333333332,2.0863638425858513,0.020833333333333332,2.253927935500003
B,104729,Nd,Yb,51,4.4648867980000055,G14@k1,0.9719676918255019,0.0,0.1455953760000004,0.0,0.00170836289134213,0.0,0.07365186944567126
B,104729,Nd,Yb,51,4.4648867980000055,NAIVE_LINE@k1,0.9696146974132613,0.0,0.1455953760000004,0.0,0.00170836289134213,0.0,0.07365186944567126
B,104729,Nd,Yb,51,4.4648867980000055,G14,0.3675604524712383,0.0,1.322545504666666,0.0,2.3625163609317656,0.0,1.8425309327992159
B,104729,Nd,Yb,51,4.4648867980000055,_RANDOM,0.0,0.0196078431372549,2.5078406137167883,0.0196078431372549,1.9570461842832172,0.0196078431372549,2.2324433990000028
B,104729,Nd,Lu,56,5.301782949035652,G14@k1,0.9524086195618107,0.0,0.14829289150000013,1.0,0.0,0.5,0.07414644575000007
