build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
e980ea72c7c8,,63,Eu,3,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,"[0, 3, 6]","[""S(donor)"", ""O(ether)"", ""S(donor)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_e980ea72c7c8.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_e980ea72c7c8.mol2,,-6817.342912864312,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O59:2.810;O4:2.825;S62:2.831;S117:2.856;S7:2.858;O114:2.885;S56:2.928;S1:2.946;S111:3.052,3.0523,3.7678,0.7154,O59:2.810;O4:2.825;S62:2.831;S117:2.856;S7:2.858;O114:2.885;S56:2.928;S1:2.946;S111:3.052;P6:3.768;P61:3.842;P57:3.906;P116:3.936;P112:3.960;P2:4.015
65ec4936ed7c,,71,Lu,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_65ec4936ed7c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_65ec4936ed7c.mol2,,-5007.484285732821,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.021;O117:2.038;O69:2.164;O62:2.235;O5:2.249;O12:2.337;N115:2.369;N80:2.446,2.4456,2.4811,0.0354,O118:2.021;O117:2.038;O69:2.164;O62:2.235;O5:2.249;O12:2.337;N115:2.369;N80:2.446;N23:2.481;O116:3.551;N70:4.312;N3:4.332;N60:4.375;N13:4.473
ff820f3e266f,,69,Tm,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_ff820f3e266f.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_ff820f3e266f.mol2,,-5008.183908411385,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O12:2.126;O117:2.162;O118:2.165;O69:2.189;O62:2.240;N80:2.260;N23:2.478;O5:2.483,2.4834,2.5323,0.0489,O12:2.126;O117:2.162;O118:2.165;O69:2.189;O62:2.240;N80:2.260;N23:2.478;O5:2.483;N115:2.532;O116:3.717;N70:4.179;N13:4.278;N60:4.300;N3:4.585
0e6590941a7e,,71,Lu,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,"[11, 13, 16]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_0e6590941a7e.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_0e6590941a7e.mol2,,-5193.829914112421,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O146:2.044;O145:2.114;O88:2.119;O17:2.191;O12:2.227;O83:2.323;N143:2.406;O85:2.573,2.5732,2.5903,0.0170,O146:2.044;O145:2.114;O88:2.119;O17:2.191;O12:2.227;O83:2.323;N143:2.406;O85:2.573;O14:2.590;O144:3.556;N89:4.247;N18:4.335;N9:4.425;N80:4.493
54a18e48131d,,63,Eu,3,O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,"[0, 13, 19, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_54a18e48131d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_54a18e48131d.mol2,,-4398.315116236105,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O1:2.278;O64:2.328;O14:2.365;O51:2.379;N23:2.405;N70:2.431;N73:2.433;N20:2.460;O101:2.966,2.9660,4.3664,1.4004,O1:2.278;O64:2.328;O14:2.365;O51:2.379;N23:2.405;N70:2.431;N73:2.433;N20:2.460;O101:2.966;N24:4.366;N65:4.405;N74:4.485;N15:4.502
7fd9c2ac0165,,71,Lu,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 24, 27]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7fd9c2ac0165.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7fd9c2ac0165.mol2,,-8980.72380563859,ok,"built (large_ligand_fast attempt 1, seed 61453; ligType=tri_mer_bent)",accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,False,tri_mer_bent,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O278:1.998;O277:2.079;O165:2.150;O28:2.227;O162:2.319;N275:2.336;O160:2.341;O23:2.478,2.4781,2.5762,0.0981,O278:1.998;O277:2.079;O165:2.150;O28:2.227;O162:2.319;N275:2.336;O160:2.341;O23:2.478;O25:2.576;O276:3.474;N166:4.078;N29:4.192;N148:4.274;N11:4.663
9633695708be,,57,La,3,C1COCCOCCOCCOCCOCCO1,"[2, 5, 8, 11, 14, 17]","[""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",6,9,1,nitrate,nitrate,3,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_9633695708be.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_9633695708be.mol2,,-2258.5312532888934,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O46:2.150;O45:2.151;O15:2.478;O6:2.491;O3:2.533;N43:2.545;O18:2.597;O9:2.641;O47:2.648,2.6480,2.7256,0.0776,O46:2.150;O45:2.151;O15:2.478;O6:2.491;O3:2.533;N43:2.545;O18:2.597;O9:2.641;O47:2.648;O12:2.726;O44:3.722
20fef2b9bc6a,,58,Ce,3,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,"[15, 19, 24, 39]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)"", ""O(ether)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_20fef2b9bc6a.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_20fef2b9bc6a.mol2,,-7143.918198692836,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O25:2.222;O131:2.235;O16:2.359;O213:2.399;O40:2.487;O122:2.492;O126:2.603;O146:2.640;O20:3.040,3.0401,4.3273,1.2873,O25:2.222;O131:2.235;O16:2.359;O213:2.399;O40:2.487;O122:2.492;O126:2.603;O146:2.640;O20:3.040;N26:4.327;N132:4.346;N13:4.456;N119:4.573
f3ea00a7b918,,65,Tb,3,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,"[8, 10, 13]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_f3ea00a7b918.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_f3ea00a7b918.mol2,,-4161.671601659785,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O110:2.095;O109:2.112;O9:2.240;O14:2.242;O67:2.255;O62:2.298;N107:2.457;O11:2.572,2.5722,2.6361,0.0639,O110:2.095;O109:2.112;O9:2.240;O14:2.242;O67:2.255;O62:2.298;N107:2.457;O11:2.572;O64:2.636;O108:3.643;N15:4.171;N68:4.283;N4:4.410;N57:4.485
fe2ac47d90be,,59,Pr,3,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,"[3, 7, 14, 17, 20, 27]","[""N(aromatic)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",6,9,1,nitrate,nitrate,3,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_fe2ac47d90be.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_fe2ac47d90be.mol2,,-2853.1272564124943,ok,"built (large_ligand_fast attempt 2, seed 69372)",accepted,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O55:2.152;O56:2.196;O18:2.434;N4:2.476;O8:2.519;N53:2.557;O15:2.558;O28:2.639;O21:2.660,2.6603,2.6622,0.0019,O55:2.152;O56:2.196;O18:2.434;N4:2.476;O8:2.519;N53:2.557;O15:2.558;O28:2.639;O21:2.660;O57:2.662;O54:3.735
5a0a32c8248c,,69,Tm,3,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,"[3, 10, 19]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_5a0a32c8248c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_5a0a32c8248c.mol2,,-4317.375980798557,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O94:2.120;O11:2.127;O56:2.154;O93:2.160;O49:2.175;N65:2.277;N91:2.479;O4:2.523,2.5231,2.5273,0.0042,O94:2.120;O11:2.127;O56:2.154;O93:2.160;O49:2.175;N65:2.277;N91:2.479;O4:2.523;N20:2.527;O92:3.639;N57:4.190;N47:4.258;N12:4.302;N2:4.579
