build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
d35fe5d1f27d,,65,Tb,3,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,"[3, 10, 19]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_d35fe5d1f27d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_d35fe5d1f27d.mol2,,-4318.852397825137,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O93:2.092;O94:2.140;O56:2.247;O49:2.277;O4:2.328;N91:2.471;N65:2.492;O11:2.524,2.5243,2.5524,0.0281,O93:2.092;O94:2.140;O56:2.247;O49:2.277;O4:2.328;N91:2.471;N65:2.492;O11:2.524;N20:2.552;O92:3.642;N47:4.289;N57:4.417;N2:4.418;N12:4.625
f0c8355b615c,,70,Yb,3,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],"[9, 26, 44]","[""O(ether)"", ""O(ether)"", ""O(ether)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_f0c8355b615c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_f0c8355b615c.mol2,,-8154.588126070111,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O244:1.993;O165:2.247;O27:2.306;O130:2.392;O147:2.410;O243:2.440;N241:2.510;O45:2.619,2.6187,2.6263,0.0076,O244:1.993;O165:2.247;O27:2.306;O130:2.392;O147:2.410;O243:2.440;N241:2.510;O45:2.619;O10:2.626;N164:3.167;P26:3.547;P129:3.628;O242:3.633;P146:3.684;N44:3.694;P9:3.975
f4b171990fec,,70,Yb,3,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,"[3, 10, 19]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_f4b171990fec.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_f4b171990fec.mol2,,-4317.810964129628,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O93:2.043;O94:2.119;O56:2.156;O49:2.179;O11:2.330;O4:2.347;N91:2.409;N20:2.472,2.4725,2.4873,0.0148,O93:2.043;O94:2.119;O56:2.156;O49:2.179;O11:2.330;O4:2.347;N91:2.409;N20:2.472;N65:2.487;O92:3.563;N57:4.161;N2:4.234;N47:4.368;N12:4.371
fc72cf55f269,,59,Pr,3,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,"[15, 19, 24, 39]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)"", ""O(ether)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig2_nitrate_fc72cf55f269.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig2_nitrate_fc72cf55f269.mol2,,-7143.190558309423,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O16:2.232;O25:2.247;O122:2.283;O131:2.323;O213:2.522;O146:2.638;O40:2.715;O126:2.905;O20:2.961,2.9611,4.3814,1.4203,O16:2.232;O25:2.247;O122:2.283;O131:2.323;O213:2.522;O146:2.638;O40:2.715;O126:2.905;O20:2.961;N26:4.381;N13:4.421;N119:4.473;N132:4.518
900f98641be6,,71,Lu,3,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,"[3, 10, 19]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_900f98641be6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_900f98641be6.mol2,,-4317.248049097943,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O93:2.016;O94:2.034;O56:2.126;O49:2.155;O4:2.258;O11:2.294;N91:2.368;N65:2.536,2.5358,2.5826,0.0468,O93:2.016;O94:2.034;O56:2.126;O49:2.155;O4:2.258;O11:2.294;N91:2.368;N65:2.536;N20:2.583;O92:3.551;N57:4.294;N47:4.331;N2:4.402;N12:4.495
e285ca563db7,,63,Eu,3,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,"[12, 17, 21, 22, 24, 28]","[""O(ether)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",6,9,1,nitrate,nitrate,3,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_e285ca563db7.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_e285ca563db7.mol2,,-2949.6008610060007,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O69:2.047;O68:2.147;N66:2.208;N23:2.376;N22:2.438;N29:2.485;O70:2.559;O13:2.899;N18:2.977,2.9771,3.0677,0.0906,O69:2.047;O68:2.147;N66:2.208;N23:2.376;N22:2.438;N29:2.485;O70:2.559;O13:2.899;N18:2.977;O67:3.068;N25:3.139
7e4821d174f3,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 24]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_7e4821d174f3.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_7e4821d174f3.mol2,,-11033.162305612928,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O141:2.209;O257:2.384;O251:2.387;O19:2.437;O137:2.500;O25:2.623;O135:2.674;O253:2.798;O21:3.019,3.0186,4.2560,1.2374,O141:2.209;O257:2.384;O251:2.387;O19:2.437;O137:2.500;O25:2.623;O135:2.674;O253:2.798;O21:3.019;N142:4.256;N258:4.576;N241:4.588;N9:4.624;N125:4.733;N26:4.862
ba3d00daee31,,69,Tm,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_ba3d00daee31.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_ba3d00daee31.mol2,,-5007.414687944926,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O5:2.081;O62:2.124;O118:2.136;O69:2.138;O117:2.148;N80:2.303;O12:2.418;N115:2.462,2.4622,2.4900,0.0278,O5:2.081;O62:2.124;O118:2.136;O69:2.138;O117:2.148;N80:2.303;O12:2.418;N115:2.462;N23:2.490;O116:3.612;N70:4.208;N60:4.208;N3:4.252;N13:4.563
e9e816218db5,,66,Dy,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_e9e816218db5.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_e9e816218db5.mol2,,-5007.949421616619,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O5:2.146;O69:2.189;O118:2.195;O62:2.233;O117:2.244;N80:2.271;N23:2.526;O12:2.530,2.5300,2.5513,0.0213,O5:2.146;O69:2.189;O118:2.195;O62:2.233;O117:2.244;N80:2.271;N23:2.526;O12:2.530;N115:2.551;O116:3.695;N70:4.179;N60:4.255;N3:4.292;N13:4.656
7810eaa2122a,,71,Lu,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7810eaa2122a.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7810eaa2122a.mol2,,-5007.3111814699205,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O12:2.083;O62:2.097;O117:2.099;O118:2.166;O69:2.181;N80:2.286;N115:2.488;N23:2.555,2.5545,2.5861,0.0315,O12:2.083;O62:2.097;O117:2.099;O118:2.166;O69:2.181;N80:2.286;N115:2.488;N23:2.555;O5:2.586;O116:3.660;N70:4.163;N60:4.197;N13:4.265;N3:4.563
