baseline_build_id,selected_build_id,selection_source,source_xyz_path,final_xyz_name,source_xyz_sha256,file_qc_status,qc_class,coreCN_max_dist,gap_after_coreCN,resolution_spec_json
02c5eecbaeff,02c5eecbaeff,canonical_geometry_index,data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_water_02c5eecbaeff.xyz,Tm_02c5eecbaeff.xyz,99f90c2431d9f6c2d5409cfaf2fba6b4f9f9fd1cbe8d226ae6919b7fb411511d,accepted,OK,2.6840,1.6191,"{""Atomic Number_metal"":""69"",""COORDLIST"":""[11, 13, 16]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC"",""build_id"":""02c5eecbaeff"",""coreCN"":""8"",""fill_ligand"":""water"",""geometry_key"":""69|CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water"",""inner_sphere_anion"":""water"",""metal_ox"":""3"",""metal_symbol"":""Tm"",""n_fill"":""2"",""n_ligs"":""2""}"
03005868e3be,03005868e3be,canonical_geometry_index,data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_03005868e3be.xyz,Pr_03005868e3be.xyz,959004a270fe36026ed0ca3bcfe1df257202c0e2607e8beb5d623416877c7e79,accepted,OK,2.7156,1.7659,"{""Atomic Number_metal"":""59"",""COORDLIST"":""[3, 5, 8]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1"",""build_id"":""03005868e3be"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""59|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Pr"",""n_fill"":""0"",""n_ligs"":""3""}"
03203ba59250,03203ba59250,canonical_geometry_index,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_water_03203ba59250.xyz,Dy_03203ba59250.xyz,4127c53d37cf5d74bc027efc848d8b1071378f04e93869c75783e8fc0dac0e7b,accepted,OK,2.6783,1.5565,"{""Atomic Number_metal"":""66"",""COORDLIST"":""[24, 26, 29]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC"",""build_id"":""03203ba59250"",""coreCN"":""8"",""fill_ligand"":""water"",""geometry_key"":""66|CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC|water"",""inner_sphere_anion"":""water"",""metal_ox"":""3"",""metal_symbol"":""Dy"",""n_fill"":""2"",""n_ligs"":""2""}"
033b4c93146d,816d86767bf5,all_remaining_resolved_existing,data/processed/geometries_all_remaining/20260718T190859Z_2441667/canonical_template_replan/accepted/La/La_Z57_ox3_CN9_nlig1_nitrate_816d86767bf5_attempt03_uff_unrelaxed.xyz,La_033b4c93146d.xyz,732fa86e6522cc9856d2744b86759d9e331f33db67bc7fb3eadfa7375a8dc31b,accepted,OK,2.4175,0.3769,"{""Atomic Number_metal"":""57"",""COORDLIST"":""[18, 20, 23, 43]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC"",""build_id"":""816d86767bf5"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""57|CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""La"",""n_fill"":""5"",""n_ligs"":""1""}"
0345ed41f690,0345ed41f690,canonical_geometry_index,data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_0345ed41f690.xyz,La_0345ed41f690.xyz,20e24136a22378884a9ca5a73621f7cdcef0d99ec7e0070d0911a2a8177b10fa,accepted,OK,2.6757,0.1713,"{""Atomic Number_metal"":""57"",""COORDLIST"":""[4, 7, 10, 17, 20, 23]"",""DENTATE"":""6"",""SMILES_FOR_ARCHITECTOR"":""C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1"",""build_id"":""0345ed41f690"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""57|C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""La"",""n_fill"":""3"",""n_ligs"":""1""}"
03c12597fa60,ebd03e170d8f,all_remaining_resolved_existing,data/processed/geometries_all_remaining/20260803T091407Z_2131197/final_placement_sweep/accepted/Ce/Ce_Z58_ox3_CN8_nlig2_nitrate_ebd03e170d8f_attempt01_emergency_unrelaxed.xyz,Ce_03c12597fa60.xyz,1404582a05c44ad0e156a99ca1871719e237d65996536393048eed06a9bc635d,accepted,OK,2.2954,0.1094,"{""Atomic Number_metal"":""58"",""COORDLIST"":""[6, 8, 9, 10]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCOP(=O)(O)OCCCCCC"",""build_id"":""ebd03e170d8f"",""coreCN"":""8"",""fill_ligand"":""nitrate"",""geometry_key"":""58|CCCCCCOP(=O)(O)OCCCCCC|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Ce"",""n_fill"":""0"",""n_ligs"":""2""}"
03dd780e91d8,03dd780e91d8,all_remaining_resolved_existing,data/processed/geometries_sibling_regenerated_rescue/sibling_rescue_long_bond/accepted/La/La_Z57_ox3_CN9_nlig3_water_03dd780e91d8_attempt01_large_ligand_deep.xyz,La_03dd780e91d8.xyz,a0893a5105214d56503e4986f35bc5eb694e2c9c641df9ad39f017a40ad2b8f1,accepted,OK,2.8353,1.4115,"{""Atomic Number_metal"":""57"",""COORDLIST"":""[24, 26, 29]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC"",""build_id"":""03dd780e91d8"",""coreCN"":""9"",""fill_ligand"":""water"",""geometry_key"":""57|CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC|water"",""inner_sphere_anion"":""water"",""metal_ox"":""3"",""metal_symbol"":""La"",""n_fill"":""0"",""n_ligs"":""3""}"
03f87059d30f,03f87059d30f,focused_regeneration,data/processed/geometries_regenerated_fail_long_bond/accepted/Ce/Ce_Z58_ox3_CN9_nlig3_water_03f87059d30f_attempt02_standard.xyz,Ce_03f87059d30f.xyz,0d20bb7431b0716ec19a19c9ca2da2f4c4a54caf1cb46431bfac14ba68a4d56a,accepted,OK,2.7944,1.4156,"{""Atomic Number_metal"":""58"",""COORDLIST"":""[15, 17, 20]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C"",""build_id"":""03f87059d30f"",""coreCN"":""9"",""fill_ligand"":""water"",""geometry_key"":""58|CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C|water"",""inner_sphere_anion"":""water"",""metal_ox"":""3"",""metal_symbol"":""Ce"",""n_fill"":""0"",""n_ligs"":""3""}"
03fee2e60a8c,03fee2e60a8c,canonical_geometry_index,data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_03fee2e60a8c.xyz,Er_03fee2e60a8c.xyz,0c27f103094dc72d879b6becfec90c59e4065c6d875ce184879ee1007bb10c00,accepted,OK,2.6468,1.8440,"{""Atomic Number_metal"":""68"",""COORDLIST"":""[26, 28, 31, 34]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC"",""build_id"":""03fee2e60a8c"",""coreCN"":""8"",""fill_ligand"":""nitrate"",""geometry_key"":""68|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Er"",""n_fill"":""0"",""n_ligs"":""2""}"
04213303955f,04213303955f,all_remaining_resolved_existing,data/processed/geometries_sibling_regenerated_rescue/sibling_rescue_cn_up/accepted/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_04213303955f_attempt01_standard.xyz,Sm_04213303955f.xyz,9c699719270d06c32b67e35ae969e2a8ca03d6abf120851a7a048c57a80f40b5,accepted,OK,2.9056,1.4826,"{""Atomic Number_metal"":""62"",""COORDLIST"":""[4, 16, 26, 27]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1"",""build_id"":""04213303955f"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""62|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Sm"",""n_fill"":""1"",""n_ligs"":""2""}"
0453c5e4f135,0453c5e4f135,canonical_geometry_index,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_0453c5e4f135.xyz,Ce_0453c5e4f135.xyz,c2e8039541a1a10d890623c77f25082fabd3c9bcb81105bbfb8b5ad6bc66aa74,accepted,OK,2.5762,0.1195,"{""Atomic Number_metal"":""58"",""COORDLIST"":""[6, 9, 12, 19, 22, 25]"",""DENTATE"":""6"",""SMILES_FOR_ARCHITECTOR"":""c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2"",""build_id"":""0453c5e4f135"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""58|c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Ce"",""n_fill"":""3"",""n_ligs"":""1""}"
04a989df1e78,04a989df1e78,canonical_geometry_index,data/geometries/La/La_Z57_ox3_CN9_nlig3_nitrate_04a989df1e78.xyz,La_04a989df1e78.xyz,380593b8017ec09945f0f3b2ec3d50dcb1a3c5bb3be976ed5cf927c24d4408fd,accepted,OK,2.5302,1.9517,"{""Atomic Number_metal"":""57"",""COORDLIST"":""[4, 11, 22]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C"",""build_id"":""04a989df1e78"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""57|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""La"",""n_fill"":""0"",""n_ligs"":""3""}"
04e043628161,04e043628161,canonical_geometry_index,data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_04e043628161.xyz,Nd_04e043628161.xyz,dde11d54be4d29809d47a4ca6bed9da3ab3c2e141438ab68748394526a87ba7d,accepted,OK,2.7572,1.5571,"{""Atomic Number_metal"":""60"",""COORDLIST"":""[26, 28, 31]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC"",""build_id"":""04e043628161"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""60|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Nd"",""n_fill"":""0"",""n_ligs"":""3""}"
0507ced001b2,0507ced001b2,all_remaining_resolved_existing,data/processed/geometries_sibling_regenerated/sibling_template_amide_core/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_water_0507ced001b2_attempt02_standard.xyz,Gd_0507ced001b2.xyz,c4b80c84bdeb6f212fed1d767789dca8693e28d9fe0e95cd60c518b65365cf9e,accepted,OK,2.7779,1.3694,"{""Atomic Number_metal"":""64"",""COORDLIST"":""[18, 20, 23]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C"",""build_id"":""0507ced001b2"",""coreCN"":""9"",""fill_ligand"":""water"",""geometry_key"":""64|CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C|water"",""inner_sphere_anion"":""water"",""metal_ox"":""3"",""metal_symbol"":""Gd"",""n_fill"":""0"",""n_ligs"":""3""}"
052f2dceaa7c,052f2dceaa7c,canonical_geometry_index,data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_nitrate_052f2dceaa7c.xyz,Gd_052f2dceaa7c.xyz,a3a7d743ea02de38c3419b41e78940e6b0a8a065b8a63ca4ade76e8de2e7955b,accepted,OK,2.8135,1.4448,"{""Atomic Number_metal"":""64"",""COORDLIST"":""[10, 21, 24]"",""DENTATE"":""3"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1"",""build_id"":""052f2dceaa7c"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""64|CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Gd"",""n_fill"":""0"",""n_ligs"":""3""}"
0568596c93c3,0568596c93c3,all_remaining_resolved_existing,data/processed/geometries_sibling_regenerated_rescue/sibling_rescue_cn_up/accepted/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_0568596c93c3_attempt02_standard.xyz,Pr_0568596c93c3.xyz,a1138ab3246b88fe0f021f532cda5d81066782dbde64f1afc4b37aac697b7186,accepted,OK,2.7751,1.2838,"{""Atomic Number_metal"":""59"",""COORDLIST"":""[9, 12]"",""DENTATE"":""2"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC"",""build_id"":""0568596c93c3"",""coreCN"":""9"",""fill_ligand"":""nitrate"",""geometry_key"":""59|CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Pr"",""n_fill"":""1"",""n_ligs"":""4""}"
05a03a08886e,68eed951c1f9,all_remaining_resolved_existing,data/processed/geometries_all_remaining/20260718T190859Z_2441667/adaptive_cn_fill/accepted/Gd/Gd_Z64_ox3_CN8_nlig1_nitrate_68eed951c1f9_attempt02_large_ligand_fast.xyz,Gd_05a03a08886e.xyz,c9a55b7ff77b4dbf12db3b7f19ae56b280218e1062c4862e3dae48905a6b9c70,accepted,OK,2.4739,0.1480,"{""Atomic Number_metal"":""64"",""COORDLIST"":""[51, 53, 56, 59]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O"",""build_id"":""68eed951c1f9"",""coreCN"":""8"",""fill_ligand"":""nitrate"",""geometry_key"":"""",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Gd"",""n_fill"":""4"",""n_ligs"":""1""}"
05ba35f6ce18,05ba35f6ce18,canonical_geometry_index,data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_05ba35f6ce18.xyz,Tb_05ba35f6ce18.xyz,a080e7fd4509b9cf9e9c8b648521b1b0aa82a1920abe6a88499317218251aa58,accepted,OK,2.3507,2.0161,"{""Atomic Number_metal"":""65"",""COORDLIST"":""[0, 15, 21, 24]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1"",""build_id"":""05ba35f6ce18"",""coreCN"":""8"",""fill_ligand"":""nitrate"",""geometry_key"":""65|O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Tb"",""n_fill"":""0"",""n_ligs"":""2""}"
05d35b9fbea8,05d35b9fbea8,canonical_geometry_index,data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_05d35b9fbea8.xyz,Ho_05d35b9fbea8.xyz,d2a5ec533160a7fe0c795c9e97346e143c5884cfe2867a03ec8d423069cc864a,accepted,OK,2.5910,1.6046,"{""Atomic Number_metal"":""67"",""COORDLIST"":""[4, 16, 28, 29]"",""DENTATE"":""4"",""SMILES_FOR_ARCHITECTOR"":""CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C"",""build_id"":""05d35b9fbea8"",""coreCN"":""8"",""fill_ligand"":""nitrate"",""geometry_key"":""67|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C|nitrate"",""inner_sphere_anion"":""nitrate"",""metal_ox"":""3"",""metal_symbol"":""Ho"",""n_fill"":""0"",""n_ligs"":""2""}"
