arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted
H2_E3_RAW_REAL,6699,34,0.317467030811068,0.421041090643339,0.2987503056665898,0.5537004545243923,0.4411764705882353,15,0.32035923238853314,-0.7176156377158571,0.5685995926800225,31,0.3723103231039354,0.7460096760095837,0.11909177391726697,0.47914134186813145,0.8480370204508135,True
H2_E3_RAW_SHUFFLED,6699,34,0.3176876814851348,0.4212062334463391,0.29840367661962186,0.55330793835915,0.4411764705882353,15,0.32027367701933485,-0.7126573015344775,0.5678192327278186,31,0.37250626138731996,0.7450784102986382,0.11956739591629237,0.47924674312415694,0.8481862964621585,True
H2_E3_COMPACT_REAL,6699,34,0.317467030811068,0.421041090643339,0.2987503056665898,0.5537004545243923,0.4411764705882353,15,0.32035923238853314,-0.7176156377158571,0.5685995926800225,31,0.3723103231039354,0.7460096760095837,0.11909177391726697,0.47914134186813145,0.8480370204508135,True
H2_E3_COMPACT_SHUFFLED,6699,34,0.31761629352362375,0.4213237763211708,0.29799227201294454,0.5522890146139452,0.4411764705882353,15,0.31994982229629354,-0.7129171539376965,0.5558232716962115,31,0.37224468851972403,0.7451889469892109,0.11969174889407075,0.4793629756178413,0.8486341244961935,True
H2_E3_STABLE_REAL,6699,34,0.31723940483257757,0.42089683698738944,0.2987503056665898,0.5527072365100776,0.4411764705882353,15,0.32079725366520795,-0.7124974304982556,0.5685995926800225,31,0.37281268115241406,0.7457271796074545,0.11886973971239323,0.4790120545299795,0.8486341244961935,True
H2_E3_STABLE_SHUFFLED,6699,34,0.31677043264571136,0.4207057635762451,0.2976810770281202,0.5520378230715909,0.4117647058823529,14,0.3215328848673453,-0.6996587015330094,0.5698189455722428,31,0.3736038723936216,0.7449204420960642,0.11931149587770432,0.478699213804462,0.8475891924167787,True
H3_A2,6699,34,0.49295440111705846,0.48147837892769385,0.4358102028537273,0.9108999456421988,0.38235294117647056,13,0.08877327153824399,-3.512622014517073,-0.17160410490257005,31,0.31513793010124463,0.9939714861684973,0.13909477437195855,0.5473588838270798,0.8196745782952679,True
H3_A2_ELEC,6699,34,0.35893905922291114,0.44153669046787536,0.3336569386277251,0.6092126622098258,0.38235294117647056,13,0.2713951319162756,-0.6278111504891938,0.39883340663496925,31,0.37481527253688235,0.8928087396861236,0.14093025012197086,0.499378549138919,0.7854903716972682,True
H3_A2_LABEL_SHUFFLED,6699,34,0.4762295030658232,0.4119104599805531,0.4549593121049963,0.8068428983747581,0.29411764705882354,10,0.38446009896227584,-1.9332448456241245,0.07801428983378145,31,0.3865328989527201,0.6478389941747147,0.12695099881802974,0.46674157025408236,0.8569935811315121,True
H3_A2_ELEC_LABEL_SHUFFLED,6699,34,0.436892684848396,0.3938172311209013,0.36875391171307825,0.7507924254801286,0.2647058823529412,9,0.4322282559131315,-1.3161216711555002,0.19195771787826965,31,0.4340893002051258,0.6418724170456365,0.12585794561782773,0.44537721467889746,0.8535602328705777,True
