adapter,policy,k,mae,n_ligands,shape_mae
CURVE_SPLINE_K1,CENTRAL,1,0.6663021467010665,143,0.48281318186115163
CURVE_SPLINE_AMP,CENTRAL,1,0.6663021467010665,143,0.48281318186115163
CURVE_SPLINE_W1_K1,CENTRAL,2,0.6686635757489301,143,0.5087525870038865
NEAREST_OBSERVED,RANDOM,2,0.6719450572324007,143,0.5172248212849272
MASSACTION_POOLED_K1,CENTRAL,1,0.67266630968733,143,0.48883039681276563
MASSACTION_WITH_METAL_K1,CENTRAL,1,0.6768296629945463,143,0.49096196567651984
CURVE_SPLINE_W1_K1,RANDOM,2,0.6818153757244271,143,0.5087525870038865
NEAREST_OBSERVED,CENTRAL,2,0.6934242213120548,143,0.5356514010070924
CURVE_SPLINE_W1_K1,CENTRAL,1,0.7019853251006095,143,0.5087525870038865
NO_MODEL,CENTRAL,3,0.7139530045534407,140,0.5767709937978235
NO_MODEL,CENTRAL,2,0.7290041084193523,143,0.5658756496902655
NO_MODEL,RANDOM,3,0.7293150496401231,140,0.5767709937978235
MASSACTION_K1,RANDOM,1,0.729892852450638,143,0.4799302991976331
CURVE_SPLINE_GP,RANDOM,1,0.7329674938331541,143,0.4828082841183226
CURVE_SPLINE_K1,RANDOM,1,0.7330010612718748,143,0.48281318186115163
CURVE_SPLINE_AMP,RANDOM,1,0.7330010612718748,143,0.48281318186115163
CURVE_GP,RANDOM,1,0.7395912639780551,143,0.48605545942183037
OFFSET_K1,RANDOM,1,0.7396272402108828,143,0.4860613035145683
OFFSET_K3,RANDOM,1,0.7396272402108828,143,0.4860613035145683
OFFSET_K2,RANDOM,1,0.7396272402108828,143,0.4860613035145683
MASSACTION_WITH_METAL_K1,RANDOM,1,0.742724766252736,143,0.49096196567651984
MASSACTION_POOLED_K1,RANDOM,1,0.7501755898167758,143,0.48883039681276563
NO_MODEL,RANDOM,2,0.7538060274474901,143,0.5658756496902655
NO_MODEL,CENTRAL,1,0.7575156334349555,143,0.5658756496902655
NEAREST_OBSERVED,CENTRAL,1,0.7575156334349555,143,0.5658756496902655
NO_MODEL,CENTRAL,5,0.7612714879985231,99,0.6655962564241901
NO_MODEL,RANDOM,5,0.7687039885593794,99,0.6655962564241901
CURVE_SPLINE_W1_K1,RANDOM,1,0.7716834997909572,143,0.5087525870038865
NO_MODEL,RANDOM,1,0.84589642363874,143,0.5658756496902655
NEAREST_OBSERVED,RANDOM,1,0.84589642363874,143,0.5658756496902655
CURVE_SPLINE_SHAPEONLY,RANDOM,2,0.9794528816938735,143,0.48281318186115163
CURVE_SPLINE_SHAPEONLY,RANDOM,1,0.9794528816938735,143,0.48281318186115163
CURVE_SPLINE_SHAPEONLY,CENTRAL,1,0.9794528816938735,143,0.48281318186115163
CURVE_SPLINE_SHAPEONLY,CENTRAL,2,0.9794528816938735,143,0.48281318186115163
MASSACTION_SHAPEONLY,CENTRAL,1,0.9836339464274582,143,0.4799302991976331
MASSACTION_SHAPEONLY,RANDOM,2,0.9836339464274582,143,0.4799302991976331
MASSACTION_SHAPEONLY,RANDOM,1,0.9836339464274582,143,0.4799302991976331
MASSACTION_SHAPEONLY,CENTRAL,2,0.9836339464274582,143,0.4799302991976331
CURVE_SPLINE_SHAPEONLY,RANDOM,3,0.9864606716958138,140,0.4901666377138178
CURVE_SPLINE_SHAPEONLY,CENTRAL,3,0.9864606716958138,140,0.4901666377138178
ZERO_SHOT_REF,NONE,0,0.9885988162369022,143,0.4860613035145683
ZERO_SHOT,RANDOM,2,0.9885988162369022,143,0.4860613035145683
ZERO_SHOT,RANDOM,1,0.9885988162369022,143,0.4860613035145683
ZERO_SHOT,CENTRAL,2,0.9885988162369022,143,0.4860613035145683
ZERO_SHOT,CENTRAL,1,0.9885988162369022,143,0.4860613035145683
MASSACTION_SHAPEONLY,RANDOM,3,0.9907313306736896,140,0.4872219789932239
MASSACTION_SHAPEONLY,CENTRAL,3,0.9907313306736896,140,0.4872219789932239
ZERO_SHOT,CENTRAL,3,0.9958025905504785,140,0.49348436197409346
ZERO_SHOT,RANDOM,3,0.9958025905504785,140,0.49348436197409346
CURVE_SPLINE_SHAPEONLY,RANDOM,5,1.0577315728155592,99,0.5542483661109822
CURVE_SPLINE_SHAPEONLY,CENTRAL,5,1.0577315728155592,99,0.5542483661109822
MASSACTION_SHAPEONLY,CENTRAL,5,1.0613287450402884,99,0.5526754159471524
MASSACTION_SHAPEONLY,RANDOM,5,1.0613287450402884,99,0.5526754159471524
ZERO_SHOT,RANDOM,5,1.0717870318968261,99,0.5706661718847179
ZERO_SHOT,CENTRAL,5,1.0717870318968261,99,0.5706661718847179
