adapter,k,n_ligands,delta_mae,ci_lo,ci_hi,win_rate,n_tied,delta_mae_untied,win_rate_untied
CURVE_SPLINE_W1_K1,5,99,0.11576635969631395,0.07587955810635445,0.1630563646023701,0.18181818181818182,1,0.11694764908097022,0.1836734693877551
MASSACTION_K1,1,143,-0.008629182477534083,-0.03936776230593238,0.02347756314779714,0.46853146853146854,71,-0.017138515198435747,0.5694444444444444
MASSACTION_K1,2,143,0.03631174483981286,0.008839043271302284,0.06426236907040059,0.2727272727272727,1,0.03656746135276929,0.2746478873239437
MASSACTION_K1,3,140,0.07181483995333193,0.04269993518947629,0.10203073398620882,0.2571428571428571,1,0.07233149347817604,0.2589928057553957
MASSACTION_K1,5,99,0.10022019041983442,0.06807381780889951,0.1363340353922247,0.23232323232323232,1,0.10124284542411845,0.23469387755102042
MASSACTION_POOLED_K1,1,143,0.008373789662614152,-0.010619673172874287,0.030078352899341795,0.45454545454545453,71,0.016631276691025328,0.5416666666666666
MASSACTION_POOLED_K1,2,143,0.048795615258165004,0.029919384074014257,0.06893951828406605,0.2097902097902098,1,0.04913924635153236,0.2112676056338028
MASSACTION_POOLED_K1,3,140,0.08362166245077185,0.06004316017807259,0.1081910651033426,0.19285714285714287,1,0.08422325714466229,0.19424460431654678
MASSACTION_POOLED_K1,5,99,0.10934172643787596,0.08167691542666325,0.1391166360059443,0.2222222222222222,1,0.11045745834030328,0.22448979591836735
MASSACTION_SHAPEONLY,1,143,0.26985225619319236,0.16033596754910975,0.38732236983869184,0.38461538461538464,0,0.26985225619319236,0.38461538461538464
MASSACTION_SHAPEONLY,2,143,0.39469112818589436,0.28885282386362693,0.5100696329544541,0.2517482517482518,0,0.39469112818589436,0.2517482517482518
MASSACTION_SHAPEONLY,3,140,0.45618221731770936,0.35026317190561607,0.575720297385654,0.17142857142857143,0,0.45618221731770936,0.17142857142857143
MASSACTION_SHAPEONLY,5,99,0.5417486633354943,0.42443788071077654,0.6761490062263935,0.15151515151515152,0,0.5417486633354943,0.15151515151515152
MASSACTION_WITH_METAL_K1,1,143,0.007991206076616552,-0.026220213638655718,0.043390665362619894,0.4965034965034965,6,0.008341185904789543,0.5109489051094891
MASSACTION_WITH_METAL_K1,2,143,0.05276889714944636,0.021393014627058036,0.08396020669868152,0.3356643356643357,1,0.05314050910120303,0.3380281690140845
MASSACTION_WITH_METAL_K1,3,140,0.0882019648446292,0.05668609300202987,0.1202587020904626,0.30714285714285716,1,0.08883651135430279,0.30935251798561153
MASSACTION_WITH_METAL_K1,5,99,0.12160680656708353,0.08507950528106838,0.16128818109303128,0.26262626262626265,1,0.1228476923483803,0.2653061224489796
NEAREST_OBSERVED,1,143,0.12270647383398953,0.06797748552382459,0.17894067931505742,0.32867132867132864,0,0.12270647383398953,0.32867132867132864
NEAREST_OBSERVED,2,143,0.0735939794203524,0.03272678728003219,0.11524130721608197,0.3356643356643357,0,0.0735939794203524,0.3356643356643357
NEAREST_OBSERVED,3,140,0.048105480626993935,0.012659771589160068,0.08211900921629788,0.38571428571428573,0,0.048105480626993935,0.38571428571428573
NEAREST_OBSERVED,5,99,0.04838323747186002,0.009978264529112348,0.08798946150681977,0.3838383838383838,0,0.04838323747186002,0.3838383838383838
NO_MODEL,1,143,0.12270647383398953,0.06797748552382459,0.17894067931505742,0.32867132867132864,0,0.12270647383398953,0.32867132867132864
NO_MODEL,2,143,0.15545494963544174,0.105722173674456,0.20554505479414406,0.2517482517482518,0,0.15545494963544174,0.2517482517482518
NO_MODEL,3,140,0.18849260955405914,0.14049692458499288,0.23756509901155964,0.2357142857142857,0,0.18849260955405914,0.2357142857142857
NO_MODEL,5,99,0.2551425125558338,0.19279602928147024,0.3222678997100747,0.16161616161616163,0,0.2551425125558338,0.16161616161616163
OFFSET_K1,1,143,1.106341125937656e-18,-1.9150700191669368e-18,4.4839973485097485e-18,0.3356643356643357,143,,
OFFSET_K1,2,143,0.041454394870169504,0.03308232603462967,0.05054950639132,0.13986013986013987,1,0.04174632722841014,0.14084507042253522
OFFSET_K1,3,140,0.07540029141706144,0.060531379048058595,0.09096286493345368,0.1357142857142857,1,0.07594273955675253,0.1366906474820144
OFFSET_K1,5,99,0.11466803511415262,0.08899304644596724,0.14193009170394433,0.16161616161616163,1,0.11583811710511338,0.16326530612244897
OFFSET_K2,1,143,1.9166874769533954e-18,-1.132301323410316e-18,5.365309659906357e-18,0.2867132867132867,143,,
OFFSET_K2,2,143,0.026868321786981068,0.018575288908582056,0.035834641420227464,0.32867132867132864,60,0.04629120500648546,0.20481927710843373
OFFSET_K2,3,140,0.044429699833894755,0.03101877845482119,0.05954878764394099,0.32142857142857145,59,0.07679207378697858,0.2222222222222222
OFFSET_K2,5,99,0.051649665382320985,0.030631386340287677,0.07432788011959245,0.3939393939393939,46,0.0964776768462222,0.2641509433962264
ZERO_SHOT,1,143,0.2717978442364575,0.16749574521631463,0.38606963106384196,0.3986013986013986,0,0.2717978442364575,0.3986013986013986
ZERO_SHOT,2,143,0.39663671622915947,0.2947292922812745,0.5076096217023222,0.2727272727272727,0,0.39663671622915947,0.2727272727272727
ZERO_SHOT,3,140,0.4581694965333302,0.3559674824972595,0.5724294131712051,0.16428571428571428,0,0.4581694965333302,0.16428571428571428
ZERO_SHOT,5,99,0.5469689012576933,0.4312912655762951,0.6795411296689877,0.09090909090909091,0,0.5469689012576933,0.09090909090909091
