adapter,k,n_ligands,delta_mae,ci_lo,ci_hi,win_rate,n_tied,delta_mae_untied,win_rate_untied
CURVE_SPLINE_W1_K1,5,99,0.001098324582161322,-0.03482438633720676,0.041607582929392276,0.26262626262626265,52,0.0023134922049780965,0.5531914893617021
MASSACTION_K1,1,143,-0.008629182477534083,-0.03936776230593238,0.023477563147797136,0.2867132867132867,71,-0.017138515198435747,0.5694444444444444
MASSACTION_K1,2,143,-0.0051426500303566386,-0.03313834484482868,0.02297258003903086,0.2727272727272727,71,-0.010213874365847215,0.5416666666666666
MASSACTION_K1,3,140,-0.003585451463729504,-0.030705992569139636,0.02372707276267496,0.2857142857142857,68,-0.006971711179474034,0.5555555555555556
MASSACTION_K1,5,99,-0.014447844694318205,-0.039084743177553914,0.012257409261173607,0.29292929292929293,52,-0.030432694143351126,0.6170212765957447
MASSACTION_POOLED_K1,1,143,0.00837378966261415,-0.010619673172874287,0.030078352899341795,0.2727272727272727,71,0.016631276691025328,0.5416666666666666
MASSACTION_POOLED_K1,2,143,0.007341220387995496,-0.009979254312004568,0.025408205867877214,0.27972027972027974,71,0.014580479381713276,0.5555555555555556
MASSACTION_POOLED_K1,3,140,0.008221371033710425,-0.00927968935999049,0.027035843814694507,0.29285714285714287,68,0.015985999232214713,0.5694444444444444
MASSACTION_POOLED_K1,5,99,-0.005326308676276657,-0.017299706041581382,0.00843631813843719,0.32323232323232326,52,-0.011219245935135935,0.6808510638297872
MASSACTION_SHAPEONLY,1,143,0.26985225619319236,0.16033596754910975,0.38732236983869184,0.38461538461538464,0,0.26985225619319236,0.38461538461538464
MASSACTION_SHAPEONLY,2,143,0.35323673331572497,0.24572019822588662,0.46745432626374933,0.3006993006993007,0,0.35323673331572497,0.3006993006993007
MASSACTION_SHAPEONLY,3,140,0.38078192590064786,0.27328703988142583,0.500777339469626,0.2857142857142857,0,0.38078192590064786,0.2857142857142857
MASSACTION_SHAPEONLY,5,99,0.4270806282213417,0.3089643898319867,0.5631914246682739,0.31313131313131315,0,0.4270806282213417,0.31313131313131315
MASSACTION_WITH_METAL_K1,1,143,0.007991206076616552,-0.026220213638655718,0.0433906653626199,0.48951048951048953,6,0.008341185904789546,0.5109489051094891
MASSACTION_WITH_METAL_K1,2,143,0.011314502279276861,-0.02084344132021086,0.04247186362605573,0.46153846153846156,6,0.011810027926544467,0.48175182481751827
MASSACTION_WITH_METAL_K1,3,140,0.012801673427567764,-0.01663672641484947,0.04251251084366017,0.45,4,0.013178193234260933,0.4632352941176471
MASSACTION_WITH_METAL_K1,5,99,0.0069387714529309,-0.02282028388808316,0.03798743483337669,0.45454545454545453,2,0.00708183890556864,0.4639175257731959
NEAREST_OBSERVED,1,143,0.12270647383398953,0.06797748552382459,0.17894067931505742,0.32867132867132864,0,0.12270647383398953,0.32867132867132864
NEAREST_OBSERVED,2,143,0.032139584550182905,-0.011329137904828751,0.07575701048410712,0.43356643356643354,0,0.032139584550182905,0.43356643356643354
NEAREST_OBSERVED,3,140,-0.027294810790067486,-0.07090329269174075,0.013903690044186673,0.5142857142857142,0,-0.027294810790067486,0.5142857142857142
NEAREST_OBSERVED,5,99,-0.0662847976422926,-0.11961646919606238,-0.01505333671334002,0.6060606060606061,0,-0.0662847976422926,0.6060606060606061
NO_MODEL,1,143,0.12270647383398953,0.06797748552382459,0.17894067931505742,0.32867132867132864,0,0.12270647383398953,0.32867132867132864
NO_MODEL,2,143,0.11400055476527227,0.06441140664667697,0.16294258007253307,0.32167832167832167,0,0.11400055476527227,0.32167832167832167
NO_MODEL,3,140,0.11309231813699773,0.06726364052975606,0.15872574008131315,0.3142857142857143,0,0.11309231813699773,0.3142857142857143
NO_MODEL,5,99,0.1404744774416812,0.0862456140985059,0.19875515402207342,0.30303030303030304,0,0.1404744774416812,0.30303030303030304
OFFSET_K2,1,143,8.103463510157392e-19,-4.49734137524803e-19,2.1026951223961295e-18,0.16783216783216784,143,,
OFFSET_K2,2,143,-0.01458607308318843,-0.020617658187614494,-0.009082383423603256,0.45454545454545453,57,-0.024253586638324953,0.7558139534883721
OFFSET_K2,3,140,-0.030970591583166663,-0.04151694398798427,-0.02141631305529112,0.4785714285714286,54,-0.050417242112131784,0.7790697674418605
OFFSET_K2,5,99,-0.06301836973183164,-0.08555081067495329,-0.04273129912334961,0.696969696969697,27,-0.0866502583812685,0.75
OFFSET_K3,1,143,-1.106341125937656e-18,-4.483997348509747e-18,1.9150700191669368e-18,0.36363636363636365,143,,
OFFSET_K3,2,143,-0.041454394870169504,-0.05054950639132,-0.03308232603462966,0.8531468531468531,1,-0.04174632722841014,0.8591549295774648
OFFSET_K3,3,140,-0.07540029141706144,-0.09096286493345367,-0.060531379048058595,0.8571428571428571,1,-0.07594273955675253,0.8633093525179856
OFFSET_K3,5,99,-0.11466803511415262,-0.14193009170394433,-0.08899304644596724,0.8383838383838383,1,-0.11583811710511338,0.8367346938775511
ZERO_SHOT,1,143,0.2717978442364575,0.16749574521631463,0.38606963106384196,0.3986013986013986,0,0.2717978442364575,0.3986013986013986
ZERO_SHOT,2,143,0.35518232135899,0.2518855699524474,0.46616116309806954,0.3146853146853147,0,0.35518232135899,0.3146853146853147
ZERO_SHOT,3,140,0.3827692051162688,0.2809169935524533,0.5005824288667718,0.2714285714285714,0,0.3827692051162688,0.2714285714285714
ZERO_SHOT,5,99,0.43230086614354063,0.3179237552141192,0.5670839110642204,0.24242424242424243,0,0.43230086614354063,0.24242424242424243
