adapter,policy,k,mae,n_ligands,shape_mae
CURVE_SPLINE_GP,CENTRAL,1,0.6378253163005776,143,0.45802105157056466
CURVE_SPLINE_AMP,CENTRAL,1,0.6378543834470018,143,0.45802564935200324
CURVE_SPLINE_K1,CENTRAL,1,0.6378543834470018,143,0.45802564935200324
CURVE_SPLINE_W1_K1,RANDOM,2,0.6434797884215444,143,0.47809369433825744
CURVE_GP,CENTRAL,1,0.6458032818674393,143,0.469278301060126
OFFSET_K1,CENTRAL,1,0.6458340792077732,143,0.4692842262422227
OFFSET_K3,CENTRAL,1,0.6458340792077732,143,0.4692842262422227
OFFSET_K2,CENTRAL,1,0.6458340792077732,143,0.4692842262422227
MASSACTION_K1,CENTRAL,1,0.6468943637223563,143,0.46561343131390454
MASSACTION_POOLED_K1,RANDOM,2,0.6499271270741075,143,0.4768862767086216
MASSACTION_POOLED_K1,CENTRAL,1,0.6560551552203788,143,0.4768862767086216
MASSACTION_WITH_METAL_K1,RANDOM,2,0.6567487877634863,143,0.48350305902999724
CURVE_SPLINE_W1_K1,CENTRAL,1,0.6660703092971378,143,0.47809369433825744
MASSACTION_WITH_METAL_K1,CENTRAL,1,0.669632142821332,143,0.48350305902999724
NEAREST_OBSERVED,RANDOM,2,0.6719450572324007,143,0.5172248212849272
NEAREST_OBSERVED,CENTRAL,2,0.6934242213120548,143,0.5356514010070924
CURVE_SPLINE_GP,RANDOM,1,0.700788996044135,143,0.45802097013037196
CURVE_SPLINE_AMP,RANDOM,1,0.7008249350453902,143,0.45802564935200324
CURVE_SPLINE_K1,RANDOM,1,0.7008249350453902,143,0.45802564935200324
NO_MODEL,CENTRAL,3,0.7139530045534407,140,0.5767709937978235
MASSACTION_K1,RANDOM,1,0.7155424121811426,143,0.46561343131390454
CURVE_GP,RANDOM,1,0.7159163274102606,143,0.46927825806032797
OFFSET_K1,RANDOM,1,0.7159553936825667,143,0.4692842262422227
OFFSET_K3,RANDOM,1,0.7159553936825667,143,0.4692842262422227
OFFSET_K2,RANDOM,1,0.7159553936825667,143,0.4692842262422227
CURVE_SPLINE_W1_K1,RANDOM,1,0.7244118496986992,143,0.47809369433825744
NO_MODEL,CENTRAL,2,0.7290041084193523,143,0.5658756496902655
NO_MODEL,RANDOM,3,0.7293150496401231,140,0.5767709937978235
MASSACTION_POOLED_K1,RANDOM,1,0.7349029849225003,143,0.4768862767086216
MASSACTION_WITH_METAL_K1,RANDOM,1,0.7381061936468756,143,0.48350305902999724
NO_MODEL,RANDOM,2,0.7538060274474901,143,0.5658756496902655
NEAREST_OBSERVED,CENTRAL,1,0.7575156334349555,143,0.5658756496902655
NO_MODEL,CENTRAL,1,0.7575156334349555,143,0.5658756496902655
NO_MODEL,CENTRAL,5,0.7612714879985231,99,0.6655962564241901
NO_MODEL,RANDOM,5,0.7687039885593794,99,0.6655962564241901
NO_MODEL,RANDOM,1,0.84589642363874,143,0.5658756496902655
NEAREST_OBSERVED,RANDOM,1,0.84589642363874,143,0.5658756496902655
CURVE_SPLINE_SHAPEONLY,RANDOM,3,0.9919441961232714,140,0.4653935290971989
CURVE_SPLINE_SHAPEONLY,CENTRAL,3,0.9919441961232714,140,0.4653935290971989
CURVE_SPLINE_SHAPEONLY,CENTRAL,2,0.9954240133960108,143,0.45802564935200324
CURVE_SPLINE_SHAPEONLY,CENTRAL,1,0.9954240133960108,143,0.45802564935200324
CURVE_SPLINE_SHAPEONLY,RANDOM,2,0.9954240133960108,143,0.45802564935200324
CURVE_SPLINE_SHAPEONLY,RANDOM,1,0.9954240133960108,143,0.45802564935200324
ZERO_SHOT,RANDOM,3,1.002593135150952,140,0.47689336120649445
ZERO_SHOT,CENTRAL,3,1.002593135150952,140,0.47689336120649445
MASSACTION_SHAPEONLY,CENTRAL,3,1.0028519737176516,140,0.47314390638685505
MASSACTION_SHAPEONLY,RANDOM,3,1.0028519737176516,140,0.47314390638685505
ZERO_SHOT,RANDOM,1,1.0058495481084255,143,0.4692842262422227
ZERO_SHOT,CENTRAL,1,1.0058495481084255,143,0.4692842262422227
ZERO_SHOT,CENTRAL,2,1.0058495481084255,143,0.4692842262422227
ZERO_SHOT,RANDOM,2,1.0058495481084255,143,0.4692842262422227
ZERO_SHOT_REF,NONE,0,1.0058495481084255,143,0.4692842262422227
MASSACTION_SHAPEONLY,RANDOM,2,1.0061029564954038,143,0.46561343131390454
MASSACTION_SHAPEONLY,RANDOM,1,1.0061029564954038,143,0.46561343131390454
MASSACTION_SHAPEONLY,CENTRAL,2,1.0061029564954038,143,0.46561343131390454
MASSACTION_SHAPEONLY,CENTRAL,1,1.0061029564954038,143,0.46561343131390454
CURVE_SPLINE_SHAPEONLY,RANDOM,5,1.04137104040697,99,0.5180343437937693
CURVE_SPLINE_SHAPEONLY,CENTRAL,5,1.04137104040697,99,0.5180343437937693
MASSACTION_SHAPEONLY,CENTRAL,5,1.047146267860662,99,0.5243997773700113
MASSACTION_SHAPEONLY,RANDOM,5,1.047146267860662,99,0.5243997773700113
ZERO_SHOT,CENTRAL,5,1.0513397786823346,99,0.5384705159844102
ZERO_SHOT,RANDOM,5,1.0513397786823346,99,0.5384705159844102
