seed,fold,model,mae,macro_mae,n_test,r2
130363,4,3NN_donors,1.4843729140150652,1.4457793063471167,22,0.09602298937809084
130363,4,5NN_donors,1.5783477550294303,1.5527463867167457,22,-0.0121125329232743
130363,4,KERNEL_donors,1.5726500711417783,1.53447735923202,22,0.00588711724865032
130363,4,RIDGE_mech,1.5610892375615875,1.5196069975504833,22,0.019566709822855688
130363,4,ET_mech,1.4395697202131705,1.4034701519795556,22,0.11376361609554042
130363,4,RIDGE_donors,1.539814275434496,1.4900051939794243,22,0.01834196446090708
130363,4,ET_donors,1.5162047158489669,1.4679230098813607,22,0.07462585898740437
155921,0,NULL_global_mean,0.949550236211462,1.0020489400233197,56,0.0
155921,0,1NN_tanimoto,0.9270509950162359,0.9607504259862538,56,0.0772045755017311
155921,0,3NN_tanimoto,0.8665954665902815,0.9551315570410245,56,0.15157391939377685
155921,0,5NN_tanimoto,0.8895940122841572,0.9641315351814104,56,0.15165576464737152
155921,0,KERNEL_tanimoto,0.9458912871131941,1.0002799425295004,56,0.007063177902252971
155921,0,1NN_mechanism,1.0254431928200731,1.0997377361530978,56,-0.04865038624749629
155921,0,3NN_mechanism,0.9825154761963208,1.0300063437668894,56,-0.010763296037763048
155921,0,5NN_mechanism,0.9505274106434293,1.0077395236826971,56,0.05509698142740593
155921,0,KERNEL_mechanism,0.9559166366811098,1.0113649558087336,56,-0.0013064500521116074
155921,0,1NN_donors,0.944343170494759,1.0017764935763234,56,-0.008244100828761702
155921,0,3NN_donors,0.9764357831033715,1.0243081411346602,56,-0.04621739933069069
155921,0,5NN_donors,1.0171987959293998,1.0603193410606506,56,-0.15025897793977783
155921,0,KERNEL_donors,0.9425102089001273,1.0000148525900698,56,0.035768131288597016
155921,0,RIDGE_mech,0.9709097109973944,1.0277636329692708,56,-0.05763991476381025
155921,0,ET_mech,0.967454502710689,1.014961374643836,56,0.031017194822482108
155921,0,RIDGE_donors,0.9420065528788237,0.9971616472106852,56,0.026374485907378564
155921,0,ET_donors,0.944410586433826,1.0014551436583274,56,0.041358374916313
155921,1,NULL_global_mean,1.131964543644618,1.0893347425167779,22,0.0
155921,1,1NN_tanimoto,1.1906227815636166,1.0907279889162202,22,-0.20510177183763934
155921,1,3NN_tanimoto,1.1064226835349875,1.0506138311413087,22,0.007398322791890455
155921,1,5NN_tanimoto,1.1461129870755349,1.1040552495186393,22,-0.06377416791967927
155921,1,KERNEL_tanimoto,1.1330076400530602,1.0898615759583112,22,0.00325136560594963
155921,1,1NN_mechanism,1.2658520321984053,1.0909541831611298,22,-0.3162527232966248
155921,1,3NN_mechanism,1.1610222160185673,1.0673734643008028,22,-0.047371343318777015
155921,1,5NN_mechanism,1.1198354610797945,1.0481141500584368,22,0.03756844501127665
155921,1,KERNEL_mechanism,1.1385803603047129,1.0955446859497782,22,0.007848504041204185
