group_id,safe_exp_id,publication_id,canonical_smiles,metal,D,log_D,system_id,cond__acid_concentration_M,cond__extractant_concentration_M,cond__metal_concentration_mM,cond__temperature_C,tier,duplicate_flag,kept,series_residual
d540b11d53b47d12,Bi_SAFE:16387,pub_ca616a18dd,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],Eu,20.00000001547424,1.301029996,sys_2eb679c20178162f,0.3,0.03,,25.0,tied_d,TIED_D,True,
d540b11d53b47d12,Bi_SAFE:16404,pub_ca616a18dd,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],Eu,20.00000001547424,1.301029996,sys_946e2494171edb60,0.001,0.0003,,25.0,tied_d,TIED_D,True,
d7641677fa2c86da,Eu_SAFE:11240,pub_5472c4b438,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,1019.56553721343,3.0084151472650715,sys_fbd4d24c7438e912,0.997807,0.1,,22.0,tied_d,TIED_D,True,
d7641677fa2c86da,Eu_SAFE:11241,pub_5472c4b438,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,1019.56553721344,3.008415147265076,sys_fbd4d24c7438e912,3.05994,0.1,,22.0,tied_d,TIED_D,True,
d7cb0d618b1d788b,Ca_SAFE:10802,pub_c8195b4ca7,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,2.39361702127644,0.37905466451163555,sys_a213e5db777d3b26,0.1,0.1,0.002,25.0,tied_d,TIED_D,True,
d7cb0d618b1d788b,Ca_SAFE:10803,pub_c8195b4ca7,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,2.39361702127644,0.37905466451163555,sys_a213e5db777d3b26,0.5,0.1,0.002,25.0,tied_d,TIED_D,True,
dc2a5727fc6dd756,Er_SAFE:13989,pub_51ddfefa0c,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,Pr,0.0408997955013603,-1.3882788634560521,sys_8dcfe12c839d7b8e,1.0,0.02,1.0,25.0,tied_d,TIED_D,True,
dc2a5727fc6dd756,Er_SAFE:13990,pub_51ddfefa0c,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,Pr,0.0408997955013745,-1.3882788634559013,sys_8dcfe12c839d7b8e,2.0,0.02,1.0,25.0,tied_d,TIED_D,True,
dc2a5727fc6dd756,Er_SAFE:13991,pub_51ddfefa0c,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,Pr,0.0408997955013603,-1.3882788634560521,sys_8dcfe12c839d7b8e,3.0,0.02,1.0,25.0,tied_d,TIED_D,True,
dcd0e1b0130fc7b7,Am_SAFE:16519,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Dy,499.999999613144,2.698970004,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
dcd0e1b0130fc7b7,Am_SAFE:16555,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Dy,499.999999613144,2.698970004,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
e0f32f966b28b00e,Dy_SAFE:9066,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Dy,527.499706370261,2.7222222222222214,sys_1419f400c83e9ad8,3.9942,0.024,3.0,25.0,tied_d,TIED_D,True,
e0f32f966b28b00e,Dy_SAFE:9067,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Dy,527.499706370261,2.7222222222222214,sys_1419f400c83e9ad8,4.9971,0.024,3.0,25.0,tied_d,TIED_D,True,
e24b79be17408286,Eu_SAFE:14969,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,Eu,0.002,-2.6989700043360187,sys_f1850dd78754cbb1,0.01,0.01,,22.0,tied_d,TIED_D,True,
e24b79be17408286,Eu_SAFE:14971,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,Eu,0.002,-2.6989700043360187,sys_f1850dd78754cbb1,4.0,0.01,,22.0,tied_d,TIED_D,True,
e28c6ea52eb70f35,Ca_SAFE:13039,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Sm,0.01,-2.0,sys_5cb78e5000d40860,0.0125893,0.1,0.0001,25.0,tied_d,TIED_D,True,
e28c6ea52eb70f35,Ca_SAFE:13084,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Sm,0.01,-2.0,sys_5cb78e5000d40860,0.016,0.1,0.0001,25.0,tied_d,TIED_D,True,
e46d5448004632af,Eu_SAFE:14917,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,Eu,0.001,-3.0,sys_39b7c54923bece41,0.01,0.1,,22.0,tied_d,TIED_D,True,
e46d5448004632af,Eu_SAFE:14919,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,Eu,0.001,-3.0,sys_39b7c54923bece41,4.0,0.1,,22.0,tied_d,TIED_D,True,
ea20e5fe3145368a,Eu_SAFE:15057,pub_e287124c22,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_44ba936210abfb4c,0.1,0.005,,25.0,tied_d,TIED_D,True,
ea20e5fe3145368a,Eu_SAFE:15059,pub_e287124c22,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_44ba936210abfb4c,0.5,0.005,,25.0,tied_d,TIED_D,True,
ea20e5fe3145368a,Eu_SAFE:15061,pub_e287124c22,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_44ba936210abfb4c,1.0,0.005,,25.0,tied_d,TIED_D,True,
ed301f90989ad57e,Am_SAFE:16107,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Nd,1.099999999599241,0.04139268500000015,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
ed301f90989ad57e,Nd_SAFE:12903,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Nd,1.1,0.04139268515822508,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
f2a04525feb07302,Eu_SAFE:15077,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.0110000000000001,-1.958607314841771,sys_b7c40e0572ddab2d,4.0,0.005,,25.0,tied_d,TIED_D,True,
f2a04525feb07302,Eu_SAFE:15101,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.0110000000000001,-1.958607314841771,sys_ac9e69ca1096cca7,2.0,0.005,,25.0,tied_d,TIED_D,True,
f54b0bd2d06e0bde,Am_SAFE:16113,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Dy,7.400000004583932,0.86923172,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
f54b0bd2d06e0bde,Dy_SAFE:12928,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Dy,7.4,0.8692317197309762,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
f5e8898ee8b57cf2,Eu_SAFE:16060,pub_2319535dff,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Eu,0.0178,-1.749579997691106,sys_b06c95ac0efc3d4e,0.01,0.005,,30.0,tied_d,TIED_D,True,
f5e8898ee8b57cf2,Eu_SAFE:16072,pub_2319535dff,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Eu,0.0178,-1.749579997691106,sys_b06c95ac0efc3d4e,0.01,0.005,,20.0,tied_d,TIED_D,True,
f63e1a2b23d1ba99,Er_SAFE:9053,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,71.7060097040961,1.8555555555555554,sys_1419f400c83e9ad8,4.9971,0.024,3.0,25.0,tied_d,TIED_D,True,
f63e1a2b23d1ba99,Er_SAFE:9135,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,71.70600970409521,1.85555555555555,sys_1419f400c83e9ad8,3.0,0.0239255,3.0,25.0,tied_d,TIED_D,True,
f7612ba577bfe40a,Am_SAFE:16527,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Pr,3.000000001936503,0.47712125499999997,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
f7612ba577bfe40a,Am_SAFE:16560,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Pr,3.000000001936503,0.47712125499999997,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
f7612ba577bfe40a,Am_SAFE:16568,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Pr,3.000000001936503,0.47712125499999997,sys_1419f400c83e9ad8,3.0,0.024,3.0,25.0,tied_d,TIED_D,True,
fcae51f63e592dff,Ce_SAFE:9018,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ce,1.37685716485275,0.13888888888888623,sys_1419f400c83e9ad8,4.9971,0.024,3.0,25.0,tied_d,TIED_D,True,
fcae51f63e592dff,Ce_SAFE:9019,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ce,1.37685716485275,0.13888888888888623,sys_1419f400c83e9ad8,5.9942,0.024,3.0,25.0,tied_d,TIED_D,True,
