arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted,split_seed,model_seed
A2_current_champion,6699,34,0.3103453516775655,0.4158553434275485,0.2677531922768207,0.5507460752989823,0.0,0,0.3293963478164008,-0.8699892750166257,0.5554678416123533,31,0.3745228223634445,0.7411364654736348,0.1187256222392979,0.4730282214276372,0.8475891924167787,True,130363,42
H1_CATBOOST_NONE_RMSE,6699,34,0.3284122749597226,0.4242222534980165,0.2884160435119401,0.592486576110089,0.4705882352941176,16,0.3023423783994561,-0.9699640511171048,0.5867852559380299,31,0.362192227602708,0.7431774251725995,0.1180601584186646,0.4831331158655458,0.8292282430213465,True,130363,42
H1_CATBOOST_NONE_MAE,6699,34,0.3302890818511885,0.4196063424688418,0.2715941224805128,0.5764319509758016,0.4117647058823529,14,0.3370149852484688,-0.9396837421757892,0.566496634045657,31,0.378031785264911,0.7212709256572266,0.1162763142009519,0.477972266384397,0.8598298253470668,True,130363,42
H1_CATBOOST_NONE_HUBER,6699,34,0.3390921023923115,0.4314147245951831,0.2783899428043619,0.600302640704021,0.3529411764705882,12,0.2891833686844448,-1.1424728004860334,0.4670779029273689,31,0.3496423081385599,0.751106860402736,0.1208265268544496,0.4911772453779763,0.825347066726377,True,130363,42
H1_CATBOOST_GROUP_SQRT_RMSE,6699,34,0.3341096881194848,0.4260204279594004,0.3115460204136746,0.5593157400251181,0.3235294117647059,11,0.3082879787540966,-0.838663910083013,0.5926836905836979,31,0.3600906756541229,0.7229974701859034,0.117256060791091,0.4854320123148547,0.844752948201224,True,130363,42
H1_CATBOOST_GROUP_SQRT_MAE,6699,34,0.3396590541015029,0.4308548198702895,0.3162893748751306,0.580288563598429,0.4705882352941176,16,0.3027925391704335,-0.955972448324354,0.5385654976319919,31,0.3540220388769323,0.7337444467344648,0.1249635928983661,0.4897135625468023,0.8556500970294074,True,130363,42
H1_CATBOOST_GROUP_SQRT_HUBER,6699,34,0.3213716353384535,0.4178209230003784,0.293198570156955,0.5570996578936014,0.3823529411764705,13,0.3355411864428667,-0.7829323861445678,0.602092228792547,31,0.3877091595059684,0.7138114648645865,0.1222656091932385,0.4746908578927811,0.8380355276907001,True,130363,42
H1_CATBOOST_GROUP_EQUAL_RMSE,6699,34,0.3390851032529432,0.4273137605630824,0.3432697203155749,0.540323858759539,0.3529411764705882,12,0.3254239246273702,-0.7848368062009172,0.5163195787188803,31,0.3783349777138993,0.7241136377306927,0.1234122683527709,0.4857896439876724,0.8268398268398268,True,130363,42
H1_CATBOOST_GROUP_EQUAL_MAE,6699,34,0.3290075296861845,0.41747729645996,0.2799667791225791,0.5725386546884026,0.4411764705882353,15,0.3519231883806519,-0.8827731106260959,0.5541700381020885,31,0.3909133687172622,0.7236743813909196,0.1214806062642263,0.4744321597745894,0.83833407971339,True,130363,42
H1_CATBOOST_GROUP_EQUAL_HUBER,6699,34,0.3483906141118307,0.421560511063485,0.3228515939517657,0.578111483788294,0.2647058823529412,9,0.3436217782421736,-0.7902505327367905,0.5539184280984074,31,0.3882578349473969,0.7373157318423372,0.1300091739818991,0.4776600118440464,0.8280340349305867,True,130363,42
H2_E3_RAW_REAL,6699,34,0.3171343311861466,0.4148140876524101,0.2884160435119401,0.5653565706284716,0.5,17,0.3503145178407567,-0.8353762322737232,0.5867852559380299,31,0.3966590296000085,0.7429262113886909,0.1231137095022912,0.4709422665025843,0.8302731751007613,True,130363,42
H2_E3_RAW_SHUFFLED,6699,34,0.3172307401900989,0.4154234471130126,0.2875986219012026,0.5673072849734385,0.5,17,0.3464643878177065,-0.838767017878899,0.5867852559380299,31,0.3945101606934466,0.7437732083301885,0.1208437298202235,0.4721056604262033,0.8275862068965517,True,130363,42
H2_E3_COMPACT_REAL,6699,34,0.3171256349876725,0.4149038782049558,0.2884160435119401,0.5658146777059843,0.5,17,0.3484402982301218,-0.8360811038649567,0.5867852559380299,31,0.3952438293165585,0.7439961168452656,0.1199613069497458,0.4716559108726101,0.8281833109419316,True,130363,42
H2_E3_COMPACT_SHUFFLED,6699,34,0.3174043416276967,0.4150577134858437,0.2869520040744163,0.5681663152162408,0.5,17,0.3472246476759102,-0.8358411765634606,0.5839266965838943,31,0.3949106469264077,0.7426726531469519,0.1208692725259798,0.4716646384907587,0.8308702791461412,True,130363,42
H2_E3_STABLE_REAL,6699,34,0.3191268253527277,0.4171182884606219,0.2866291449784085,0.5671776477034395,0.4705882352941176,16,0.3428272055921962,-0.8438807696937771,0.5645529792303754,31,0.3909169227539878,0.7413077318777603,0.1211839317986008,0.4740611577293375,0.8280340349305867,True,130363,42
H2_E3_STABLE_SHUFFLED,6699,34,0.3172030495280544,0.4153507256046992,0.2884577889645676,0.5661408841615988,0.5,17,0.3472028744133286,-0.8360008304013228,0.5866862004679001,31,0.3946428853209597,0.7427319579222424,0.1203505359730245,0.4721138450407691,0.8313181071801762,True,130363,42
H3_A2,6699,34,0.3739400382109908,0.4208161934033533,0.3300552118257547,0.617032192566025,0.2941176470588235,10,0.3374386670179525,-0.8432420655927487,0.1878308470852232,31,0.3940092321625753,0.7868879988137903,0.1282804213181062,0.4771051164407603,0.858337065233617,True,130363,42
H3_A2_ELEC,6699,34,0.3832684361105864,0.450217770177746,0.3103307064996873,0.657170407286721,0.2058823529411764,7,0.2476489828464196,-1.0245727819452135,0.2557991478325783,31,0.330770459099907,0.790384149260852,0.1330863142121944,0.5112393265854999,0.7887744439468577,True,130363,42
H3_A2_LABEL_SHUFFLED,6699,34,0.4080572103351464,0.3920798237392319,0.3666440472092639,0.7362845197194963,0.3529411764705882,12,0.4294765310177931,-1.2928065108641238,0.3229818595422782,31,0.432937485727948,0.6344879365150553,0.1245198288838912,0.4435629768966942,0.8556500970294074,True,130363,42
H3_A2_ELEC_LABEL_SHUFFLED,6699,34,0.4200768346557939,0.402734759604116,0.329732966715263,0.7694388258048277,0.3235294117647059,11,0.4013551445721944,-1.652489664793798,0.3341025925115396,31,0.4030377681046093,0.660780072020386,0.1252673040572345,0.4561242789074587,0.851619644723093,True,130363,42
A2_current_champion,6699,34,0.3156683646262463,0.4175093754983706,0.2761683067530269,0.562324229607458,0.0,0,0.3280161803287064,-0.8127258516405144,0.5382644687345801,31,0.3740434340467787,0.7327823822554466,0.1171419417079927,0.4753052451899687,0.8469920883713987,True,155921,42
H1_CATBOOST_NONE_RMSE,6699,34,0.3221817100870799,0.4254738079745515,0.2787649373717253,0.59148735727286,0.4705882352941176,16,0.3005117422402771,-0.9170048226422106,0.4638548828739161,31,0.3625506725041527,0.7222076769829117,0.1176661588931845,0.4847013032855088,0.8269891028511718,True,155921,42
H1_CATBOOST_NONE_MAE,6699,34,0.3217948918869866,0.4098407048837794,0.2860982124980183,0.5696759108905272,0.3823529411764705,13,0.3576806695623098,-0.9053382909910012,0.4996555575276,31,0.3978901828942022,0.7245415632866518,0.1177389267221422,0.4660461200124247,0.851470368711748,True,155921,42
H1_CATBOOST_NONE_HUBER,6699,34,0.3295105429867664,0.4249092403508526,0.2705105858399977,0.5911020154531632,0.2647058823529412,9,0.3050601254016151,-0.9922247840711462,0.5402890872862811,31,0.3618352214948924,0.7247295524899369,0.1194328928691369,0.4836881530649385,0.8293775190326914,True,155921,42
H1_CATBOOST_GROUP_SQRT_RMSE,6699,34,0.333538951721806,0.426393743497696,0.2876359179036061,0.5790878094959274,0.4117647058823529,14,0.3138116936153632,-0.8451843980572222,0.4970327021084259,31,0.3669021457679528,0.7203959370612787,0.1220346445804677,0.4849576783374117,0.8325123152709359,True,155921,42
H1_CATBOOST_GROUP_SQRT_MAE,6699,34,0.3444807722249318,0.4264746912267546,0.3390964734197361,0.5951077984670685,0.3823529411764705,13,0.3270677116692154,-1.013801810772461,0.4444920522909886,31,0.3690967925118608,0.72989974051981,0.123089411190159,0.484851246534615,0.8378862516793552,True,155921,42
H1_CATBOOST_GROUP_SQRT_HUBER,6699,34,0.321133744176991,0.4166234107751348,0.2708613258170714,0.5705632384251644,0.4117647058823529,14,0.335600723316253,-0.813395505645499,0.4917486932969331,31,0.3872243971604319,0.7206320929893152,0.1208493190597568,0.4735354423066982,0.8340050753843857,True,155921,42
H1_CATBOOST_GROUP_EQUAL_RMSE,6699,34,0.3267091440974989,0.4169425195187777,0.3120729019207305,0.5646609513979971,0.4117647058823529,14,0.3440116528442444,-0.708982592984726,0.5037243435378449,31,0.3950816585413307,0.7296540695399096,0.1248416372187026,0.4731477622682225,0.8293775190326914,True,155921,42
H1_CATBOOST_GROUP_EQUAL_MAE,6699,34,0.3355903501669389,0.4204895180105523,0.298050272660457,0.579312574290709,0.3823529411764705,13,0.3460447471858371,-0.9258851820199224,0.4291269117343527,31,0.3887637617751898,0.7152691616198673,0.1220073061140939,0.477922638526763,0.838781907747425,True,155921,42
H1_CATBOOST_GROUP_EQUAL_HUBER,6699,34,0.3398560141692022,0.4337605601361388,0.328026726127798,0.5828680269447727,0.3235294117647059,11,0.2895745185314992,-0.8191402580813161,0.4445236649414079,31,0.3529277430604386,0.7188500388435827,0.1225866211665732,0.4936357876238748,0.8214658904314077,True,155921,42
H2_E3_RAW_REAL,6699,34,0.3225877887030033,0.4192295525176182,0.2809379127172167,0.5921789604029896,0.4117647058823529,14,0.3321323309371251,-0.9677121127432918,0.5387836636030214,31,0.3826536028297176,0.7397065680483725,0.1218093723608005,0.4764583198279636,0.8281833109419316,True,155921,42
H2_E3_RAW_SHUFFLED,6699,34,0.3250971238012754,0.4202777159508952,0.2794708824287677,0.5927284214237869,0.4411764705882353,15,0.3308710820578279,-0.9197518479279928,0.5314432473220023,31,0.3824308213026582,0.7348819670517743,0.1221840266002659,0.4776360780349163,0.825794894760412,True,155921,42
H2_E3_COMPACT_REAL,6699,34,0.3224975093521073,0.4184606856719196,0.2809379127172167,0.5913548651564723,0.4117647058823529,14,0.334744402216571,-0.9615931377294664,0.5387836636030214,31,0.3841101345084012,0.7406148704449431,0.1208385116135231,0.4757283200893504,0.8248992386923422,True,155921,42
H2_E3_COMPACT_SHUFFLED,6699,34,0.3252118859127755,0.4202649384329785,0.2794708824287677,0.5927152304038633,0.4117647058823529,14,0.3309167510008483,-0.92130167515057,0.5314432473220023,31,0.382479938402071,0.7350771583288788,0.1221078440957218,0.4776355007289156,0.8262427227944469,True,155921,42
H2_E3_STABLE_REAL,6699,34,0.3224962203554717,0.4189852323253804,0.2813546562352602,0.5922676988751827,0.4117647058823529,14,0.3325118607949084,-0.9679331402357216,0.5387836636030214,31,0.3829035033799265,0.7398530419658215,0.121619145704374,0.4762035911073861,0.8254963427377221,True,155921,42
H2_E3_STABLE_SHUFFLED,6699,34,0.3227320275345,0.4201905941339129,0.2815007648429153,0.5913010769296838,0.4117647058823529,14,0.3294304468910098,-0.9609213687955178,0.5339511451350196,31,0.3809439182230338,0.7389049377007036,0.1219927978234667,0.4775689881908,0.8278847589192416,True,155921,42
H3_A2,6699,34,0.4634019483130437,0.4895267879696084,0.3561584467001938,0.8656272121295491,0.2352941176470588,8,0.0624054357968029,-2.1545940867232467,-0.0567556837354932,31,0.2446585227869991,0.898449816290306,0.1312432560673195,0.5584667128514835,0.7854903716972682,True,155921,42
H3_A2_ELEC,6699,34,0.3977379185706178,0.46461248702966,0.3447453249359077,0.696978593039042,0.2647058823529412,9,0.168277760419458,-1.496444688752955,0.1810273128631579,31,0.2896785763657021,0.8511076591909973,0.1389116281116539,0.5272829442191161,0.8148977459322287,True,155921,42
H3_A2_LABEL_SHUFFLED,6699,34,0.462735540049922,0.4056019962868163,0.4235075691143913,0.7789097601294043,0.3235294117647059,11,0.4039886819527344,-1.945370156560248,0.2087019147208992,31,0.4044712160593881,0.6488594944190175,0.1262256945157643,0.4593588104937418,0.8499776085982983,True,155921,42
H3_A2_ELEC_LABEL_SHUFFLED,6699,34,0.436243762378698,0.405362992659497,0.4112499661336882,0.7058202676810512,0.3529411764705882,12,0.4228587655799614,-1.7397000627851185,0.3229008278216496,31,0.4274673524947303,0.6379287781698599,0.1285626793184935,0.4586241423073476,0.8475891924167787,True,155921,42
A2_current_champion,6699,34,0.3230654015802852,0.4205292006691664,0.2797408850048996,0.5783324533164736,0.0,0,0.318234067818556,-0.8345748259884463,0.4951791396800351,31,0.3648778714968174,0.7492547868690927,0.1158948741729654,0.479146094037339,0.8474399164054337,True,196613,42
H1_CATBOOST_NONE_RMSE,6699,34,0.3341032107681965,0.4310885205835975,0.3006807408759963,0.5776191730969336,0.3823529411764705,13,0.2953118988332336,-0.9740414945718844,0.3331941150823679,31,0.3564277885915601,0.7269244154158756,0.118847465762082,0.491169079548008,0.8265412748171369,True,196613,42
H1_CATBOOST_NONE_MAE,6699,34,0.3390991021224814,0.4216319830251177,0.3493796954592105,0.5729129668785553,0.3235294117647059,11,0.3346176243196924,-1.0118937543637696,0.4325446691692244,31,0.3777878181799525,0.7150890733182335,0.1159785171530859,0.480444976369309,0.8529631288251978,True,196613,42
H1_CATBOOST_NONE_HUBER,6699,34,0.3363413050545903,0.4250363312459225,0.2961963909323217,0.5917877206216587,0.3235294117647059,11,0.3009822675699367,-1.0497853134671484,0.4585041786587922,31,0.3593963059037762,0.7454970715487345,0.1207944291032407,0.4835777154068765,0.8256456187490671,True,196613,42
H1_CATBOOST_GROUP_SQRT_RMSE,6699,34,0.3315401196815184,0.4227886464253052,0.3081513220842973,0.558973203900137,0.4117647058823529,14,0.3112620787309201,-0.8999593930120268,0.2836343865100483,31,0.3637260183768853,0.7351240168576142,0.1152125272947028,0.4819715913843977,0.844752948201224,True,196613,42
H1_CATBOOST_GROUP_SQRT_MAE,6699,34,0.3344776066755232,0.4270454207939133,0.3201855522561473,0.5758325144250216,0.3235294117647059,11,0.3095187300693497,-0.9937221555586953,0.4367194461280689,31,0.3620013870061883,0.7287376025115618,0.1238499949562855,0.4853854448826415,0.8529631288251978,True,196613,42
H1_CATBOOST_GROUP_SQRT_HUBER,6699,34,0.3340123825718152,0.4150086870245402,0.3029274914046437,0.5624103214962558,0.3823529411764705,13,0.3429975166350676,-1.0170753746561143,0.3330916354415759,31,0.3856286453905529,0.7235552524270996,0.1194864292883043,0.4718722613593338,0.8457978802806388,True,196613,42
H1_CATBOOST_GROUP_EQUAL_RMSE,6699,34,0.3392053175759342,0.4226959518039442,0.280771471345403,0.5653116279761415,0.4117647058823529,14,0.3284264332980563,-0.8149439275289517,0.3509568214528504,31,0.3790748166315181,0.7379467545557843,0.1229179550688977,0.480378403649901,0.8266905508284819,True,196613,42
H1_CATBOOST_GROUP_EQUAL_MAE,6699,34,0.3446241439990337,0.4236462689801313,0.3014072211011329,0.5837513298262218,0.2941176470588235,10,0.3315588319111942,-1.0617432347802451,0.2846060509033674,31,0.3747367510311156,0.7269387594210507,0.1241872904881633,0.4812673362193299,0.8460964323033289,True,196613,42
H1_CATBOOST_GROUP_EQUAL_HUBER,6699,34,0.3344123980154846,0.4157905851296953,0.279987697742911,0.5570440945149091,0.4117647058823529,14,0.3330221474913116,-0.8853162971904132,0.136953862742264,31,0.3795323126437873,0.7247104462417329,0.1187040814156694,0.4729551473430918,0.8405732198835647,True,196613,42
H2_E3_RAW_REAL,6699,34,0.3288686748863414,0.4196411366341985,0.2666068324134554,0.5688949146683717,0.4705882352941176,16,0.3350521928170542,-0.9618397455778432,0.4325446691692244,31,0.3826318016679516,0.7336856734645909,0.1214189914026501,0.4770242158430459,0.8338557993730408,True,196613,42
H2_E3_RAW_SHUFFLED,6699,34,0.3292357743567141,0.4210901991457679,0.2666068324134554,0.5715326904263484,0.5,17,0.331570895793881,-0.9547105412401756,0.4325446691692244,31,0.3806930754258701,0.7323189093225771,0.123518302576298,0.4783481593080315,0.832213763248246,True,196613,42
H2_E3_COMPACT_REAL,6699,34,0.3288686748863414,0.4196411366341985,0.2666068324134554,0.5688949146683717,0.4705882352941176,16,0.335052192817054,-0.9618397455778432,0.4325446691692244,31,0.3826318016679516,0.7336856734645909,0.1214189914026501,0.4770242158430459,0.8338557993730408,True,196613,42
H2_E3_COMPACT_SHUFFLED,6699,34,0.3292357743567141,0.4210901991457679,0.2666068324134554,0.5715326904263484,0.5,17,0.331570895793881,-0.9547105412401756,0.4325446691692244,31,0.3806930754258701,0.7323189093225771,0.123518302576298,0.4783481593080315,0.832213763248246,True,196613,42
H2_E3_STABLE_REAL,6699,34,0.328920287621898,0.4197286001065726,0.2666068324134554,0.568854864644305,0.4705882352941176,16,0.3349749637931187,-0.9628830048487562,0.4325446691692244,31,0.3825425659089271,0.7335381203623376,0.1215009109464648,0.4771127460627983,0.8332586953276608,True,196613,42
H2_E3_STABLE_SHUFFLED,6699,34,0.3279672297541568,0.4199044525650655,0.2666068324134554,0.5668745256599999,0.5,17,0.3349879562505623,-0.9307731109926538,0.4325446691692244,31,0.3834477394740553,0.7315667248434005,0.1234412164079635,0.4769490873614035,0.832213763248246,True,196613,42
H3_A2,6699,34,0.3682675416625011,0.4199456022833763,0.3157531364635556,0.6211356322238222,0.3823529411764705,13,0.3292235453629466,-0.9530130435552522,0.1848178856482454,31,0.3880719821048763,0.7799668556731368,0.1256391825550935,0.4765752284361483,0.8463949843260188,True,196613,42
H3_A2_ELEC,6699,34,0.4162283782615903,0.4750408241989361,0.4041554769950663,0.6824229884679629,0.2647058823529412,9,0.1834890647173823,-1.4224757920683724,-0.0786661424129164,31,0.3187508984429305,0.9034768595619967,0.1404280626318357,0.5394260850131112,0.7859381997313032,True,196613,42
H3_A2_LABEL_SHUFFLED,6699,34,0.4265379079520525,0.3947160105049623,0.3919445932868765,0.7232872183132567,0.2941176470588235,10,0.4384537047320208,-1.578294038394289,0.4234425316068001,31,0.4407232954706024,0.6351315203635746,0.1250684218168147,0.4466008526857895,0.8543066129273026,True,196613,42
H3_A2_ELEC_LABEL_SHUFFLED,6699,34,0.423105217815809,0.3944925607499379,0.3738967362131213,0.7165418269110221,0.4117647058823529,14,0.4372755280316819,-1.4718385470523685,0.4130346475753325,31,0.439950523929514,0.6350320216728035,0.1241914853663208,0.4465031450307656,0.8531124048365427,True,196613,42
A2_current_champion,6699,34,0.330582056998995,0.4251020172219434,0.2918006967572852,0.5673955221675961,0.0,0,0.3156842389672063,-0.8918206925995193,0.5101124279706201,31,0.3656802657993485,0.7313008971723349,0.1196414330835123,0.4838778967971737,0.8481862964621585,True,262147,42
H1_CATBOOST_NONE_RMSE,6699,34,0.342550588227905,0.4347111544566062,0.2906132932390706,0.5847655570955574,0.4117647058823529,14,0.2912710631519405,-1.0017115490943411,0.4703650926831718,31,0.3543459882724862,0.703550849535037,0.1187730755643667,0.4955030845531727,0.8289296909986565,True,262147,42
H1_CATBOOST_NONE_MAE,6699,34,0.3447197871021775,0.4242795050739119,0.3171506293922537,0.5863862735752682,0.4411764705882353,15,0.320575443505285,-0.910484582096893,0.4238732425182865,31,0.3685778021391868,0.701283812227016,0.1191305795499714,0.4829954161617331,0.8538587848932676,True,262147,42
H1_CATBOOST_NONE_HUBER,6699,34,0.340422159637201,0.4237055322220543,0.2877345624320319,0.5941785025520601,0.4117647058823529,14,0.3076202329030031,-1.0067586795001109,0.4217316507694095,31,0.3654750250453664,0.7384858589640283,0.1206727280084253,0.4820142651083008,0.8292282430213465,True,262147,42
H1_CATBOOST_GROUP_SQRT_RMSE,6699,34,0.350602347411018,0.4292301257890755,0.3096576918912976,0.5876897045239411,0.3235294117647059,11,0.3008839824854654,-0.9124820944648367,0.4000953041368544,31,0.35739886912907,0.7139379757710065,0.1173342886186448,0.4892442589292028,0.8459471562919839,True,262147,42
H1_CATBOOST_GROUP_SQRT_MAE,6699,34,0.362426215312868,0.4398417358459436,0.3437544436154569,0.6092634463703652,0.4411764705882353,15,0.2818411316847172,-0.9997769004875736,0.3708301497014236,31,0.3347787064492131,0.7068379854683992,0.1232439994567038,0.5007605954110501,0.8408717719062546,True,262147,42
H1_CATBOOST_GROUP_SQRT_HUBER,6699,34,0.3653553620261579,0.4325851741992904,0.3237742499903173,0.6228319879811948,0.4117647058823529,14,0.2990146476586444,-0.9736544310109356,0.3316599112862558,31,0.3527625089148096,0.7181829671235647,0.1256605475004437,0.4916427607890827,0.8356471115091805,True,262147,42
H1_CATBOOST_GROUP_EQUAL_RMSE,6699,34,0.3632617485756523,0.4181594750800605,0.3677590711662077,0.5856706154068037,0.2941176470588235,10,0.3584693687629834,-0.9043943186699274,0.2134126535015966,31,0.3983453426198551,0.6927474579746435,0.1240289002664001,0.4747552656413932,0.831915211225556,True,262147,42
H1_CATBOOST_GROUP_EQUAL_MAE,6699,34,0.3578278013346213,0.4309813136571065,0.3159808996510537,0.5998046339443168,0.4117647058823529,14,0.3206369822596563,-1.043759220344296,0.3454927304357534,31,0.3663751764681792,0.706963555499049,0.1223038709324379,0.4903761722518673,0.8422152560083594,True,262147,42
