comparison,status,value,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,mde_80,seeds_positive,n_seeds,units_improved,n_units,loco_min,loco_max,loco_sign_stable,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,-0.0054591639833564,-0.0129372107107495,0.0007120939000629,-0.01261553264556,0.0010036899698208,0.074,0.0094183565865729,1,5,34,83,-0.0068960715991726,-0.0042151800390347,True,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,0.0203268004172764,0.0107174718706834,0.0324910409040821,0.0107415214609288,0.032542742246899,0.0,0.0151340194475701,5,5,57,83,0.0180637146998881,0.0229912392520989,True,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_adjacent,0.0198948233984835,-0.0058243004319089,0.0355338991252829,0.0002163626335854,0.0408356845976195,0.1576,0.0310753976464736,5,5,50,83,0.0065361612009628,0.0218500781782543,True,False,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,mae_adjacent,0.0130188300284265,0.0020710497580729,0.0294938720860009,0.0010789012185658,0.0279646729053738,0.0198,0.0196494430484151,5,5,48,83,0.0105473009340237,0.0175951828574583,True,True,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,mae_adjacent,0.0404383817711686,0.0170979399969066,0.0752050473091876,0.0110056033027972,0.068476668036178,0.0,0.0433035665844672,5,5,54,83,0.0357865318972624,0.0574334172882995,True,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,0.016098629215366,-0.0680921440899097,0.1157667372761049,-0.0719940671814419,0.1115947286383955,0.6866,0.1291081946805621,4,5,38,86,-0.0091083623849965,0.0450589910613726,False,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,0.1181623810327637,-0.0026615706856215,0.2670149654637718,-0.0165852340129285,0.2539037102631757,0.0558,0.1913199317250946,5,5,56,86,0.0891382253653688,0.1549858575984085,True,False,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,sign_acc_strong,0.1636452223353539,-0.0210602966491588,0.2850480227404455,0.0217780509534381,0.3239839927834674,0.0936,0.2278327109203798,5,5,49,86,0.070760376882102,0.1850735999707992,True,False,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,sign_acc_strong,0.1145014319680742,-0.008611765387078,0.2693796830735772,-0.0223676717143281,0.2568033082182032,0.0664,0.1975754818096944,5,5,52,86,0.0844748055848205,0.151185754020534,True,False,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,sign_acc_strong,0.1081467627570846,-0.0183331686425432,0.2747647714503699,-0.0333912385357111,0.2589281681306745,0.0914,0.2091053917902662,5,5,38,86,0.0774601569359121,0.1501817796128221,True,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,-0.0042243758236478,-0.0851250279894113,0.0826803224666763,-0.0982784122534217,0.0709581178195552,0.9502,0.1174494034390968,2,5,36,84,-0.0167469769197341,0.0212172049020759,False,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,0.187435490114144,0.0545536852696912,0.3582238123637664,0.0427518227265126,0.3451439254584362,0.0066,0.2163858918993236,5,5,61,84,0.152651753667183,0.2321979109870391,True,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,pair_spearman,0.2743407031793398,-0.0202686780907369,0.483556821500779,0.0439872145030891,0.5630721372759715,0.0816,0.3895832058059847,5,5,53,84,0.0929907973490743,0.2976825225312631,True,False,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,pair_spearman,0.1690717931054541,0.0390288978814731,0.3467098330426469,0.0285860668049684,0.3341756074248501,0.0108,0.2206081315738489,5,5,60,84,0.1320854576536614,0.2139548071078648,True,True,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,pair_spearman,0.1862562495951654,0.0473586866604881,0.3914622769566205,0.0301835241334759,0.3678034895083353,0.0058,0.2506747285198421,5,5,48,84,0.1480896638418849,0.2573567469748877,True,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,0.0486795519459737,-0.0954623296307582,0.2213448390610514,-0.1145239604454112,0.2045907290068946,0.485,0.2243815357124668,5,5,41,84,0.0166692576332732,0.1009385462493289,True,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,0.2550615739921377,0.05245035883189,0.512940545311289,0.02114479623648,0.4848480248579892,0.016,0.3262542166729278,5,5,60,84,0.2091412788154957,0.3285175628808131,True,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,curve_spearman,0.3270076300198078,-0.0032024881009269,0.538965160701923,0.0697886894597539,0.6055516544633651,0.0532,0.4082351040719654,5,5,51,84,0.1624099672902509,0.3547184583892252,True,False,
X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,mae_all,-0.0026091826515468,-0.0395430064056175,0.0364128628445099,-0.0430220742847181,0.0329023061014175,0.9038,0.0529207079171626,2,5,46,90,-0.0107449039704771,0.0096058896869368,False,False,False
X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,exploratory,mae_all,-0.0057912841362462,-0.042991542171857,0.0366748817175627,-0.0447411893750485,0.0345230855733609,0.7712,0.0555448182160817,1,5,42,90,-0.0153060743234651,0.0065656968612974,False,False,False
X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,exploratory,mae_all,0.010616145515688,-0.0038854758593126,0.0295281229791743,-0.0034491311893708,0.0305845477919417,0.1578,0.0237688500915496,5,5,54,90,0.0063497071875989,0.0138209818682057,True,False,False
X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,exploratory,mae_all,0.0143399762051868,-0.0033823511269957,0.0351406920554601,-0.0016399589803888,0.0381597920072375,0.1128,0.0270321579084051,5,5,54,90,0.0083601116817714,0.0183077028601789,True,False,False
X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,exploratory,mae_all,-0.0035305609618587,-0.0068625389684528,-0.000703849504396,-0.0069084876909896,-0.0007343105854842,0.0176,0.0043110309316875,0,5,31,90,-0.0041929537053847,-0.0028825943943775,True,False,False
X_X_KRR_TANIMOTO_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,mae_all,-0.0219708423598928,-0.0498728357695905,0.0032720171569524,-0.0517115550482331,0.0020739123444852,0.0864,0.0375341702169249,1,5,42,90,-0.0261692050615713,-0.0152624768741173,True,False,False
X_X_ENS_DIRECT+PHYSICS_vs_M_SELECTED,exploratory,mae_all,0.0167222867366448,-0.0064187883414678,0.0424792771062089,-0.0031090588176969,0.0476863990631499,0.1496,0.0341680251674759,5,5,57,90,0.0082102004263104,0.0208822459874406,True,False,False
X_M_PHYSICS_radius+radius_sq_vs_M_SELECTED,exploratory,mae_all,0.0034969585694099,-0.0064315368580368,0.0152595004275548,-0.0050068013707807,0.0175485706555768,0.4894,0.0150557182134239,4,5,45,90,0.0004968487005661,0.0046930890987703,True,False,False
X_X_PHYSICS+RESID_K1_vs_M_SELECTED,exploratory,mae_all,0.0003148570847105,-0.0081792384123023,0.013008574875919,-0.0079558888935112,0.0133551253400881,0.9566,0.0151774637811623,3,5,35,90,-0.0016963171446327,0.0024165175233554,False,False,False
X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,mae_far,-0.0032277513029785,-0.0681633217760984,0.0656286913386618,-0.0757717777656666,0.0587577597850172,0.9398,0.0929594895401079,2,5,47,88,-0.0164742599979034,0.0189073348637748,False,False,
X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,exploratory,mae_far,-0.0055694489814371,-0.0699568291896659,0.0676365161099041,-0.0761562605004491,0.0616982203113729,0.8844,0.0954875084675686,2,5,40,88,-0.0200075372508659,0.0164750594267852,False,False,
X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,exploratory,mae_far,0.015781566477985,-0.0099360498458251,0.0495440473453939,-0.0095269751474907,0.0502734619274749,0.2332,0.042027699806859,5,5,51,88,0.0088542760435733,0.0222676711504332,True,False,
X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,exploratory,mae_far,0.0226750401911435,-0.0069944428557669,0.0577157638772737,-0.0043426465964231,0.0614781714925665,0.1326,0.045151066745841,5,5,51,88,0.0131291057288091,0.0294959558710929,True,False,
X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,exploratory,mae_far,-0.0027681812498582,-0.00566753397445,0.0004911612238221,-0.0058151917082362,0.0004024722524824,0.0946,0.0043784746425349,0,5,34,88,-0.0034053888200952,-0.0020177679314732,True,False,
X_X_KRR_TANIMOTO_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,mae_far,-0.033857861619586,-0.0844775874826063,0.0113299597552793,-0.0882451059958233,0.0087908799886984,0.1372,0.0672792384847079,1,5,42,88,-0.0419239043846577,-0.020761939849768,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_M_SELECTED,exploratory,mae_far,0.0233955911197963,-0.0161857915628981,0.0676086828777393,-0.0100661001988884,0.0762002828946241,0.2422,0.0578180105614078,5,5,56,88,0.0085297915714554,0.0300422187443516,True,False,
X_M_PHYSICS_radius+radius_sq_vs_M_SELECTED,exploratory,mae_far,0.0043862733388327,-0.0101833796016393,0.021268157080879,-0.0084302180296307,0.0244180523924553,0.5526,0.0220978077636294,4,5,44,88,-0.0004300561856389,0.006623881036092,False,False,
X_X_PHYSICS+RESID_K1_vs_M_SELECTED,exploratory,mae_far,0.0020445756603741,-0.0100606540559801,0.0200590990969946,-0.0099605568419333,0.0202115229640974,0.7682,0.0215222432394383,3,5,39,88,-0.0012918348080409,0.0054531554178656,False,False,
X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,mae_adjacent,-0.0043507854311558,-0.0123664541282147,0.0018047932845442,-0.0117987858587661,0.0023729859431114,0.1466,0.0099094636482194,1,5,36,83,-0.0059253313807855,-0.0032795189750108,True,False,
X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,exploratory,mae_adjacent,-0.0065456479825586,-0.0141755807071305,0.0018189500828506,-0.0131247345066294,0.0035467287492737,0.1048,0.0110106906640881,0,5,32,83,-0.0089543384852854,-0.0055730375726868,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,exploratory,mae_adjacent,0.0016747136179637,-0.0021362440552131,0.0049601874244341,-0.0018171323021949,0.005279193950799,0.3328,0.0049154529458502,4,5,44,83,0.0007994242704641,0.0021956885387173,True,False,
X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,exploratory,mae_adjacent,0.0018793873953869,-0.0018554649017718,0.0064940357159509,-0.001401554484042,0.0072195645571106,0.3256,0.0058338671882538,3,5,47,83,0.0006906708768008,0.0023981973021191,True,False,
X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,exploratory,mae_adjacent,-0.0028256217750342,-0.006180508151219,-0.000726824195359,-0.0058374029106772,-0.000516898098701,0.005,0.0039305577443336,0,5,36,83,-0.0038986863687092,-0.0023461975560819,True,False,
X_X_KRR_TANIMOTO_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,mae_adjacent,-0.0060107578271953,-0.0157534437477897,-0.0006155807576942,-0.0143038627655494,6.715053892143078e-05,0.024,0.0109963178894415,1,5,39,83,-0.0093843032984481,-0.0047328277017959,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_M_SELECTED,exploratory,mae_adjacent,0.0071338776013202,0.0032923434024512,0.0117844915872726,0.0034606316496325,0.0120373105549113,0.0018,0.0059978080387757,5,5,60,83,0.0062302117483735,0.0077408190214633,True,True,
X_M_PHYSICS_radius+radius_sq_vs_M_SELECTED,exploratory,mae_adjacent,0.0011083785522006,-0.0022765127638457,0.0037610562006046,-0.0020286538866009,0.0039562503240403,0.4838,0.0042861956331188,2,5,46,83,0.0002386996549988,0.0015796638521486,True,False,
X_X_PHYSICS+RESID_K1_vs_M_SELECTED,exploratory,mae_adjacent,-0.0010864839992021,-0.0045462991125606,0.0035260375953672,-0.0043663579361666,0.0037599285756376,0.5756,0.0056702996373695,1,5,33,83,-0.0020582668861128,-0.0003626080696887,True,False,
X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,0.0221700602578245,-0.0590929066619974,0.1229960466669816,-0.0649872954098512,0.1161996403105297,0.5828,0.1293859833684596,5,5,37,86,-0.0032477746267176,0.0517741907461536,False,False,
X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,0.0251738636335563,-0.0544137070456744,0.1282320684878887,-0.0594357050270933,0.1217641438935918,0.5236,0.1287550019595569,5,5,38,86,0.0007443092688101,0.0532391597737363,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,0.0125373093405188,-0.0175461261925846,0.0513015854937264,-0.0174522309970169,0.0513490369559523,0.4052,0.0484755200279429,3,5,33,86,0.004480233698017,0.01801569429944,True,False,
X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,0.0117184080655464,-0.0193220953631877,0.0548049283941032,-0.0191898271977842,0.0551571519679774,0.4712,0.051878455324524,3,5,33,86,0.0031727548095487,0.0196783137496023,True,False,
X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,-0.0223434509007306,-0.0460987811535863,-0.0041525701713996,-0.0472059627628633,-0.0049456397130075,0.0158,0.0299162037068925,0,5,20,86,-0.0273310261117748,-0.0174424970319676,True,False,
X_X_KRR_TANIMOTO_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,-0.0321050338228353,-0.09371062169216,0.0421649028338518,-0.0938575473171403,0.0420963332160233,0.3596,0.0956135188502644,1,5,29,86,-0.0464610964337583,-0.0180731364226417,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_M_SELECTED,exploratory,sign_acc_strong,-0.0035613198748471,-0.0755949778466522,0.0617071419450205,-0.0673869076737782,0.0717549408831906,0.8818,0.0964702696595776,2,5,37,86,-0.0282549946314259,0.0135885960830136,False,False,
X_M_PHYSICS_radius+radius_sq_vs_M_SELECTED,exploratory,sign_acc_strong,0.0060714310424585,-0.0154459592762001,0.0342878847587175,-0.0152198903991156,0.0346936923305438,0.6074,0.0355389384241321,3,5,33,86,0.0006526351452323,0.0113330303199952,True,False,
X_X_PHYSICS+RESID_K1_vs_M_SELECTED,exploratory,sign_acc_strong,0.0090752344181903,-0.0129823301603144,0.0407310578157138,-0.0135395815948409,0.039885056233603,0.4262,0.0375680309064159,3,5,32,86,0.0040055312936984,0.0147702371760513,True,False,
X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,pair_spearman,-0.0112979991022284,-0.0827992615011389,0.0734174117025323,-0.0934341045248323,0.0616115114366378,0.7928,0.1086098817014347,2,5,37,84,-0.0206053499493892,0.0125309537466499,False,False,
X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,exploratory,pair_spearman,-0.0194804403474348,-0.1004690071191993,0.0766148470788311,-0.1088727695440315,0.0673720693088896,0.6696,0.123925477666644,1,5,32,84,-0.0336472364523874,0.0076342242241014,False,False,
X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,exploratory,pair_spearman,0.020647619421227,-0.0159947746148364,0.0638320943289653,-0.0186545687721412,0.0615734569179175,0.2406,0.0560256667617454,4,5,50,84,0.0150256301700041,0.0283269533098401,True,False,
X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,exploratory,pair_spearman,0.0121831474751198,-0.0252106326285499,0.0579769820412081,-0.0252492338895269,0.0578465035850661,0.5074,0.0577684188246604,4,5,48,84,0.0052908670321403,0.0187848429357547,True,False,
X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,exploratory,pair_spearman,-0.0674961385565112,-0.1431169549285569,-0.0172563817315564,-0.1431467832465041,-0.0172603153636299,0.0042,0.0909141208725898,0,5,31,84,-0.0905689875627665,-0.0472574879181611,True,False,
X_X_KRR_TANIMOTO_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,pair_spearman,-0.1101301604528046,-0.1927867658406285,-0.0232248511730285,-0.1966413920835848,-0.0261943436206268,0.0148,0.1177099522685296,0,5,23,84,-0.1265678010761694,-0.0913188825545255,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_M_SELECTED,exploratory,pair_spearman,0.0248719952448748,-0.0336081405094269,0.0869299250577045,-0.0221289245501454,0.1052848061845273,0.4032,0.0842143758769397,5,5,57,84,0.0020754726895392,0.0335065476043291,True,False,
X_M_PHYSICS_radius+radius_sq_vs_M_SELECTED,exploratory,pair_spearman,-0.0070736232785805,-0.0424407742189927,0.0326938449358978,-0.0457052357372335,0.0300319503244476,0.692,0.0528081239994226,2,5,45,84,-0.0144023671881071,0.0039814353531143,False,False,
X_X_PHYSICS+RESID_K1_vs_M_SELECTED,exploratory,pair_spearman,-0.0152560645237869,-0.0615433803102453,0.0364037074422294,-0.0653898282051115,0.0320363797905284,0.5082,0.0683727540433607,2,5,37,84,-0.0241729868053806,-0.0041656992101633,True,False,
X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,curve_spearman,0.0513344848479593,-0.0797810301148297,0.21047133454861,-0.1096683030179414,0.1871084136020563,0.4214,0.2053017631890336,5,5,46,84,0.0274239438279909,0.1038054868159954,True,False,
X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,exploratory,curve_spearman,0.0444675580645325,-0.088532548806349,0.2146367003007927,-0.103627758898565,0.1992759879099066,0.5042,0.2172263132966004,5,5,44,84,0.0156493987019264,0.0936199427232178,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,exploratory,curve_spearman,0.039697707522884,-0.0083965558660296,0.1025010169991327,-0.0100255087324558,0.1005934907426376,0.1014,0.07903005122631,4,5,51,84,0.030055511227979,0.0512756498098859,True,False,
X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,exploratory,curve_spearman,0.0194622545117494,-0.0397305918037212,0.0953913315393421,-0.0402106484854526,0.0948193721275088,0.5182,0.0961401240970701,4,5,45,84,0.0093352937227344,0.0340814109992655,True,False,
X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,exploratory,curve_spearman,-0.0377711458472696,-0.0844321426332861,0.0045066480462259,-0.0896431000637784,-9.685097412019146e-05,0.0746,0.0624701210756169,0,5,32,84,-0.0481744128942661,-0.0236355162015086,True,False,
X_X_KRR_TANIMOTO_radius+radius_sq_vs_C_DIRECT_ROW,exploratory,curve_spearman,-0.0954767720423659,-0.2132779628340778,0.0205423607720651,-0.2114789983669606,0.0238327186743052,0.093,0.1623328770619444,0,5,30,84,-0.119425854705671,-0.0740801326868514,True,False,
X_X_ENS_DIRECT+PHYSICS_vs_M_SELECTED,exploratory,curve_spearman,-0.0089818444230896,-0.1365959100395088,0.1070042745740122,-0.117791430255303,0.1287107497897708,0.8348,0.1710177610720963,3,5,48,84,-0.0542590367309316,0.0199439339549218,False,False,
X_M_PHYSICS_radius+radius_sq_vs_M_SELECTED,exploratory,curve_spearman,0.0026549329019856,-0.0366889270755899,0.0469208880322481,-0.0373678183212676,0.0461593248462237,0.8894,0.0582009560594161,3,5,42,84,-0.0059877787497976,0.0127147305302097,False,False,
X_X_PHYSICS+RESID_K1_vs_M_SELECTED,exploratory,curve_spearman,-0.0042119938814412,-0.0679201881554292,0.0594164830187593,-0.0811074221125783,0.0495974137602035,0.9218,0.0882157173595348,2,5,45,84,-0.0141422588679646,0.0164601507705895,False,False,
