design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
BP,BP|AMP_ONLY_kappab_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_kappab,0.0029102505625829157,-0.014839114247517467,0.026764619857195113,-0.01613473690127707,0.0249059423210923,0.753,0.010666247300428247,0.029865492441199088,0.011037839477469556,90,49,4,5,-0.0008550995425331916,0.009119278214078963,False,0.02,False,False
BP,BP|AMP_ONLY_zerob_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_zerob,0.005447154595106003,-0.012910478971409772,0.031098622288383032,-0.01449446241705093,0.02922886492552535,0.5732,0.011367732780840927,0.03182965178635459,0.015526082515699704,90,50,4,5,0.0015472789922985938,0.012499526569069528,True,0.02,False,False
BP,BP|AMP_ONLY_meanb_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_meanb,0.01388666807769267,-0.009691976254689552,0.040087430095362135,-0.01242536189918225,0.03771845893518916,0.2118,0.012463299185173086,0.03489723771848464,0.024857443222555772,88,50,5,5,0.011361726596342119,0.01985572927906497,True,0.02,False,False
BP,BP|AMP_ONLY_kappab_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_kappab,-0.0017617209394651188,-0.02930455030345721,0.035074735053891234,-0.034914594903995774,0.030526926129186775,0.9382,0.016599794180333426,0.04647942370493359,0.006894349204321459,88,45,3,5,-0.0061580933235474864,0.009843443964138152,False,0.02,False,False
BP,BP|AMP_ONLY_zerob_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_zerob,0.0022737917104506916,-0.02673191585658621,0.041804792959077124,-0.032110609550562004,0.03678175030488974,0.8656,0.01769103225865819,0.04953489032424293,0.013839557803532167,88,44,3,5,-0.002257315648723798,0.015164982326336786,False,0.02,False,False
BP,BP|AMP_ONLY_meanb_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_meanb,0.007714448474400948,-0.051956024847253764,0.049629521912013724,-0.05055255839276396,0.050356772047813546,0.7758,0.026070982296085704,0.07299875042903997,0.00040500135643336833,86,42,3,5,-0.009208636983274596,0.02383571990890998,False,0.02,False,False
BP,BP|AMP_ONLY_kappab_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_kappab,0.07322902113942847,0.013030802690538646,0.1142914081100644,0.01884748162054296,0.11819979254819545,0.02,0.025245148485132592,0.07068641575837126,0.03593606462523346,86,56,5,5,0.060244095428372904,0.08211542640465296,True,0.02,True,True
BP,BP|AMP_ONLY_zerob_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_zerob,0.07322902113942847,0.013030802690538646,0.1142914081100644,0.01884748162054296,0.11819979254819545,0.02,0.025245148485132592,0.07068641575837126,0.03593606462523346,86,56,5,5,0.060244095428372904,0.08211542640465296,True,0.02,True,True
BR,BR|AMP_ONLY_meanb_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_meanb,-0.006471145967057148,-0.02467557767865721,0.0063117003081725916,-0.02282596684855205,0.007475697711143956,0.368,0.007989744116921936,0.02237128352738142,-0.010120982268453253,90,44,0,5,-0.012543125152801338,-0.0024468961172109693,True,0.02,False,False
BR,BR|AMP_ONLY_kappab_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_kappab,-0.013690653186254963,-0.03256535590249282,0.0018233189101025619,-0.03231629453900346,0.0018589903394389583,0.0816,0.008601617883308689,0.02408453007326433,-0.018399408599190217,90,37,0,5,-0.017269130337626157,-0.010481326176011215,True,0.02,False,False
BR,BR|AMP_ONLY_zerob_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_zerob,-0.01349136377444781,-0.032520800800591845,0.002767467073882403,-0.03255210729858573,0.00271869289356252,0.0986,0.008763465934487479,0.02453770461656494,-0.018285293256495232,90,38,0,5,-0.0171650082188097,-0.010361593910048678,True,0.02,False,False
BR,BR|AMP_ONLY_meanb_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_meanb,-0.010830693711232907,-0.038088589459360035,0.008482276820387252,-0.03594020048685316,0.00975518938413171,0.3082,0.011978143037355038,0.0335388005045941,-0.015490710597859189,88,44,0,5,-0.01915517655820448,-0.005495544640690325,True,0.02,False,False
BR,BR|AMP_ONLY_kappab_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_kappab,-0.020445460481076178,-0.053164911029932996,0.009172334928275187,-0.05207258992198643,0.010156774849365441,0.1574,0.015369016058431223,0.04303324496360742,-0.03044723017180835,88,37,0,5,-0.029087386169525383,-0.013778322666759513,True,0.02,False,False
BR,BR|AMP_ONLY_zerob_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_zerob,-0.020076307053175837,-0.052199091592697915,0.009591694612564596,-0.05118287858435179,0.010642489480781378,0.1666,0.015336731402712231,0.042942847927594244,-0.02950506697632918,88,39,0,5,-0.028476665064656438,-0.013550040028767004,True,0.02,False,False
BR,BR|AMP_ONLY_meanb_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_meanb,-0.04649039070744063,-0.09377087210080645,-0.014093734478013055,-0.08845334429459599,-0.011281415010140171,0.003,0.020252103443966486,0.056705889643106154,-0.05882378742069349,86,26,0,5,-0.06194910101947809,-0.038551336173821636,True,0.02,False,False
BR,BR|AMP_ONLY_kappab_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_kappab,-0.01951221002514601,-0.09695138894626316,0.03575745601662584,-0.11119633508856025,0.030155925073688427,0.5308,0.03338274479779465,0.09347168543382502,-0.02415771817517595,86,41,1,5,-0.031035568193550064,-0.00041896332506444927,True,0.02,False,False
BR,BR|AMP_ONLY_zerob_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_zerob,-0.01951221002514601,-0.09695138894626316,0.03575745601662584,-0.11119633508856025,0.030155925073688427,0.5308,0.03338274479779465,0.09347168543382502,-0.02415771817517595,86,41,1,5,-0.031035568193550064,-0.00041896332506444927,True,0.02,False,False
BQ,BQ|AMP_ONLY_meanb_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_meanb,-0.012237736748375999,-0.03024394221547688,0.0007554170976292362,-0.029015581061109394,0.001645185481790346,0.0672,0.008064326855654171,0.02258011519583168,-0.014748245708235607,90,41,1,5,-0.017442644884642287,-0.009113146343585472,True,0.02,False,False
BQ,BQ|AMP_ONLY_kappab_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_kappab,-0.01850969669377516,-0.038480733435400725,-0.0031479062681192774,-0.0384753810222394,-0.0031378745298135603,0.018,0.008784325982821507,0.02459611275190022,-0.02263181385774633,90,37,0,5,-0.0218154207315749,-0.015094679101341603,True,0.02,False,False
BQ,BQ|AMP_ONLY_zerob_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_zerob,-0.020268549410821464,-0.03946859617945767,-0.0038429638128718658,-0.03966331414335815,-0.004080856071616113,0.017,0.008731753605616056,0.024448910095724953,-0.023904120413063373,90,38,0,5,-0.02375352346930244,-0.017059960717908235,True,0.02,False,False
BQ,BQ|AMP_ONLY_meanb_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_meanb,-0.02059050181479629,-0.047263658768859275,-0.0008813357611854862,-0.04616489770277539,-0.00021650899134295068,0.0398,0.011928828489993791,0.03340071977198261,-0.022527576604487058,88,41,1,5,-0.027440665641682675,-0.01601708189295927,True,0.02,False,False
BQ,BQ|AMP_ONLY_kappab_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_kappab,-0.029753333398198602,-0.06321551993695432,-0.0019051784584151017,-0.06235139093833145,-0.001232686361938489,0.0382,0.015177747504353929,0.042497693012190994,-0.038033735941556075,88,35,0,5,-0.03766649670165473,-0.023181809370041623,True,0.02,False,False
BQ,BQ|AMP_ONLY_zerob_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_zerob,-0.03210653262186198,-0.0641630097690101,-0.0032900457994213127,-0.06359594537038192,-0.0026164622053882376,0.032,0.014985407494794946,0.041959140985425844,-0.03910075668931846,88,34,0,5,-0.040015346115082735,-0.025891806039068835,True,0.02,False,False
BQ,BQ|AMP_ONLY_meanb_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_meanb,-0.06043807309121957,-0.1155117931430774,-0.022031799140941378,-0.11142625496486229,-0.01947996173152852,0.0012,0.023903133582653655,0.06692877403143023,-0.07288962346848879,86,19,0,5,-0.07699246987484554,-0.05223818703542315,True,0.02,False,False
BQ,BQ|AMP_ONLY_kappab_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_kappab,-0.026433841121963255,-0.09340216091810681,0.023920594302724484,-0.10901733179422958,0.016579509489201578,0.3064,0.029033710523838956,0.08129438946674906,-0.029459483301440357,86,26,1,5,-0.038022021915738835,-0.007505395162282109,True,0.02,False,False
BQ,BQ|AMP_ONLY_zerob_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_zerob,-0.026433841121963255,-0.09340216091810681,0.023920594302724484,-0.10901733179422958,0.016579509489201578,0.3064,0.029033710523838956,0.08129438946674906,-0.029459483301440357,86,26,1,5,-0.038022021915738835,-0.007505395162282109,True,0.02,False,False
A,A|AMP_ONLY_meanb_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_meanb,-0.024172972846625434,-0.03977359362839896,-0.005856323114847657,-0.04254390747632441,-0.008590487032397062,0.0112,0.008351077365306585,0.023383016622858438,-0.01707314550024545,90,37,0,5,-0.02670768288438159,-0.01871352231497782,True,0.02,False,False
A,A|AMP_ONLY_kappab_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_kappab,-0.028311061105375707,-0.042980251644727914,-0.009833171832973487,-0.043694143227685445,-0.010731986303810073,0.0024,0.008274839962660726,0.023169551895450034,-0.025429773599195706,90,38,0,5,-0.03116723617564701,-0.024456907434298923,True,0.02,False,False
A,A|AMP_ONLY_zerob_vs_BOTH,mae_all,BOTH_COEF,AMP_ONLY_zerob,-0.03190775926719412,-0.047656175038992506,-0.009057617073294664,-0.05041645864716029,-0.012305381769431049,0.0048,0.009980874003057985,0.027946447208562358,-0.02532547931148633,90,33,0,5,-0.03512512858229529,-0.02352441896001276,True,0.02,False,False
A,A|AMP_ONLY_meanb_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_meanb,-0.036165852408260174,-0.05714032988348646,-0.008520326093729498,-0.059748954610170164,-0.011645944081731245,0.0122,0.012129020435566363,0.033961257219585816,-0.023096250784530512,88,39,0,5,-0.04028358173850221,-0.02944939677307615,True,0.02,False,False
A,A|AMP_ONLY_kappab_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_kappab,-0.04167404110117848,-0.0658177181204059,-0.009160864315715361,-0.06621458390143284,-0.009737528124430336,0.013,0.014258133882744464,0.0399227748716845,-0.038153899821276586,88,34,0,5,-0.04920215139777445,-0.034306586505310245,True,0.02,False,False
A,A|AMP_ONLY_zerob_vs_BOTH,mae_far,BOTH_COEF,AMP_ONLY_zerob,-0.047196466269964404,-0.07275925075096532,-0.00897880042846142,-0.07691279734449825,-0.014365302675451717,0.0148,0.016482894913027717,0.04615210575647761,-0.03827441528354106,88,28,0,5,-0.05475165271669273,-0.03337821338272327,True,0.02,False,False
A,A|AMP_ONLY_meanb_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_meanb,-0.04895566124286481,-0.10368456830287938,-0.00430195285252881,-0.10452818919005803,-0.005056482200793041,0.0356,0.025116956316305606,0.0703274776856557,-0.0539440886840873,86,21,0,5,-0.059770315749514746,-0.03933673218853347,True,0.02,False,False
A,A|AMP_ONLY_kappab_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_kappab,-0.019985125088159465,-0.0708967627290494,0.027780416595320174,-0.07697246977253905,0.023270929792009475,0.3896,0.024665450018855332,0.06906326005279492,-0.021636518384909424,86,26,1,5,-0.029789962788287563,-0.005665043032435373,True,0.02,False,False
A,A|AMP_ONLY_zerob_vs_BOTH,sign_acc_strong,BOTH_COEF,AMP_ONLY_zerob,-0.019985125088159465,-0.0708967627290494,0.027780416595320174,-0.07697246977253905,0.023270929792009475,0.3896,0.024665450018855332,0.06906326005279492,-0.021636518384909424,86,26,1,5,-0.029789962788287563,-0.005665043032435373,True,0.02,False,False
