arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading,unit
B0,confirmation,,pub_aed382b25f,36,1.63018,4.0239,2.00597,-1.43535,0.472222,2.17471,0.638889,4.30332,0.861111,6.13698,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_b048b54fa9,93,1.31089,2.47854,1.57434,0.751148,0.44086,2.17867,0.806452,4.29857,0.967742,6.22957,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_b62729e38f,53,0.641016,0.810846,0.90047,0.306626,0.830189,2.18651,0.924528,4.33088,1,6.15849,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_b9dfc468cd,136,0.504568,0.375326,0.612638,-0.22708,0.911765,2.19548,1,4.31571,1,6.26619,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_bdb1564c49,134,1.17802,1.97413,1.40504,-1.12148,0.477612,2.19282,0.880597,4.37868,1,6.2574,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_bef16e560c,48,1.07091,1.54261,1.24202,-0.222195,0.5,2.17695,0.958333,4.31092,1,6.14296,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_c8195b4ca7,216,1.79959,3.84819,1.96168,-1.7945,0.226852,2.12821,0.569444,4.25378,1,6.14642,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_ca616a18dd,28,0.859711,0.873544,0.934636,-0.859711,0.714286,2.18339,1,4.33784,1,6.22533,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_ca7dd9b99d,303,1.59752,3.44905,1.85716,1.18151,0.349835,2.1387,0.653465,4.29265,0.950495,6.27124,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_cd72e4a7bb,135,1.34604,2.76723,1.6635,-0.576785,0.459259,2.1632,0.807407,4.29137,0.933333,6.11122,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_d59c40b453,37,1.44857,2.85259,1.68896,-0.233681,0.324324,2.1653,0.783784,4.2992,0.945946,6.12795,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_dfa96a5118,42,1.26006,1.97439,1.40513,-0.878498,0.428571,2.17239,0.904762,4.36231,1,6.32012,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_e4bbba9576,89,0.858917,1.08624,1.04223,-0.283554,0.674157,2.18495,0.988764,4.30094,1,6.24761,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_e4dd361427,10,1.62707,3.33586,1.82643,1.2984,0.4,2.15875,0.6,4.30257,1,6.2014,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_e9799b75f3,56,0.315733,0.15832,0.397895,-0.00582681,1,2.186,1,4.33201,1,6.19351,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,,35,1.22803,2.36637,1.5383,0.921216,0.6,2.16621,0.8,4.22827,0.942857,6.15035,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B0,confirmation,,,642,1.22567,2.14433,1.46435,-0.475059,0.507788,2.17993,0.806854,4.25997,1,6.23155,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B0,confirmation,,,33,1.5363,2.96475,1.72185,-0.621439,0.30303,2.16521,0.757576,4.29204,0.969697,6.17435,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B0,confirmation,,,29,1.48789,2.32055,1.52334,1.48789,0.137931,2.18713,0.965517,4.2602,1,6.24706,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B0,confirmation,,,67,0.935017,1.54797,1.24417,0.64289,0.61194,2.19061,0.910448,4.29575,1,6.24235,exploratory: publication group (the as-run pre-seal V1 reading),pub_10aec04d23
B0,confirmation,,,154,0.975134,1.30126,1.14073,-0.0302347,0.577922,2.17981,1,4.33313,1,6.24014,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B0,confirmation,,,20,1.09876,1.35779,1.16524,1.09876,0.4,2.16554,1,4.29612,1,6.1179,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B0,confirmation,,,261,1.03453,1.77841,1.33357,0.697453,0.628352,2.17612,0.869732,4.29812,0.984674,6.17146,exploratory: publication group (the as-run pre-seal V1 reading),pub_1b7737c507
B0,confirmation,,,72,2.22849,5.94375,2.43798,-2.22849,0.152778,2.17425,0.472222,4.26849,0.791667,6.20967,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B0,confirmation,,,101,1.21522,1.80639,1.34402,-0.830522,0.39604,2.18708,0.940594,4.28536,1,6.2658,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B0,confirmation,,,22,1.01365,1.65724,1.28734,0.822558,0.636364,2.18516,0.909091,4.3356,1,6.2587,exploratory: publication group (the as-run pre-seal V1 reading),pub_1e6fec5c25
B0,confirmation,,,269,0.595889,0.763443,0.873752,0.212336,0.862454,2.22945,0.966543,4.41549,0.981413,6.29515,exploratory: publication group (the as-run pre-seal V1 reading),pub_23f10a0918
B0,confirmation,,,28,1.11012,1.55234,1.24593,0.143005,0.357143,2.17882,0.928571,4.30783,1,6.14724,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B0,confirmation,,,24,0.662907,0.608942,0.780347,-0.371293,0.916667,2.17891,1,4.31419,1,6.13569,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B0,confirmation,,,28,1.24112,1.87255,1.36841,-1.15297,0.357143,2.1599,1,4.23709,1,6.13127,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B0,confirmation,,,81,0.781119,1.03568,1.01768,0.546778,0.728395,2.1742,0.962963,4.26853,1,6.10487,exploratory: publication group (the as-run pre-seal V1 reading),pub_4f42448406
B0,confirmation,,,90,0.474799,0.283991,0.532908,-0.246713,0.911111,2.18825,1,4.24982,1,6.15975,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B0,confirmation,,,116,0.850406,1.27784,1.13041,0.0241871,0.741379,2.2104,0.922414,4.38072,1,6.38895,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B0,confirmation,,,96,1.36299,6.27442,2.50488,1.01762,0.552083,2.18213,0.947917,4.3603,0.96875,6.23823,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B0,confirmation,,,192,1.41007,3.0603,1.74937,0.993473,0.442708,2.15245,0.697917,4.26266,0.916667,6.20233,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B0,confirmation,,,55,0.680771,0.667499,0.817006,-0.504907,0.745455,2.17691,1,4.28224,1,6.11491,exploratory: publication group (the as-run pre-seal V1 reading),pub_58ab6ca575
B0,confirmation,,,874,1.17295,1.94534,1.39476,0.486131,0.512586,2.20009,0.885584,4.38354,1,6.34041,exploratory: publication group (the as-run pre-seal V1 reading),pub_5a68dc5665
B0,confirmation,,,48,1.14082,2.03598,1.42688,0.864982,0.583333,2.18694,0.833333,4.29963,0.958333,6.13822,exploratory: publication group (the as-run pre-seal V1 reading),pub_63013e43b6
B0,confirmation,,,75,1.51627,3.48123,1.86581,-1.2783,0.48,2.16985,0.693333,4.27248,0.866667,6.11116,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B0,confirmation,,,164,3.07906,10.5032,3.24086,3.07906,0.0243902,2.12485,0.195122,4.22731,0.457317,5.90756,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B0,confirmation,,,36,1.48702,3.0264,1.73966,0.31362,0.361111,2.16944,0.75,4.25223,0.972222,6.19953,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B0,confirmation,,,110,1.04933,1.63287,1.27784,0.41872,0.581818,2.18948,0.918182,4.31289,0.972727,6.15146,exploratory: publication group (the as-run pre-seal V1 reading),pub_9a95bb9836
B0,confirmation,,,51,1.82824,3.99661,1.99915,1.45809,0.176471,2.16954,0.745098,4.30486,0.901961,6.14119,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B0,confirmation,,,140,0.909114,1.38899,1.17855,0.477079,0.7,2.18358,0.907143,4.27022,0.978571,6.13701,exploratory: publication group (the as-run pre-seal V1 reading),pub_a671b3a07d
B0,confirmation,,,36,1.63018,4.0239,2.00597,-1.43535,0.472222,2.17471,0.638889,4.30332,0.861111,6.13698,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B0,confirmation,,,93,1.31089,2.47854,1.57434,0.751148,0.44086,2.17867,0.806452,4.29857,0.967742,6.22957,exploratory: publication group (the as-run pre-seal V1 reading),pub_b048b54fa9
B0,confirmation,,,53,0.641016,0.810846,0.90047,0.306626,0.830189,2.18651,0.924528,4.33088,1,6.15849,exploratory: publication group (the as-run pre-seal V1 reading),pub_b62729e38f
B0,confirmation,,,136,0.504568,0.375326,0.612638,-0.22708,0.911765,2.19548,1,4.31571,1,6.26619,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B0,confirmation,,,134,1.17802,1.97413,1.40504,-1.12148,0.477612,2.19282,0.880597,4.37868,1,6.2574,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B0,confirmation,,,48,1.07091,1.54261,1.24202,-0.222195,0.5,2.17695,0.958333,4.31092,1,6.14296,exploratory: publication group (the as-run pre-seal V1 reading),pub_bef16e560c
B0,confirmation,,,216,1.79959,3.84819,1.96168,-1.7945,0.226852,2.12821,0.569444,4.25378,1,6.14642,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B0,confirmation,,,28,0.859711,0.873544,0.934636,-0.859711,0.714286,2.18339,1,4.33784,1,6.22533,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B0,confirmation,,,303,1.59752,3.44905,1.85716,1.18151,0.349835,2.1387,0.653465,4.29265,0.950495,6.27124,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca7dd9b99d
B0,confirmation,,,135,1.34604,2.76723,1.6635,-0.576785,0.459259,2.1632,0.807407,4.29137,0.933333,6.11122,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B0,confirmation,,,37,1.44857,2.85259,1.68896,-0.233681,0.324324,2.1653,0.783784,4.2992,0.945946,6.12795,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B0,confirmation,,,42,1.26006,1.97439,1.40513,-0.878498,0.428571,2.17239,0.904762,4.36231,1,6.32012,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B0,confirmation,,,89,0.858917,1.08624,1.04223,-0.283554,0.674157,2.18495,0.988764,4.30094,1,6.24761,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B0,confirmation,,,10,1.62707,3.33586,1.82643,1.2984,0.4,2.15875,0.6,4.30257,1,6.2014,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B0,confirmation,,,56,0.315733,0.15832,0.397895,-0.00582681,1,2.186,1,4.33201,1,6.19351,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B1,selection,,REMAINDER,232,1.08781,1.82753,1.35186,0.358669,0.612069,2.1127,0.87069,4.20349,0.991379,6.44864,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0884e38fbe,155,1.24074,1.90049,1.37858,-0.927443,0.374194,2.14532,0.948387,4.17431,1,6.49363,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0a8da089ad,132,0.737065,0.77561,0.880687,-0.124765,0.757576,2.16528,1,4.22582,1,6.6189,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0af6736cb1,258,1.01364,1.42248,1.19268,-0.670079,0.51938,2.13115,0.945736,4.09517,0.992248,6.33348,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0d412f4721,20,1.84502,3.9651,1.99126,-1.80301,0.2,2.15762,0.6,4.20347,1,6.40652,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0ddbd861aa,91,0.701709,0.630888,0.794285,-0.631109,0.769231,2.10331,1,4.11924,1,6.62655,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_19783c039b,204,1.62527,3.55998,1.88679,-1.59333,0.29902,2.07875,0.642157,4.02351,0.941176,6.27394,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_1bd76c48d9,54,0.534083,0.429585,0.655428,-0.104656,0.888889,2.12425,1,4.10795,1,6.24201,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_22a136e9b9,24,1.14052,2.07023,1.43883,0.494292,0.583333,2.09117,0.875,4.12844,0.958333,6.5097,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_2319535dff,141,2.26703,6.0321,2.45603,2.25638,0.035461,2.10925,0.602837,4.07391,0.900709,6.4826,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_2c76a46f18,71,1.07131,1.60819,1.26815,0.143454,0.492958,2.10514,0.915493,4.05561,1,6.28824,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_2e9f2dbea9,76,2.06259,5.18224,2.27645,-1.68912,0.184211,2.08947,0.421053,4.02387,0.986842,6.20253,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_37086f6378,532,1.38062,2.66913,1.63375,-0.577402,0.379699,2.07095,0.780075,4.12537,0.962406,6.28182,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_3f3b6220e0,56,0.525695,0.407898,0.638669,0.328621,0.892857,2.14274,1,4.17542,1,6.34079,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_44555064e1,55,0.782885,0.996547,0.998272,0.0397208,0.745455,2.12765,0.963636,4.04358,0.981818,6.22144,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_45b8fb22e7,152,0.771474,0.803108,0.896163,-0.32941,0.815789,2.14861,0.986842,4.0901,1,6.16912,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_4a1871d85d,114,0.531445,0.457372,0.676293,-0.515785,0.877193,2.11244,1,4.07591,1,6.16831,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_4cba27f5f3,206,1.18311,1.79102,1.33829,-0.519447,0.38835,2.14842,0.902913,4.16831,1,6.28091,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_5472c4b438,192,2.17989,5.62867,2.37248,-1.9914,0.166667,2.16893,0.380208,4.0891,0.71875,5.94526,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_6b0ea2ccc9,87,1.21577,2.10023,1.44922,-0.687867,0.494253,2.10284,0.781609,4.05727,1,5.95021,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_74428aeab2,26,2.0641,4.63943,2.15393,0.419304,0,2.0694,0.5,4.06604,0.961538,6.12294,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_8415538291,120,1.22549,3.26257,1.80626,0.92734,0.675,2.08988,0.741667,4.05845,0.833333,5.97575,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_8a081dc888,47,1.02604,1.72346,1.3128,0.492899,0.574468,2.09763,0.829787,4.09354,0.978723,6.19805,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_8dafaf94bc,63,0.575983,0.46945,0.685165,0.167505,0.904762,2.13524,1,4.0643,1,5.97407,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_917a4583d4,27,1.24139,2.00858,1.41724,-1.18038,0.333333,2.12209,0.962963,4.06316,1,5.97279,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_92fd5bea1e,108,0.970123,1.51928,1.23259,0.121142,0.657407,2.11418,0.888889,4.072,0.981481,6.072,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_97510df3a0,21,1.18821,1.76966,1.33029,1.17396,0.52381,2.13604,0.904762,4.12528,1,6.15943,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_a470dfb784,40,0.334138,0.2123,0.46076,-0.13359,0.975,2.1808,1,4.12057,1,6.31054,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_a9266a9412,50,1.0947,1.71448,1.30938,-0.270016,0.5,2.1886,0.86,4.13461,1,5.98574,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_ad5a7268e5,133,1.04118,1.74384,1.32055,-0.747768,0.609023,2.14251,0.849624,4.1614,1,6.35091,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
