arm,half,seed,publication_group,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B3l,none,262147,pub_5df1eef2f5,11,0.128125,0.0371291,0.192689,0.00956216,1,2.06547,1,4.43312,1,7.31087,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_63013e43b6,48,0.329653,0.207152,0.455139,0.273687,0.958333,2.06736,1,4.42386,1,7.32041,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_650a2d0d03,16,0.183722,0.0408865,0.202204,0.119816,1,2.07802,1,4.42758,1,7.32633,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_65c4c3411e,1,0.823909,0.678826,0.823909,-0.823909,1,1.97553,1,4.34139,1,7.29111,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_691fc07992,75,0.675909,1.15015,1.07245,0.0973948,0.786667,2.04942,0.92,4.3956,0.986667,7.20354,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_6a0ef8528c,164,0.505112,0.507545,0.712422,0.15391,0.920732,2.05628,0.969512,4.40417,0.993902,7.24846,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_6b0ea2ccc9,87,0.429917,0.441032,0.664102,0.0134768,0.942529,2.04135,0.965517,4.3758,0.988506,7.1503,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_6f71d61137,2,0.522879,0.273402,0.522879,0,1,2.06844,1,4.40335,1,7.10257,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_723ceb6c2c,11,2.34494,5.75497,2.39895,-2.34494,0,2.06273,0.363636,4.40185,0.909091,7.22406,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_74428aeab2,26,2.98203,10.7722,3.2821,1.24524,0.0384615,2.06839,0.269231,4.41011,0.653846,7.20831,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_792969545c,1,4.08486,16.6861,4.08486,4.08486,0,2.00819,0,4.29073,0,6.8664,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_84113c17ad,16,0.391472,0.661252,0.813174,-0.282025,0.875,2.0461,0.875,4.38943,1,7.1734,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_8415538291,120,1.81391,5.16134,2.27186,-0.0656063,0.416667,2.05033,0.658333,4.39611,0.825,7.22814,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_86cd2c5ec0,36,1.01293,2.43639,1.56089,0.0360002,0.722222,2.03836,0.916667,4.35283,0.944444,7.09344,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_886ede1e0e,3,0.185434,0.0569652,0.238674,0.132647,1,2.03747,1,4.3827,1,7.16542,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_8a081dc888,47,0.3633,0.282622,0.531622,-0.0683255,0.957447,2.05884,1,4.40467,1,7.25598,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_8dafaf94bc,63,0.105665,0.0214704,0.146528,-0.0276126,1,2.05872,1,4.41562,1,7.28502,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_917a4583d4,27,0.291271,0.149265,0.386349,0.0839807,1,2.03897,1,4.38592,1,7.23663,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_92fd5bea1e,108,0.593083,0.657429,0.81082,0.219576,0.833333,2.04817,0.990741,4.39511,0.990741,7.23498,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_9428119866,12,0.311985,0.137443,0.370734,0.311985,1,2.06407,1,4.41076,1,7.13968,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_97510df3a0,21,0.463047,0.37351,0.611154,0.276696,0.952381,2.05991,1,4.41341,1,7.26516,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_9a95bb9836,110,0.411862,0.300288,0.547985,-0.0620424,0.909091,2.04631,1,4.37659,1,7.17037,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_a470dfb784,40,0.38603,0.244743,0.494715,0.102768,0.95,2.03687,1,4.38625,1,7.25594,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_a49146c8fd,51,1.39786,2.57097,1.60343,-0.0389424,0.372549,2.05523,0.784314,4.4001,1,7.20588,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_a671b3a07d,140,0.328488,0.308076,0.555046,0.08693,0.978571,2.04252,0.992857,4.39186,0.992857,7.22456,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_a9266a9412,50,1.16062,2.08245,1.44307,0.00975738,0.48,2.05355,0.88,4.40718,0.98,7.25452,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_ad5a7268e5,133,0.740066,1.237,1.1122,-0.230262,0.736842,2.05725,0.93985,4.41216,0.984962,7.25596,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_aed382b25f,36,0.681755,0.900423,0.948906,0.0282563,0.777778,2.05441,0.972222,4.4071,0.972222,7.23626,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_af7a1cd919,14,0.880255,1.25521,1.12036,-0.833903,0.571429,2.04545,0.928571,4.38917,1,7.26507,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b048b54fa9,93,0.354105,0.300735,0.548393,0.13457,0.924731,2.05085,1,4.39819,1,7.22628,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b0b3296ec5,228,0.399942,0.24236,0.492301,-0.0334413,0.973684,2.05274,1,4.39407,1,7.20736,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b155314682,35,1.07406,2.26774,1.5059,0.936632,0.657143,2.05019,0.714286,4.39442,1,7.19604,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b4273fb42a,16,0.394746,0.318179,0.564074,-0.125029,0.9375,2.04619,1,4.39177,1,7.22235,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b62729e38f,53,0.717191,1.25045,1.11824,-0.409236,0.811321,2.04646,0.886792,4.3928,0.981132,7.2295,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b8175dc3a1,14,0.780046,0.890629,0.943732,-0.568571,0.642857,2.04058,1,4.39106,1,7.21385,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b92b9c1ebe,208,0.376102,0.306722,0.553825,0.0660654,0.899038,2.0496,0.990385,4.3897,1,7.21427,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_b9dfc468cd,136,0.784737,1.44592,1.20246,0.373182,0.705882,2.04447,0.919118,4.38465,0.985294,7.18936,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_bdb1564c49,134,0.505823,0.462579,0.680132,-0.137859,0.858209,2.05642,1,4.40393,1,7.23733,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_bef16e560c,48,1.12653,2.35757,1.53544,0.880573,0.5625,2.05238,0.875,4.39983,0.9375,7.23271,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_c07b8473b8,14,0.346662,0.255735,0.505702,-0.058994,0.857143,2.00654,1,4.32518,1,7.07846,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_c649e663f3,4,1.54643,3.14883,1.77449,-0.738718,0.25,2.04981,0.75,4.43815,1,7.4154,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_c8195b4ca7,216,0.415828,0.368263,0.606847,0.139259,0.921296,2.04816,0.99537,4.38665,1,7.18768,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_c929bc0daa,31,0.268324,0.118811,0.344689,-0.0292729,1,2.04759,1,4.40533,1,7.24011,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_ca616a18dd,28,0.35006,0.194234,0.44072,-0.135441,1,2.06013,1,4.40895,1,7.25789,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_ca7dd9b99d,303,0.474969,0.407286,0.63819,0.176198,0.89769,2.05598,0.986799,4.40193,1,7.22192,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_cd72e4a7bb,135,0.471853,0.499468,0.706731,-0.0753527,0.844444,2.05898,0.992593,4.41372,1,7.26524,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_cdc2243314,94,0.383039,0.451689,0.672078,-0.0224906,0.87234,2.04912,0.978723,4.39465,1,7.21743,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_d3c970567f,15,0.806406,1.2929,1.13706,-0.094258,0.666667,2.03887,0.933333,4.40816,1,7.25587,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_d59c40b453,37,0.671524,0.900873,0.949143,-0.192551,0.810811,2.05419,0.945946,4.40201,1,7.21462,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_dc1c90a4de,3,2.36694,7.22978,2.68883,-2.36694,0.333333,2.04355,0.333333,4.37149,0.666667,7.02867,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_dfa96a5118,42,0.458703,0.523466,0.72351,0.282913,0.857143,2.05977,0.97619,4.39462,1,7.19038,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_e287124c22,1096,0.731193,1.4326,1.19691,0.115487,0.758212,2.05021,0.918796,4.39221,0.97719,7.20803,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_e4bbba9576,89,0.340818,0.224148,0.473442,-0.0129425,0.966292,2.04933,1,4.39,1,7.20603,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_e4dd361427,10,2.0804,7.03578,2.6525,1.93205,0.4,2.05273,0.6,4.39176,0.8,7.17674,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_e9799b75f3,56,0.175236,0.0652021,0.255347,0.0187233,1,2.03885,1,4.38072,1,7.20143,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_f5d1922154,36,0.86246,2.29617,1.51531,-0.497997,0.75,2.05961,0.888889,4.40329,0.916667,7.2529,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_f6d85bdb79,5,1.72214,3.00287,1.73288,1.72214,0,2.04437,1,4.40526,1,7.30271,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B3l,none,262147,pub_f926473989,3,0.268267,0.0954898,0.309014,0.268267,1,2.03747,1,4.3827,1,7.16542,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_007f4c9de0,35,0.377539,0.240623,0.490533,-0.220441,0.942857,2.02754,1,4.38805,1,7.0231,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_04794d6d09,642,1.39129,3.20198,1.78941,0.375272,0.453271,2.03034,0.79595,4.38875,0.929907,7.00652,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_07cea54708,12,2.2441,7.20132,2.68353,-2.04535,0.25,2.02874,0.583333,4.37444,0.75,7.15655,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0884e38fbe,155,1.09852,1.59434,1.26267,-0.349787,0.419355,2.02846,0.929032,4.38926,0.993548,6.99771,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0a8da089ad,132,0.770834,0.820904,0.906038,-0.0181886,0.719697,2.0254,1,4.39646,1,6.99594,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0af6736cb1,258,0.920338,1.53762,1.24001,0.0544865,0.627907,2.0285,0.906977,4.38776,0.992248,7.03069,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0c3788daa5,33,0.441619,0.404347,0.635883,-0.173099,0.878788,2.02694,1,4.3863,1,7.01578,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0d412f4721,20,1.43342,3.56191,1.8873,-1.31826,0.5,2.03193,0.8,4.39067,0.85,6.96022,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0ddbd861aa,91,0.449873,0.39517,0.628626,0.282457,0.868132,2.02902,1,4.38966,1,7.00093,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0e366d9257,3,2.26735,5.28054,2.29794,2.26735,0,2.00607,0.666667,4.39442,1,7.19452,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0f30549d71,7,1.31437,2.78113,1.66767,1.26167,0.428571,2.01408,0.714286,4.37509,1,7.16067,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_0fd6ab4e40,29,0.602911,0.527274,0.726136,0.394082,0.862069,2.03032,1,4.38036,1,6.99994,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_10aec04d23,67,0.460255,0.415552,0.644634,-0.0210893,0.880597,2.02984,1,4.38535,1,7.01554,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_13adc25944,4,3.44834,11.9115,3.45131,-3.44834,0,2.02185,0,4.36333,0.5,6.92175,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1605e436d7,154,1.61668,3.45635,1.85913,-1.36706,0.305195,2.03202,0.681818,4.3905,0.993506,6.99571,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1739bfaf95,16,1.23569,2.56758,1.60237,-0.657483,0.625,2.02894,0.75,4.39146,1,7.04639,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1845fd6492,14,2.15168,5.09142,2.25642,-0.695259,0.0714286,2.03809,0.5,4.39485,1,6.99706,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1927dff570,20,1.48479,3.1867,1.78513,0.00563924,0.35,2.02764,0.8,4.37997,0.95,7.01205,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_19783c039b,204,1.1291,2.01818,1.42063,-0.518538,0.529412,2.02869,0.848039,4.38943,0.980392,6.99845,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1b7737c507,261,0.76752,1.23634,1.11191,-0.0992304,0.747126,2.02816,0.91954,4.38729,0.988506,7.02085,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1bd76c48d9,54,1.03038,1.66817,1.29158,-0.501603,0.462963,2.0298,0.981481,4.39438,0.981481,6.98856,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1c1b558856,72,1.72164,4.25681,2.0632,-1.64963,0.375,2.03105,0.625,4.38926,0.902778,6.95567,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1d18e32c4e,101,0.851177,1.36412,1.16796,0.457574,0.742574,2.02515,0.90099,4.3834,0.990099,7.07454,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_1e6fec5c25,22,0.884162,1.28721,1.13455,0.68622,0.727273,2.03006,0.909091,4.38232,1,6.92666,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_22a136e9b9,24,1.49482,5.23976,2.28905,0.684296,0.625,2.03026,0.75,4.39618,0.875,7.00582,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_2319535dff,141,2.32486,6.07344,2.46443,-2.25833,0.106383,2.02604,0.319149,4.393,0.985816,7.03661,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_23f10a0918,269,1.17374,1.84321,1.35765,-0.88387,0.375465,2.02811,0.944238,4.38942,1,7.0091,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_2c76a46f18,71,0.947055,2.40049,1.54935,0.320706,0.71831,2.03076,0.788732,4.38908,0.943662,6.97424,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_2e9f2dbea9,76,0.459741,0.678262,0.823567,0.120363,0.907895,2.02871,0.947368,4.38935,0.986842,6.98521,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_30a5286662,3,1.74062,3.18938,1.78588,-1.74062,0,2.01307,0.666667,4.38643,1,7.08896,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_37086f6378,532,1.26399,2.60457,1.61387,0.719948,0.5,2.03036,0.81203,4.38713,0.969925,7.00783,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_392f966ef2,13,0.611103,0.457046,0.676052,-0.247933,0.923077,2.01909,1,4.38861,1,7.11575,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_3e0f6bb1b5,28,1.35111,2.18188,1.47712,-1.15015,0.321429,2.02904,0.928571,4.39378,1,7.01909,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_3f3b6220e0,56,0.213305,0.10099,0.317789,0.0839294,0.982143,2.03658,1,4.3924,1,6.97757,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_401a06b4b7,14,1.08242,2.37572,1.54134,0.867759,0.642857,2.03179,0.785714,4.392,1,6.92415,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_40c355ae86,24,1.29031,2.89958,1.70282,0.457908,0.541667,2.04012,0.875,4.39132,0.916667,7.00713,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_44555064e1,55,0.631938,0.622934,0.789262,0.0604207,0.8,2.03396,1,4.40226,1,6.88946,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_457a2adba4,28,0.47457,0.439102,0.662648,-0.249764,0.892857,2.02058,1,4.38729,1,7.05359,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_45b8fb22e7,152,0.694067,0.938283,0.96865,0.369807,0.743421,2.02999,0.973684,4.39301,0.993421,6.99666,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_4a1871d85d,114,0.524341,0.518755,0.720247,0.213004,0.912281,2.03178,0.95614,4.38678,1,6.99198,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_4cba27f5f3,206,0.865742,1.60718,1.26775,0.438819,0.665049,2.02683,0.873786,4.38674,0.985437,7.03685,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_4f42448406,81,0.780529,1.02923,1.01451,-0.0159399,0.716049,2.02998,0.962963,4.3931,1,6.99331,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_4fb6e0c041,13,0.267932,0.0890562,0.298423,-0.23118,1,2.04053,1,4.38032,1,6.89669,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_515c63b970,90,2.18972,6.35288,2.52049,-2.18972,0.0444444,2.02908,0.744444,4.38763,0.8,6.99837,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_51c0693f9c,116,1.33469,2.95249,1.71828,1.06823,0.5,2.02748,0.775862,4.39051,0.939655,7.01415,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_51ddfefa0c,96,1.62151,7.54776,2.74732,1.29673,0.458333,2.03003,0.8125,4.39266,0.96875,6.96709,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_5472c4b438,192,1.6769,4.32799,2.08038,-1.48266,0.390625,2.03032,0.6875,4.38859,0.901042,6.96308,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_56338b6e47,192,3.08344,11.6188,3.40864,2.81822,0.0625,2.03099,0.333333,4.3882,0.640625,6.9704,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_57ce0f7961,3,1.99935,6.77292,2.60248,-1.99935,0.333333,2.00687,0.666667,4.35532,0.666667,7.13179,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_58ab6ca575,55,0.426548,0.319045,0.56484,0.277069,0.945455,2.03544,1,4.39399,1,6.95678,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_5a68dc5665,874,1.59308,3.83898,1.95933,0.640956,0.352403,2.02982,0.728833,4.38908,0.933638,6.99792,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_5df1eef2f5,11,0.737285,0.806515,0.898062,-0.676945,0.636364,2.02134,1,4.39527,1,7.11639,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_63013e43b6,48,1.09288,1.7851,1.33608,0.595825,0.541667,2.03158,0.895833,4.39568,1,6.96236,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_650a2d0d03,16,0.491535,0.431611,0.656971,-0.222015,0.8125,2.02497,1,4.39068,1,7.05419,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_65c4c3411e,1,0.60206,0.362476,0.60206,-0.60206,1,2.0172,1,4.34,1,6.95387,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_691fc07992,75,2.19068,6.64746,2.57827,-2.15074,0.253333,2.02933,0.573333,4.38847,0.786667,7.01851,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_6a0ef8528c,164,2.00477,4.67562,2.16232,1.99397,0.109756,2.02696,0.603659,4.38846,0.95122,6.98964,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_6b0ea2ccc9,87,1.63003,4.17825,2.04408,-0.0290071,0.402299,2.03388,0.666667,4.38994,0.931034,6.97011,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_6f71d61137,2,0.261439,0.0844138,0.29054,0.126741,1,2.01599,1,4.39864,1,7.04796,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_723ceb6c2c,11,2.38152,5.94142,2.4375,-2.38152,0,2.02649,0.363636,4.40057,0.909091,6.97853,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_74428aeab2,26,2.13078,4.83073,2.19789,0.285,0,2.03497,0.5,4.38584,1,6.96377,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_792969545c,1,5.19576,26.9959,5.19576,5.19576,0,1.98621,0,4.38597,0,7.48763,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_84113c17ad,16,1.84476,4.33137,2.08119,-1.7728,0.25,2.02527,0.5,4.37602,0.9375,7.03067,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_8415538291,120,1.37311,2.85059,1.68837,-0.287203,0.508333,2.0307,0.783333,4.38965,0.966667,6.97775,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_86cd2c5ec0,36,1.13362,2.74218,1.65595,0.302818,0.527778,2.02608,0.888889,4.38962,0.944444,6.97639,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_886ede1e0e,3,1.80866,3.3935,1.84215,1.80866,0,2.03759,0.666667,4.38324,1,6.97499,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_8a081dc888,47,0.984793,1.5814,1.25754,0.907947,0.574468,2.02858,0.93617,4.39225,1,7.00793,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_8dafaf94bc,63,0.436331,0.229349,0.478904,-0.374317,1,2.02552,1,4.39244,1,7.03081,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_917a4583d4,27,0.465717,0.355347,0.59611,0.320199,0.888889,2.02436,1,4.38732,1,7.06083,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_92fd5bea1e,108,0.96318,1.61394,1.27041,0.249929,0.657407,2.02488,0.888889,4.38745,1,7.00129,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_9428119866,12,0.320327,0.152014,0.389889,0.271561,1,2.04047,1,4.38842,1,6.86523,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_97510df3a0,21,0.806666,1.01374,1.00685,0.67201,0.619048,2.01774,1,4.38728,1,7.12723,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_9a95bb9836,110,0.645875,0.6705,0.81884,0.0257517,0.8,2.02805,0.990909,4.39312,1,7.00068,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_a470dfb784,40,0.49494,0.753715,0.868168,-0.250733,0.85,2.03095,0.925,4.3964,1,6.94641,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_a49146c8fd,51,1.24341,2.41707,1.55469,-1.00468,0.470588,2.02814,0.803922,4.38664,0.960784,7.00767,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_a671b3a07d,140,0.839019,1.47251,1.21347,-0.300986,0.692857,2.02477,0.9,4.39057,0.992857,7.04817,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_a9266a9412,50,1.0455,1.8463,1.35879,0.282111,0.54,2.03314,0.92,4.39612,0.98,6.97987,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4,none,104729,pub_ad5a7268e5,133,1.44474,3.51803,1.87564,-0.139621,0.466165,2.03066,0.759398,4.38938,0.924812,6.99908,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
