arm,half,seed,publication_group,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B4l,none,155921,pub_e4dd361427,10,1.48851,3.60563,1.89885,0.0681532,0.4,2.04737,0.7,4.33365,1,7.14475,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_e9799b75f3,56,0.328181,0.294099,0.542309,-0.193976,0.892857,2.05802,1,4.34974,1,7.14141,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_f5d1922154,36,1.2457,3.6936,1.92187,-0.847472,0.611111,2.02706,0.777778,4.31136,0.861111,7.08578,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_f6d85bdb79,5,1.59925,2.61035,1.61566,1.59925,0,2.03857,1,4.36255,1,7.13095,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_f926473989,3,0.149166,0.0335177,0.183079,0.149166,1,2.05915,1,4.3361,1,7.11187,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_007f4c9de0,35,0.402645,0.25651,0.506468,-0.217807,0.942857,2.02737,1,4.35949,1,7.11427,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_04794d6d09,642,1.34747,3.11832,1.76588,0.522579,0.506231,2.02328,0.774143,4.35202,0.939252,7.098,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_07cea54708,12,2.09941,7.04408,2.65407,-2.09941,0.333333,2.05223,0.583333,4.37623,0.666667,7.13376,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0884e38fbe,155,1.07008,1.54552,1.24319,-0.358188,0.470968,2.02276,0.929032,4.35223,0.993548,7.09825,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0a8da089ad,132,0.967594,1.4807,1.21684,0.336116,0.628788,2.03485,0.916667,4.35961,0.992424,7.10411,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0af6736cb1,258,1.04148,1.89374,1.37613,0.18938,0.581395,2.02514,0.856589,4.35451,0.992248,7.09822,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0c3788daa5,33,0.459696,0.520665,0.721571,-0.214817,0.878788,2.02516,0.969697,4.35144,1,7.0921,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0d412f4721,20,1.19552,2.49507,1.57958,-0.949093,0.6,2.0436,0.8,4.35745,0.95,7.09953,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0ddbd861aa,91,0.419052,0.359567,0.599639,0.313714,0.89011,2.01629,1,4.35466,1,7.09789,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0e366d9257,3,1.40567,2.68971,1.64003,1.40567,0.333333,2.05448,1,4.37701,1,7.13692,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0f30549d71,7,2.25177,6.26851,2.5037,0.270262,0.142857,1.99326,0.428571,4.30361,0.857143,6.98722,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_0fd6ab4e40,29,0.651785,0.564913,0.751607,0.319481,0.862069,2.02384,1,4.3567,1,7.10424,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_10aec04d23,67,0.467696,0.418318,0.646775,-0.0692618,0.850746,2.02536,1,4.3534,1,7.09316,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_13adc25944,4,3.44834,11.9115,3.45131,-3.44834,0,2.03945,0,4.40248,1,7.21764,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1605e436d7,154,1.59993,3.38489,1.83981,-1.35554,0.305195,2.03081,0.707792,4.36204,0.987013,7.11473,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1739bfaf95,16,1.17117,2.59823,1.6119,-0.66107,0.6875,2.02641,0.75,4.33895,1,7.06921,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1845fd6492,14,0.81323,0.94761,0.973453,-0.395893,0.642857,2.01588,1,4.34808,1,7.07386,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1927dff570,20,1.6541,3.88662,1.97145,-0.242661,0.35,2.02442,0.7,4.36734,0.95,7.1177,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_19783c039b,204,1.14071,2.0027,1.41517,-0.52097,0.495098,2.01371,0.848039,4.34101,0.990196,7.08223,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1b7737c507,261,0.745536,1.21131,1.1006,-0.18839,0.758621,2.02691,0.915709,4.35363,0.984674,7.09959,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1bd76c48d9,54,1.01995,1.54591,1.24335,-0.66696,0.462963,2.01406,0.981481,4.34369,1,7.07641,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1c1b558856,72,1.81345,4.65647,2.15789,-1.74831,0.361111,2.02718,0.638889,4.35603,0.875,7.1004,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1d18e32c4e,101,1.09062,1.82489,1.35089,0.378993,0.544554,2.02701,0.871287,4.35724,1,7.11262,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_1e6fec5c25,22,0.893174,1.30019,1.14026,0.68493,0.681818,2.01718,0.909091,4.33746,1,7.07093,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_22a136e9b9,24,1.66047,5.5139,2.34817,0.715754,0.458333,2.01343,0.75,4.34489,0.875,7.07706,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_2319535dff,141,2.33621,6.11116,2.47208,-2.25911,0.106383,2.03199,0.283688,4.36044,0.978723,7.10699,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_23f10a0918,269,1.21381,1.92784,1.38847,-0.857427,0.35316,2.03148,0.921933,4.35581,1,7.09772,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_2c76a46f18,71,0.789465,1.61399,1.27043,0.221325,0.71831,2.02919,0.873239,4.35622,0.985915,7.10466,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_2e9f2dbea9,76,0.541281,0.857124,0.92581,0.0915346,0.828947,2.03076,0.947368,4.35927,0.986842,7.1129,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_30a5286662,3,1.60797,2.8713,1.69449,-1.60797,0,2.01712,0.666667,4.3712,1,7.136,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_37086f6378,532,1.26657,2.62479,1.62012,0.60431,0.488722,2.02428,0.81391,4.35356,0.971805,7.10058,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_392f966ef2,13,0.966794,1.19391,1.09266,0.795418,0.461538,2.02546,1,4.3551,1,7.09487,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_3e0f6bb1b5,28,1.25673,1.92738,1.3883,-1.05577,0.428571,2.05011,0.928571,4.37286,1,7.13423,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_3f3b6220e0,56,0.196526,0.0643725,0.253717,0.073484,1,2.02832,1,4.35403,1,7.10315,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_401a06b4b7,14,1.01789,1.32608,1.15156,0.292177,0.5,2.0179,1,4.3541,1,7.10883,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_40c355ae86,24,1.20693,2.7327,1.65309,0.478024,0.583333,2.0265,0.875,4.35681,0.916667,7.09788,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_44555064e1,55,0.574353,0.51722,0.71918,0.0436425,0.836364,2.03181,1,4.36163,1,7.10339,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_457a2adba4,28,0.515075,0.521599,0.722218,-0.194182,0.892857,2.02036,1,4.35367,1,7.10253,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_45b8fb22e7,152,0.544083,0.637916,0.798697,0.203353,0.822368,2.02558,0.973684,4.35133,1,7.0884,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_4a1871d85d,114,0.54003,0.567485,0.753316,0.224012,0.912281,2.02213,0.947368,4.35373,1,7.09783,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_4cba27f5f3,206,0.917163,1.83344,1.35405,0.436235,0.674757,2.02452,0.839806,4.35484,0.990291,7.09752,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_4f42448406,81,0.844361,1.20464,1.09756,0.180355,0.679012,2.03241,0.938272,4.36281,1,7.11469,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_4fb6e0c041,13,0.365668,0.269166,0.518812,0.104759,0.923077,2.04383,1,4.36651,1,7.12028,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_515c63b970,90,1.67558,3.13388,1.77028,-1.67558,0.0444444,2.01918,0.922222,4.34997,0.988889,7.09519,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_51c0693f9c,116,1.34947,3.03555,1.74228,1.08319,0.5,2.0272,0.775862,4.3581,0.948276,7.10295,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_51ddfefa0c,96,1.60509,7.57727,2.75268,1.30115,0.479167,2.02291,0.791667,4.35253,0.96875,7.09991,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_5472c4b438,192,1.65097,4.26251,2.06458,-1.46807,0.427083,2.02972,0.682292,4.35797,0.901042,7.11019,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_56338b6e47,192,3.00811,11.2425,3.35298,2.75184,0.09375,2.02055,0.3125,4.35086,0.651042,7.09105,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_57ce0f7961,3,2.12322,7.29042,2.70008,-2.12322,0.333333,2.00732,0.333333,4.35161,0.666667,7.13126,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_58ab6ca575,55,0.409395,0.316685,0.562748,0.279743,0.927273,2.03721,1,4.36141,1,7.11761,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_5a68dc5665,874,1.39023,3.07024,1.75221,0.247307,0.439359,2.02514,0.78833,4.35494,0.949657,7.10177,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_5df1eef2f5,11,0.678426,0.629606,0.793477,-0.483901,0.818182,2.00993,1,4.34804,1,7.0877,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_63013e43b6,48,1.1017,1.80294,1.34274,0.59161,0.5625,2.02018,0.895833,4.34975,1,7.1013,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_650a2d0d03,16,0.487758,0.430302,0.655974,-0.0515603,0.8125,2.03562,1,4.35308,1,7.09189,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_65c4c3411e,1,0.60206,0.362476,0.60206,-0.60206,1,1.97976,1,4.36539,1,7.13509,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_691fc07992,75,2.08995,5.82926,2.41439,-1.99353,0.24,2.01224,0.613333,4.34286,0.84,7.08967,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_6a0ef8528c,164,1.97056,4.74938,2.17931,1.97056,0.170732,2.0274,0.591463,4.35695,0.945122,7.10486,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_6b0ea2ccc9,87,1.57934,3.93435,1.98352,-0.0928772,0.402299,2.02499,0.701149,4.35345,0.931034,7.09632,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_6f71d61137,2,0.261439,0.0844138,0.29054,0.126741,1,2.09549,1,4.41119,1,7.21901,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_723ceb6c2c,11,2.37078,5.89537,2.42804,-2.37078,0,2.03031,0.181818,4.35121,1,7.0882,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_74428aeab2,26,1.93701,4.14765,2.03658,0.241281,0.0769231,2.03324,0.615385,4.35637,1,7.10078,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_792969545c,1,4.08486,16.6861,4.08486,4.08486,0,2.01061,0,4.33094,0,6.96575,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_84113c17ad,16,1.70872,3.48785,1.86758,-1.59763,0.25,2.02292,0.625,4.35262,1,7.112,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_8415538291,120,1.38806,2.92931,1.71152,-0.0960747,0.475,2.01842,0.766667,4.34784,0.975,7.08965,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_86cd2c5ec0,36,1.17092,2.85211,1.68882,0.271423,0.527778,2.02073,0.888889,4.34858,0.944444,7.09535,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_886ede1e0e,3,1.80866,3.3935,1.84215,1.80866,0,1.9553,0.666667,4.28838,1,7.01736,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_8a081dc888,47,0.943161,1.47593,1.21488,0.865949,0.638298,2.03317,0.93617,4.34995,1,7.09031,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_8dafaf94bc,63,0.417029,0.214613,0.463264,-0.356399,1,2.0239,1,4.35687,1,7.1114,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_917a4583d4,27,0.515644,0.434577,0.659225,0.301646,0.888889,1.99709,1,4.32749,1,7.05087,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_92fd5bea1e,108,0.856449,1.27107,1.12742,0.308786,0.675926,2.01297,0.925926,4.34417,1,7.08271,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_9428119866,12,0.366001,0.18533,0.4305,0.193806,1,2.02425,1,4.35222,1,7.10445,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,196613,pub_97510df3a0,21,0.769036,0.997416,0.998707,0.623881,0.619048,2.02304,1,4.35018,1,7.10128,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
