arm,family,n_comparisons,n_ligands,shift_median__median,shift_median__p90,shift_median__p95,shift_median__max,shift_p90__median,shift_p90__p90,shift_p90__p95,shift_p90__max,shift_p95__median,shift_p95__p90,shift_p95__p95,shift_p95__max,shift_max__median,shift_max__p90,shift_max__p95,shift_max__max,shape_shift_median__median,shape_shift_median__p90,shape_shift_median__p95,shape_shift_median__max,shape_shift_max__median,shape_shift_max__p90,shape_shift_max__p95,shape_shift_max__max,level_shift__median,level_shift__p90,level_shift__p95,level_shift__max
RECOMPOSED_ALL,PERMUTE,674,130,0.0,2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,4.5102810375396984e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,2.664535259100375e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,3.3306690738754696e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,3.3306690738754696e-16,6.661338147750939e-16,0.0,1.6653345369377348e-16,2.220446049250313e-16,8.881784197001252e-16
RECOMPOSED_ALL,SPARSE,2509,130,0.06935076638158627,0.4937037112575198,0.6860187000949652,1.3397936287783527,0.14371602620094667,0.606993736634169,0.8594617937689968,1.73890375163281,0.154876790426843,0.6301015394792138,0.8794526373804685,1.7889464496374856,0.16350135964199164,0.6516608909635081,0.9145487339211316,1.8389891476421611,0.06984325640045319,0.48990569931586975,0.6898405138655932,1.3397936287783527,0.12011510927070672,0.5561224015280621,0.7856637096522895,1.613838814619572,0.03705339472651792,0.15594092469372314,0.2110991621172653,0.8083233050388248
RECOMPOSED_HYBRID,CONTEXT,674,130,0.0,1.0920084281274028e-16,1.5820678100908607e-16,4.440892098500626e-16,0.0,2.0414225865295092e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,6.661338147750939e-16
RECOMPOSED_HYBRID,DECOY,720,66,0.10768416497316513,0.22195778089109186,0.2776092101812815,0.9569744865428815,0.20538313399915054,0.4199086484894941,0.5011743074862464,1.2972718688033151,0.21554763574441027,0.45927022650239213,0.5364607265830705,1.328828991370176,0.22868919119640002,0.49515442831904627,0.5903269551555669,1.4436986180445974,0.1218259557366757,0.24280130416401952,0.2778073050439924,0.5783208608961544,0.20599129485297937,0.42731389073971915,0.5320723773415288,1.238280509959417,0.030380405421241416,0.08023270813052215,0.11962170949815293,0.9284567135606506
RECOMPOSED_HYBRID,DENSITY,1066,66,0.04118048004105216,0.197093869426473,0.313334858793581,1.4915506099836868,0.1172413767771987,0.45819818344745555,0.6882818189235435,1.609890393534429,0.13021200643660824,0.5238033420147994,0.7532277457125843,1.6857225964322216,0.14034418822019135,0.5602938094616832,0.8484671069573875,1.7615547993300142,0.049946764898543716,0.19908426998360051,0.3128627005633435,0.6972468159764449,0.10841547322694989,0.49944169387655085,0.7165065235484842,1.3993602076292353,0.03117698112209749,0.125211225913925,0.2137098062542685,0.9869887166574872
RECOMPOSED_HYBRID,EXTEND,2160,66,0.063248114999196,0.16745121683212696,0.20385575921033236,1.022928033443024,0.14600277334138012,0.3491310612628213,0.44096841595781583,1.5037496105972163,0.16134669670769108,0.38711628479561727,0.5025484061141046,1.5277844314784028,0.1771714284633095,0.42888619184877524,0.5606633656328203,1.5518192523595893,0.06069788543747281,0.16347409495242385,0.2024001655135364,0.5357793267285453,0.13111547591627692,0.32045209060226526,0.45315582971077656,1.1984606269404823,0.0450641456026017,0.1447810688062677,0.17641246725098972,0.8986951020783389
RECOMPOSED_HYBRID,NESTED,3370,130,0.05757937844801747,0.20960080097702063,0.294030598671933,0.7212793781290912,0.1332488450035597,0.41212239553447505,0.5439631043954989,1.3142671379632922,0.14592287804318663,0.44375961484923926,0.5870458475728316,1.4881624023378033,0.15744568060994396,0.4759652602579579,0.6268041434900582,1.6620576667123155,0.053487258448561364,0.19550321689720385,0.2683140014568772,0.5917503622309721,0.11625304125572286,0.3145898150696885,0.42365776662301047,1.1413306532525889,0.03880903446036582,0.18418820259300972,0.2552041653441365,0.8303761877064225
RECOMPOSED_HYBRID,PERMUTE,674,130,0.0,2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,4.718447854656917e-17,2.220446049250313e-16,3.8524738954493003e-16,8.881784197001252e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,1.6653345369377348e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,3.3306690738754696e-16,8.881784197001252e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,1.3322676295501878e-15
RECOMPOSED_HYBRID,SPARSE,2509,130,0.06869318119350092,0.4284913041784726,0.6273612114378662,1.2617324014097624,0.14191195720368516,0.5546765083445164,0.7821057404181155,1.5714944557355714,0.15570017860333699,0.5792315874964852,0.8050573803683683,1.6167760612239435,0.16824054737955696,0.6079076934308024,0.8284153902289756,1.6620576667123155,0.0730913898005251,0.427234374899457,0.6281403869627363,1.2617324014097624,0.12318002479319794,0.5115698809195861,0.7206889695971465,1.4372405501679877,0.03567118762061333,0.14938396722335628,0.1984303851765337,0.6623151724858822
RECOMPOSED_RANK,CONTEXT,674,130,0.0,1.1102230246251565e-16,1.6653345369377348e-16,4.440892098500626e-16,0.0,2.016442568475447e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.4022450695326897e-16,4.829470157119431e-16,0.0,2.220446049250313e-16,2.9698465908723064e-16,5.551115123125783e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,8.881784197001252e-16
RECOMPOSED_RANK,DECOY,720,66,0.06962281246606714,0.16359861701037307,0.21827006440501873,0.838619989583463,0.14886476867790782,0.3188225871837728,0.4813675506227311,1.3141363549325842,0.16373294844817154,0.38597989812579564,0.5138200480495442,1.4391443990805997,0.1773302753596715,0.44761587005999814,0.5548225046329527,1.7062664455859307,0.07445096707949747,0.17093766002856972,0.21553818240719946,0.5903627615327111,0.15012837651453553,0.36147958465711844,0.5133983503207654,1.4864241846484607,0.030909811636453045,0.0776338483984781,0.12145099301243412,0.8948868527890369
RECOMPOSED_RANK,DENSITY,1066,66,0.047516129146862804,0.2000245411091442,0.30869140764049763,1.353795331911267,0.13802472877638033,0.44620596883253816,0.646691846750443,1.556446774381936,0.15582538886005254,0.526953151112062,0.7312460600571046,1.6339957087885104,0.16917208821602525,0.5774730919516978,0.83978920868588,1.7334231363016717,0.05748266130735613,0.21685911543846664,0.34019107931672077,0.6453423379506,0.13940807941880717,0.5049155734171564,0.724611942491963,1.4653818877157854,0.030257167259577764,0.1267135408367047,0.19195248359963776,0.9134697379395896
RECOMPOSED_RANK,EXTEND,2160,66,0.05693764884252711,0.14989658281863516,0.1823776235115288,0.9723813693246062,0.12635639023636736,0.3044833294059834,0.4245170145548473,1.4038633084036356,0.13365394069721864,0.3406077210583065,0.506125881530132,1.426254032861372,0.1419920229876097,0.3895864602741293,0.5678099250019136,1.4486447573191084,0.0525311422243023,0.13343218946313162,0.1706354884450829,0.47663134478012126,0.09850368713715735,0.29460572850162053,0.46919122644803063,1.1189933537462946,0.04693749572389687,0.13682007086278042,0.16346514215311989,0.8600597902503054
RECOMPOSED_RANK,NESTED,3370,130,0.05631096789046898,0.2115298951927274,0.28461809069873995,0.7447377325739435,0.128682944340158,0.406186354639278,0.5416139366199751,1.3988640608344296,0.14006792116307631,0.4408287259597089,0.5939871650114457,1.5703222848916458,0.1504130084412955,0.46926519917496246,0.631252944191657,1.741780508948863,0.054758810549757245,0.18859135766648047,0.2650535230537515,0.6173888752305304,0.11169507187001249,0.3163049530795546,0.43533888072635746,1.1889162887545863,0.0361549611396656,0.1817249824956136,0.24868212284681476,0.8410342037685066
RECOMPOSED_RANK,PERMUTE,674,130,0.0,2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,4.996003610813206e-17,2.220446049250313e-16,4.2965631052993614e-16,8.881784197001252e-16,5.551115123125783e-17,2.997602166487922e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,3.3306690738754696e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,8.881784197001252e-16,5.551115123125783e-17,2.220446049250313e-16,3.3306690738754696e-16,1.3322676295501878e-15,0.0,2.220446049250313e-16,3.3306690738754696e-16,1.3322676295501878e-15
RECOMPOSED_RANK,SPARSE,2509,130,0.06678897605134426,0.40959141884471806,0.6029438780722075,1.2639489131417738,0.1378947613640195,0.5659572947627943,0.743601673096713,1.6457038035869176,0.1477106600405594,0.5892062565895156,0.7708177239799245,1.6937421562678903,0.1598812642640497,0.613024213233034,0.7904101873822561,1.741780508948863,0.0695003008975926,0.40923635642886275,0.6017674524222444,1.2639489131417738,0.12503807588823457,0.49677936691850794,0.698221900208907,1.5256910634612915,0.035283250247905074,0.1403626846499512,0.19552470721042894,0.660999932773386
SHAPE_RECOMPOSED,CONTEXT,674,130,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.8873791418627673e-16,2.220446049250313e-16,5.329070518200752e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,7.105427357601e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,8.881784197001252e-16
SHAPE_RECOMPOSED,DECOY,720,66,0.10240872807133812,0.26955240017997734,0.35254582441786436,0.8440574233821238,0.24388579313643705,0.5191651718382808,0.6058317583412888,1.030935053659841,0.27008072748099154,0.570437014077287,0.6829624307545474,1.0427992905327101,0.29298633999810997,0.6400487627252324,0.7595743250043522,1.0546635274055796,0.09094723636092866,0.2650283128308089,0.32682480636184813,0.6609068169230631,0.26539411062995655,0.6335485585249853,0.7005326354074101,0.9878805523754912,0.02529945771304192,0.08871445839429458,0.10977937699414181,0.6125943544156515
SHAPE_RECOMPOSED,DENSITY,1066,66,0.01819484899384058,0.11292396398226673,0.20065528635694138,1.136078197761162,0.026984218916351922,0.24094364811427704,0.5540460148526527,1.1969848264851817,0.028053004384032493,0.30846996274438687,0.5738730634060336,1.2184179399440935,0.029025585916055443,0.36785951302348563,0.6388600568027012,1.4375308226981816,0.003362593940328437,0.09162879724828366,0.23190311765060617,0.5762566123244375,0.008244503067545539,0.29239503570937353,0.5541907797884351,1.17515896583248,0.01686843098250665,0.09254041640760798,0.15507990508221725,0.7181609092436797
SHAPE_RECOMPOSED,EXTEND,2160,66,0.06553135010185154,0.21143015008650223,0.2800863950280322,0.8479057973686148,0.16266435662645218,0.43055524365984493,0.5139120293271567,1.2104745152473662,0.1823651307179593,0.49313173620121586,0.5895326227520343,1.2270088164943866,0.20185777844245373,0.5495751629553466,0.6529516918775143,1.2435431177414071,0.06387550828597705,0.2000036056255047,0.25807156010788335,0.7751576247555669,0.16742405859709075,0.46563436469172964,0.5667873041277065,1.124108470538078,0.04506229789765558,0.1386755470304958,0.16450434307653727,0.5805063286047352
SHAPE_RECOMPOSED,NESTED,3370,130,0.044337390038115626,0.1609605546939205,0.22018778831330899,0.5827985921314578,0.10766495148793659,0.3384896209141281,0.45983185333992604,1.2148435813784233,0.12130076865554057,0.37002674662734875,0.5012896761458844,1.2966882133244197,0.13464499725756018,0.4101736318806324,0.5466858966074721,1.3785328452704166,0.039618148414143226,0.15490931777548808,0.21435319995930185,0.5418677903343586,0.10106225556588228,0.29382473754642446,0.3982112521288888,1.01177613996955,0.028939282287751222,0.1405324570147387,0.19338028829617246,0.6650663208662081
SHAPE_RECOMPOSED,PERMUTE,674,130,0.0,2.220446049250313e-16,2.220446049250313e-16,8.881784197001252e-16,3.608224830031758e-17,2.220446049250313e-16,4.035660694512448e-16,8.881784197001252e-16,4.7184478546569133e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,5.551115123125783e-17,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,3.3306690738754696e-16,6.661338147750939e-16,0.0,2.220446049250313e-16,3.3306690738754696e-16,8.881784197001252e-16
SHAPE_RECOMPOSED,SPARSE,2509,130,0.03994317619819427,0.3301796737835952,0.4699468909223349,0.9967580192473076,0.05296545366018801,0.4275972956694972,0.6067598694214068,1.269406669342421,0.0548384560936035,0.4448628397627469,0.6333168354091225,1.3239697573064186,0.0570357786535559,0.45429915331431997,0.6534383498708527,1.3785328452704166,0.009748290799614756,0.33208693450023774,0.4699468909223349,1.0030373051180985,0.017470564697668722,0.389966214290614,0.5492641338807758,1.1455502648280245,0.02806530607537061,0.12197935081796873,0.1655494183484504,0.6862983900408088
