label,candidate,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,saponification_degree,scrub_complexant_M,strip_anion_M,feed_dilution,f_bleed
transfer-unsupported,41,8,30,6,0,7,2.20809572,1.466880839,1.529563645,1.608022292,33.12550662,4.884788012,0.198697613,0,0,0,0,0
transfer-unsupported,42,11,16,7,10,0,4.931686494,0.8342911497,3.454984913,2.154287436,7.044530284,0.03118824764,0.1545119125,0,0,0,0,0
transfer-unsupported,43,23,24,12,18,0,1.324292265,3.125228688,4.563842839,4.746564778,3.083420002,2.920281676,0.04713735301,0,0,0,0,0
transfer-unsupported,44,29,18,4,0,8,1.917739734,4.500227483,3.381761488,1.875959285,19.38354356,0.7774112058,0.280124068,0,0,0,0,0
transfer-unsupported,45,10,26,19,0,9,0.9804041396,3.949332486,1.730211685,3.035434124,19.78663604,0.9258925208,0.02983046599,0,0,0,0,0
transfer-unsupported,46,12,12,17,11,0,0.3745896961,2.326251189,3.499523879,3.957600262,25.87979339,0.2858269696,0.1164393307,0,0,0,0,0
transfer-unsupported,47,24,27,14,0,23,4.234076578,1.509670177,4.234447865,2.523321222,28.90356006,0.4516632272,0.2973905301,0,0,0,0,0
transfer-unsupported,48,23,30,11,16,0,3.52033137,3.588569848,0.5805246388,4.553061156,23.9819066,2.144171908,0.2305817775,0,0,0,0,0
transfer-unsupported,49,21,10,17,3,0,0.4993881155,2.14036572,1.293038703,2.160052815,31.94707196,0.7281290824,0.2544240126,0,0,0,0,0
transfer-unsupported,50,9,25,28,8,0,3.161357277,2.854330958,0.3269614263,4.144610924,47.6634503,3.091622766,0.2178957668,0,0,0,0,0
transfer-unsupported,51,30,26,12,1,0,4.313887386,2.83365411,0.2330782758,4.898523077,49.3358931,2.58594354,0.1460482101,0,0,0,0,0
transfer-unsupported,52,18,13,5,0,9,3.392478548,0.2013015307,4.452451885,3.405529316,17.22430685,4.221387487,0.1242081742,0,0,0,0,0
transfer-unsupported,53,15,28,25,0,9,1.808865683,1.358076501,0.9828932124,0.01281923606,14.70726775,3.486994674,0.1877147446,0,0,0,0,0
transfer-unsupported,54,17,14,10,0,0,2.995638065,3.043270858,3.546546476,3.169110229,41.94162228,3.192071912,0.2831818538,0,0,0,0,0
transfer-unsupported,55,5,15,8,4,0,4.184078045,0.9589625456,3.466866592,4.925560582,4.587534427,2.791245058,0.2646455143,0,0,0,0,0
transfer-unsupported,56,6,30,30,0,5,4.715786329,2.810765642,1.492531192,2.045095101,34.72020778,1.877494374,0.2489022241,0,0,0,0,0
transfer-unsupported,57,30,12,3,22,0,1.100977997,4.556741455,0.4425711811,4.973872124,7.176684811,1.34846883,0.2494186953,0,0,0,0,0
transfer-unsupported,58,5,16,13,4,0,3.309323864,4.799846568,2.774993224,3.176111201,0.6107704802,3.581487201,0.18618183,0,0,0,0,0
transfer-unsupported,59,15,19,3,0,1,2.186728186,1.146118478,2.251578361,4.876401884,18.95312203,3.340211172,0.2409541328,0,0,0,0,0
transfer-unsupported,60,18,18,7,0,2,2.325456303,0.887061228,4.296512154,0.2861753498,32.08595445,3.925311165,0.2770685613,0,0,0,0,0
transfer-unsupported,61,24,1,8,0,10,3.882941806,4.039814793,2.785791973,4.382376234,41.72733018,3.446609499,0.06169007193,0,0,0,0,0
transfer-unsupported,62,15,24,22,4,0,2.030333633,3.924882765,3.894969061,4.859969907,8.794776694,0.5825921011,0.114889796,0,0,0,0,0
transfer-unsupported,63,2,29,6,0,1,3.345397325,4.450690503,3.617526005,1.081103989,30.15295875,2.015080452,0.1424019116,0,0,0,0,0
transfer-unsupported,64,4,25,30,3,0,2.527967506,3.981849124,1.749171685,1.966798122,17.99381325,1.36514025,0.2068668502,0,0,0,0,0
transfer-unsupported,65,11,23,1,0,2,2.541579294,4.786624578,1.83970521,1.538593666,15.92248998,3.717723283,0.08182258671,0,0,0,0,0
transfer-unsupported,66,21,27,26,0,15,2.781059359,2.045404592,3.030705509,2.852757984,17.33982686,0.848052566,0.01603516484,0,0,0,0,0
transfer-unsupported,67,27,18,26,0,8,2.105131513,2.212285628,3.715383056,1.330443963,47.82250309,0.8694427405,0.2932133137,0,0,0,0,0
transfer-unsupported,68,18,14,4,0,17,0.5868997349,4.291559506,1.902028524,0.09173423611,4.019099809,4.005284226,0.05786335353,0,0,0,0,0
transfer-unsupported,69,26,21,25,0,17,2.774250219,0.4235629578,3.63204192,0.06427158863,31.17291236,3.883326754,0.2891799218,0,0,0,0,0
transfer-unsupported,70,26,20,2,14,0,0.8148953218,1.206792565,3.405034197,4.757136212,36.95930703,3.97702279,0.2122455281,0,0,0,0,0
transfer-unsupported,71,1,27,1,0,0,4.066873521,4.435411371,2.066396007,2.361624766,3.23963884,2.839141143,0.1033130655,0,0,0,0,0
transfer-unsupported,72,16,28,18,11,0,0.7949395375,4.881469207,2.889010202,3.259809374,21.12738262,2.484136761,0.04193664979,0,0,0,0,0
transfer-unsupported,73,15,12,21,0,14,4.818512717,4.91678745,1.002500862,0.7649637993,41.13863283,0.3041579197,0.07383705436,0,0,0,0,0
transfer-unsupported,74,17,5,20,0,7,4.335838712,4.121100737,0.3862987745,1.101851647,0.4230846625,1.171945357,0.2555519986,0,0,0,0,0
transfer-unsupported,75,13,9,28,0,8,0.3766702745,1.256538355,3.35118499,0.2463797301,45.66520776,3.477480896,0.01197009528,0,0,0,0,0
transfer-unsupported,76,28,7,30,2,0,2.850056112,0.6309365743,4.012647948,4.722658282,1.917117411,4.742855906,0.05007733691,0,0,0,0,0
transfer-unsupported,77,9,16,22,8,0,3.379953431,4.939429167,4.8009157,3.87404913,49.31037094,0.981776353,0.1832300617,0,0,0,0,0
transfer-unsupported,78,17,8,24,0,16,1.130441216,0.2311754426,1.879178119,0.7280280409,12.17482655,1.070023428,0.2580635992,0,0,0,0,0
transfer-unsupported,79,14,13,12,12,0,3.829918322,2.890534133,2.131480242,2.280842371,3.408440774,2.819249709,0.02140363344,0,0,0,0,0
transfer-unsupported,80,22,18,16,0,2,3.735965498,2.612567818,2.383463404,1.118562158,18.31300989,3.607082406,0.2195649748,0,0,0,0,0
transfer-unsupported,81,23,9,5,10,0,3.582526755,0.2353928926,4.82868533,4.942349756,12.38823006,1.903610459,0.09586636888,0,0,0,0,0
transfer-unsupported,82,17,20,26,16,0,1.205636553,0.5167958771,0.6162831002,3.742550104,2.292508115,1.276583038,0.06910991843,0,0,0,0,0
transfer-unsupported,83,18,12,25,0,5,2.757476427,3.500471688,4.849372095,1.192093572,43.28985635,4.682271833,0.06008143299,0,0,0,0,0
transfer-unsupported,84,16,4,30,15,0,4.270138409,4.98238004,0.9957493466,3.546493136,12.72870928,4.799537417,0.09637588093,0,0,0,0,0
transfer-unsupported,85,30,27,5,3,0,0.4617887275,0.9096489108,0.3311230093,1.732412629,37.21347487,3.402036159,0.09790225076,0,0,0,0,0
transfer-unsupported,86,20,9,1,0,3,2.332785505,1.87563815,2.087911009,4.574107851,4.942982341,2.821738727,0.03732067649,0,0,0,0,0
transfer-unsupported,87,20,11,3,0,14,3.007215337,4.414924431,3.326196483,0.7968199557,40.18854816,1.623093721,0.1763819127,0,0,0,0,0
transfer-unsupported,88,3,21,19,0,2,3.472323442,2.167488506,1.773817955,3.039271847,29.83186404,2.350990949,0.1797666721,0,0,0,0,0
transfer-unsupported,89,4,5,4,3,0,4.728827684,4.219437705,4.680666227,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,90,26,6,30,2,0,0.6529475227,4.190971801,4.905794348,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,91,20,27,24,6,0,1.557007486,2.861243723,1.107635281,4.34952245,33.97822218,2.365728908,0.209732325,0,0,0,0,0
transfer-unsupported,92,7,27,11,0,6,3.258876028,3.816607976,0.7475541365,1.221453131,49.76885192,1.12008469,0.2997327488,0,0,0,0,0
transfer-unsupported,93,12,13,23,2,0,1.069140792,1.317846896,3.945938321,3.332741921,9.118373053,1.077134203,0.1236583153,0,0,0,0,0
transfer-unsupported,94,17,5,9,3,0,1.422920315,0.5699302071,1.944009784,3.792248617,32.97801683,1.435238848,0.128821637,0,0,0,0,0
transfer-unsupported,95,16,4,11,0,12,1.901053282,4.309980274,1.504487248,2.977050185,10.30570415,4.110307628,0.243266501,0,0,0,0,0
transfer-unsupported,96,11,22,2,2,0,4.215846918,4.472307179,4.199961847,3.662064623,0.3250166351,1.825996251,0.1709121782,0,0,0,0,0
transfer-unsupported,97,22,23,2,0,0,4.018106174,3.707529712,1.054504024,1.814916595,33.37581195,1.53584318,0.14054607,0,0,0,0,0
transfer-unsupported,98,29,4,18,22,0,1.452067367,2.218149955,2.598020188,0.1086845373,7.80557032,2.030121208,0.03257233368,0,0,0,0,0
transfer-unsupported,99,3,4,22,0,2,4.076399708,1.057182116,2.352357517,2.621591829,37.00272433,3.308020704,0.07551548833,0,0,0,0,0
transfer-unsupported,100,4,15,7,0,3,4.830099504,1.077972832,4.884079566,4.07903688,38.06182205,2.753096166,0.2201670909,0,0,0,0,0
transfer-unsupported,101,13,6,6,7,0,1.227477433,3.690290574,0.4813132004,0.6483761224,42.59819414,4.051146982,0.2024778315,0,0,0,0,0
transfer-unsupported,102,5,9,10,0,4,2.244234584,2.667898562,2.725693476,3.446661378,16.02531555,3.831964093,0.2360335158,0,0,0,0,0
transfer-unsupported,103,6,2,21,3,0,1.051442066,4.115992817,3.173193442,1.508199397,37.659941,3.23563911,0.07121289785,0,0,0,0,0
transfer-unsupported,104,15,28,18,0,11,3.548489226,2.028068459,1.435881049,2.030077396,43.87203535,0.7082894204,0.1301281283,0,0,0,0,0
transfer-unsupported,105,19,5,17,1,0,0.60528923,1.130995415,0.8523024684,0.9454217727,13.76274655,0.4979603656,0.2884010101,0,0,0,0,0
transfer-unsupported,106,25,15,23,0,1,1.009516047,3.000270613,1.926803897,4.292114992,19.11096249,1.49987708,0.04038600948,0,0,0,0,0
transfer-unsupported,107,10,23,10,0,9,4.036533115,4.696421848,2.62297255,4.82278129,2.676292514,1.691843607,0.1064150775,0,0,0,0,0
transfer-unsupported,108,29,22,21,8,0,0.756398829,2.528581866,3.353107137,2.695593459,37.43740919,1.940397208,0.02498888066,0,0,0,0,0
transfer-unsupported,109,1,21,7,0,0,4.911822998,0.8649659853,0.8192445505,2.644786608,42.85774196,2.96745916,0.2215134263,0,0,0,0,0
transfer-unsupported,110,5,3,30,0,4,3.972274769,4.75201709,4.032893381,4.067455999,44.26138554,2.041598418,0.1008644875,0,0,0,0,0
transfer-unsupported,111,6,14,8,0,5,4.136250674,4.6119966,2.849267652,2.397143918,9.884410872,1.175210632,0.0881134199,0,0,0,0,0
transfer-unsupported,112,11,27,17,8,0,0.6932972245,0.8507421636,1.171451116,3.553960081,33.79286267,2.06610343,0.29595721,0,0,0,0,0
transfer-unsupported,113,22,10,18,0,0,4.673242656,2.566817808,4.745278625,3.939274445,43.42858389,4.438420131,0.01093582338,0,0,0,0,0
transfer-unsupported,114,14,4,18,13,0,0.7019922486,1.209383206,2.500689161,1.928229559,43.70031603,0.5124015674,0.06604851869,0,0,0,0,0
transfer-unsupported,115,20,17,22,17,0,2.634084985,3.837020847,0.2145966582,3.769957233,10.55978509,0.2363755258,0.2501187027,0,0,0,0,0
transfer-unsupported,116,5,24,27,0,0,2.440132412,4.596827472,2.197900034,4.686878784,7.855589477,4.998244402,0.108386304,0,0,0,0,0
transfer-unsupported,117,13,12,2,7,0,3.065532894,0.3765778691,4.149279266,1.245313773,16.69754764,4.523603135,0.1842288745,0,0,0,0,0
transfer-unsupported,118,25,28,16,0,10,3.190745334,1.746097544,3.788780861,3.134577943,21.47668392,4.577624677,0.2049230379,0,0,0,0,0
transfer-unsupported,119,15,21,30,0,9,1.740323733,2.098930174,3.422840191,0.34388093,46.48862332,1.233107325,0.2163994745,0,0,0,0,0
transfer-unsupported,120,1,12,15,0,0,1.587583195,4.371677052,2.100135299,4.90834387,27.38344872,0.04480330232,0.1416426086,0,0,0,0,0
transfer-unsupported,121,2,28,17,1,0,4.881839323,1.687186453,4.044698689,2.888305796,6.415566294,4.849423855,0.07731649595,0,0,0,0,0
transfer-unsupported,122,16,29,22,7,0,3.791928276,3.762478487,3.045070112,1.419043996,14.88973214,1.772768056,0.01826170456,0,0,0,0,0
transfer-unsupported,123,4,6,5,3,0,0.6241677775,1.026247353,3.601032686,2.431494811,14.21443072,4.238695207,0.13034116,0,0,0,0,0
transfer-unsupported,124,10,22,15,0,7,0.7211875055,3.208556934,0.7036370023,2.604339464,36.3925794,4.302945136,0.1227046937,0,0,0,0,0
transfer-unsupported,125,15,19,9,0,14,1.592848595,0.6100754956,3.281852172,1.837111211,26.81873121,0.7621384906,0.1174576001,0,0,0,0,0
transfer-unsupported,126,8,13,27,0,7,3.540309606,0.6526479971,4.625196674,0.3158187047,8.974460545,3.241359622,0.225570424,0,0,0,0,0
transfer-unsupported,127,21,14,22,16,0,4.476369602,2.007250743,3.821770769,0.1770060314,20.45212155,0.155609105,0.1782351819,0,0,0,0,0
transfer-unsupported,128,8,28,26,0,5,4.637194496,2.68801782,4.605980414,0.4623412918,26.43386052,4.828987899,0.2767207966,0,0,0,0,0
transfer-unsupported,129,10,25,10,3,0,3.092435266,2.921853216,2.039964632,3.584143984,30.98275307,4.69671263,0.004747460046,0,0,0,0,0
transfer-unsupported,130,20,13,26,13,0,3.449653277,2.49541178,1.469778049,3.999985889,9.718316122,0.3153286469,0.1278405737,0,0,0,0,0
transfer-unsupported,131,9,9,14,8,0,1.612415486,2.542041119,4.056016948,2.741161852,9.633634718,4.665096214,0.1482034452,0,0,0,0,0
transfer-unsupported,132,19,5,8,0,13,0.3987825848,3.286267509,0.3705681655,0.7876347859,25.71601404,1.263196508,0.2521747964,0,0,0,0,0
transfer-unsupported,133,3,18,3,2,0,4.388046573,2.573507419,4.790273942,1.752236726,31.54753675,1.137435645,0.05138273155,0,0,0,0,0
transfer-unsupported,134,29,19,24,12,0,1.299377528,2.017562441,1.703467192,2.077221178,18.73812403,2.385217759,0.03342870774,0,0,0,0,0
transfer-unsupported,135,12,26,17,11,0,4.252284384,3.227473148,3.223421584,2.880479542,30.2580811,2.172055278,0.02734916627,0,0,0,0,0
transfer-unsupported,136,24,2,13,0,10,2.31098847,0.2976699811,0.348967704,3.453772893,15.22357267,2.854026112,0.2732268085,0,0,0,0,0
transfer-unsupported,137,14,23,16,13,0,4.51859827,0.5200824606,4.668267069,4.021320105,5.355598206,3.206682493,0.2314175775,0,0,0,0,0
transfer-unsupported,138,13,1,20,0,11,1.821188873,3.594581972,0.6497894539,4.363835343,3.679961897,3.644734235,0.1444566703,0,0,0,0,0
transfer-unsupported,139,3,23,11,0,0,2.427895779,1.921665636,1.461196379,1.285631239,38.70461584,4.217816271,0.1217914543,0,0,0,0,0
transfer-unsupported,140,16,29,28,0,15,0.8907029604,1.618014501,2.55419315,3.501305887,36.6388696,2.005365728,0.1661597025,0,0,0,0,0
transfer-unsupported,141,4,6,6,1,0,3.717989871,3.201376798,3.302936142,2.732993006,16.19803885,4.6136658,0.1105154473,0,0,0,0,0
transfer-unsupported,142,26,26,22,6,0,1.381642612,2.909870974,4.808074995,4.122472385,8.543465895,0.09846226119,0.1471530318,0,0,0,0,0
transfer-unsupported,143,4,10,3,3,0,2.350295368,3.788607514,1.283986458,0.2045997613,22.25683355,1.543495552,0.2335051906,0,0,0,0,0
transfer-unsupported,144,1,7,11,0,0,4.089458591,2.19361762,4.903480792,4.700795207,22.35955939,2.081218044,0.139406021,0,0,0,0,0
transfer-unsupported,145,28,11,4,0,27,4.686269281,2.518940307,2.638438303,0.3269798445,35.18236104,2.60680331,0.1640902564,0,0,0,0,0
transfer-unsupported,146,15,20,13,1,0,0.8733996493,4.055698657,0.8799830873,3.80739882,40.63274079,0.9233492146,0.2394581311,0,0,0,0,0
transfer-unsupported,147,13,10,8,8,0,1.880138307,4.205105074,4.967760257,0.8921394911,42.35535767,1.092113917,0.1723159744,0,0,0,0,0
transfer-unsupported,148,19,11,26,0,18,3.917233927,0.790017557,3.264066843,1.071266485,29.24949022,0.6846059642,0.2459849125,0,0,0,0,0
transfer-unsupported,149,23,8,2,1,0,3.293029152,3.608313684,4.364384284,2.956657312,26.883759,3.127846049,0.2877647544,0,0,0,0,0
transfer-unsupported,150,14,10,5,0,3,3.485108022,0.4016567166,0.7432272959,1.311115191,17.55580332,3.074013806,0.2565629283,0,0,0,0,0
transfer-unsupported,151,28,27,8,15,0,1.785903601,4.581009713,1.757813793,2.269749078,34.20998171,1.149100751,0.2969083431,0,0,0,0,0
transfer-unsupported,152,12,16,12,0,3,4.705217066,1.44081931,1.812394128,4.215543008,12.05809196,1.377412569,0.2073804001,0,0,0,0,0
transfer-unsupported,153,7,29,3,0,5,3.569058288,2.952578635,1.686181589,2.676915453,5.517099493,3.940304483,0.2792174103,0,0,0,0,0
transfer-unsupported,154,1,8,29,0,0,2.601796335,2.422671534,2.909128705,3.377068599,39.1375322,0.02278667914,0.1577901948,0,0,0,0,0
transfer-unsupported,155,18,26,17,8,0,1.364425873,1.287263606,2.699283436,1.259864712,29.62990165,3.268062603,0.1205131493,0,0,0,0,0
transfer-unsupported,156,10,27,7,0,7,3.026990017,3.140443883,2.371537577,4.414435541,13.17566653,0.9923076577,0.05506262504,0,0,0,0,0
transfer-unsupported,157,26,21,29,0,25,3.437828297,1.417981724,3.728818823,1.051659745,34.83780558,2.669844047,0.04602349939,0,0,0,0,0
transfer-unsupported,158,27,19,13,0,6,1.935314577,2.291442775,1.243817819,4.113997887,24.73246848,4.626566014,0.1756081868,0,0,0,0,0
transfer-unsupported,159,22,16,4,0,2,1.243000011,1.584631273,2.692987275,3.249953305,21.7620707,0.2215151123,0.02085080004,0,0,0,0,0
transfer-unsupported,160,25,7,5,13,0,1.505989139,2.424706143,3.542192326,1.911760551,13.87247976,2.391288942,0.07100476595,0,0,0,0,0
transfer-unsupported,161,24,25,15,2,0,4.409192921,4.626696771,4.941595493,4.680305496,41.56481711,4.193888918,0.0004252262791,0,0,0,0,0
transfer-unsupported,162,13,3,10,5,0,2.130745587,4.527571195,2.759848781,0.2724132387,24.31978369,2.218232994,0.181692154,0,0,0,0,0
transfer-unsupported,163,20,8,18,0,19,4.450498337,4.27115082,0.5863794098,2.119649683,15.06888185,1.84313314,0.04776850032,0,0,0,0,0
transfer-unsupported,164,27,21,18,1,0,2.38345068,3.640509837,1.380186458,1.43345064,17.68358496,2.927551164,0.0663229553,0,0,0,0,0
transfer-unsupported,165,14,25,13,0,8,3.148615997,2.886319985,4.924372812,4.810436233,31.76361681,2.52472237,0.1618571428,0,0,0,0,0
transfer-unsupported,166,13,23,27,0,3,4.281885367,2.120247705,4.639001955,4.797403704,28.39535517,4.500314887,0.09858614935,0,0,0,0,0
transfer-unsupported,167,1,30,23,0,0,3.664860767,4.808418927,3.923398227,0.7556486175,10.71367784,1.456128563,0.2917118275,0,0,0,0,0
transfer-unsupported,168,8,24,24,0,7,4.890361216,1.650839248,2.678974958,1.998360828,47.37936324,4.96347628,0.1120300585,0,0,0,0,0
transfer-unsupported,169,20,9,16,0,10,1.837650074,1.37149842,4.285814884,3.317925898,6.590038626,0.9519896676,0.2277256294,0,0,0,0,0
transfer-unsupported,170,26,7,24,6,0,3.058513983,0.9410798752,4.127029948,0.4766384653,23.24838322,4.586300887,0.1625656287,0,0,0,0,0
transfer-unsupported,171,24,30,24,0,15,2.464054093,0.6901544011,2.112969472,2.482278705,24.44876372,2.642364493,0.1141308429,0,0,0,0,0
transfer-unsupported,172,12,7,7,0,11,0.25133864,0.4648509475,3.591076774,0.02688619221,27.22161336,4.14602437,0.232623272,0,0,0,0,0
transfer-unsupported,173,28,22,14,0,3,4.424087052,1.081517556,4.514115474,0.5932785534,12.91660977,4.915156512,0.05106594111,0,0,0,0,0
transfer-unsupported,174,29,2,15,0,3,4.368038652,2.751012799,3.203723242,4.395972678,2.888087994,2.247005236,0.08557314074,0,0,0,0,0
transfer-unsupported,175,26,14,20,7,0,3.843132444,3.905476433,0.5367665223,3.935206003,44.5383608,3.557471058,0.2448532985,0,0,0,0,0
transfer-unsupported,176,18,12,9,0,3,2.216312853,1.592601737,1.212045325,1.627937636,35.687507,3.738949068,0.2683923219,0,0,0,0,0
transfer-unsupported,177,29,2,27,14,0,3.626269901,4.65990038,0.6112705784,1.756434804,0.9600669115,3.460411912,0.04834879772,0,0,0,0,0
transfer-unsupported,178,14,17,28,0,5,3.609295858,3.463744073,2.209502344,0.8087421981,19.54106216,2.700616059,0.2149743111,0,0,0,0,0
transfer-unsupported,179,24,8,23,15,0,2.808930831,3.540572216,1.34997563,1.125239278,26.21831948,1.253738588,0.1362781212,0,0,0,0,0
transfer-unsupported,180,15,4,15,13,0,1.447394204,0.3659882136,0.4622211142,3.07167659,24.08652939,1.973080935,0.01377544497,0,0,0,0,0
transfer-unsupported,181,30,19,30,1,0,0.7656551401,3.333914099,0.2972027661,4.249577639,23.05059621,0.179223215,0.07457153487,0,0,0,0,0
transfer-unsupported,182,12,19,16,0,11,2.552603581,1.570728203,3.443430026,0.1549916997,44.02410531,3.43336298,0.1341513244,0,0,0,0,0
