label,candidate,n_draws,n_converged,n_failed,purity_p5,purity_p50,purity_p95,recovery_p5,recovery_p50,recovery_p95,p_converged,p_constraints,p_feasible,p_phase_unknown,p_third_phase_risk,p_purity_ge_0.95,p_purity_ge_0.97,p_purity_ge_0.99,p_recovery_ge_0.80,p_recovery_ge_0.85,p_recovery_ge_0.90,p_both_0.95_0.80,p_both_feasible_0.95_0.80,p_both_0.95_0.85,p_both_feasible_0.95_0.85,p_both_0.95_0.90,p_both_feasible_0.95_0.90,p_both_0.97_0.80,p_both_feasible_0.97_0.80,p_both_0.97_0.85,p_both_feasible_0.97_0.85,p_both_0.97_0.90,p_both_feasible_0.97_0.90,p_both_0.99_0.80,p_both_feasible_0.99_0.80,p_both_0.99_0.85,p_both_feasible_0.99_0.85,p_both_0.99_0.90,p_both_feasible_0.99_0.90,consumption_index_median,throughput_median,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,statuses_used
transfer-unsupported,183,64,60,4,1,1,1,1.47702e-45,2.7987e-36,3.73285e-30,0.9375,0.265625,0.265625,0,0,0.9375,0.9375,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182346,0.000121991,73,25,26,22,2.06388,0.92548,4.48403,1,0,4.65041,13.5969,4.00097,0.00210176,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,184,64,64,0,0.588231,0.999961,1,7.99732e-07,0.00133398,0.00971527,1,0.046875,0.046875,0,0.796875,0.75,0.734375,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597.69,0.00587998,17,7,1,9,4.31081,3.11148,2.46217,5,0,4.84727,24.5927,0.0737783,0.0389396,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,185,64,64,0,0.922367,0.999291,1,3.1438e-05,0.00269126,0.00795302,1,0,0,0,1,0.890625,0.875,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6826.48,0.00301324,40,8,3,29,0.526311,3.09546,3.64971,0,7,1.48555,32.8143,4.37603,0.294855,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,186,64,64,0,0.799501,0.942123,1,1.33249e-09,0.0971226,0.12631,1,0,0,0,1,0.484375,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804.64,0.00278926,41,9,11,21,1.72307,1.54719,1.82898,6,0,2.91346,21.1823,4.86268,0.203534,INTERPOLATION
transfer-unsupported,187,64,64,0,0.965267,0.999999,1,7.10035e-11,1.81327e-07,9.71969e-06,1,0.125,0.125,0,0,0.953125,0.90625,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61813.1,0.000213292,41,28,1,12,0.643459,0.632665,3.98199,3,0,0.137253,38.4377,3.28738,0.0239317,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,188,64,48,16,0.860958,1,1,1.06279e-16,0.137007,0.211876,0.75,0,0,0,1,0.484375,0.46875,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503.55,0.00950832,42,17,16,9,3.2753,2.72643,3.15309,13,0,3.62403,43.126,4.41587,0.242056,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,189,64,64,0,0.762814,0.92816,0.999995,0.00226961,0.0869079,0.106747,1,0,0,0,1,0.453125,0.4375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542.22,0.00225548,18,4,3,11,1.77131,1.89002,2.05196,0,3,2.76068,14.4133,4.64825,0.159226,INTERPOLATION
transfer-unsupported,190,64,63,1,0.846622,0.967741,1,3.41717e-08,0.246831,0.301492,0.984375,0,0,0,1,0.515625,0.46875,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.21,0.01092,26,20,2,4,3.42775,2.37256,3.48014,17,0,2.23411,45.7496,3.16547,0.278154,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,191,64,64,0,0.999672,1,1,3.21706e-33,9.40689e-25,2.28127e-20,1,0.046875,0.046875,0,0,1,1,0.984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32927.4,0.000358224,57,14,23,20,1.26537,1.7631,0.891998,0,1,4.17311,15.6101,4.97501,0.012854,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,192,64,62,2,0.762211,0.999981,1,3.74675e-06,0.0178914,0.176948,0.96875,0,0,0,1,0.703125,0.671875,0.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.393,0.0182082,31,14,11,6,2.79279,3.39067,3.81487,0,4,1.89456,46.0076,0.623303,0.223912,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,193,64,64,0,0.168556,0.894637,1,0.000420496,0.0467073,0.0600427,1,0,0,0,1,0.40625,0.390625,0.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19251.5,0.000615978,42,11,6,25,4.60114,3.80025,2.29983,0,3,0.985301,0.827133,3.52785,0.28518,INTERPOLATION
transfer-unsupported,194,64,64,0,0.178377,0.891819,1,1.96115e-17,0.0445964,0.0605254,1,0.015625,0.015625,0,0.984375,0.421875,0.40625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10242.6,0.00070119,66,17,20,29,0.77932,1.09788,2.82369,14,0,2.44196,1.36969,1.59402,0.100099,INTERPOLATION
transfer-unsupported,195,64,64,0,0.911424,1,1,3.25148e-20,5.15818e-11,1.94059e-08,1,0,0,0,1,0.890625,0.890625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132.21,0.00685307,42,16,19,7,0.918223,4.51911,1.32184,0,11,4.50996,37.87,0.820115,0.270082,INTERPOLATION
transfer-unsupported,196,64,63,1,0.955053,1,1,1.34569e-24,8.24203e-12,1.50404e-07,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.890625,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053.37,0.00273716,59,12,24,23,2.48891,3.62685,1.40293,3,0,1.36004,30.5265,2.44125,0.101688,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,197,64,64,0,0.893063,0.986376,0.99994,0.00121508,0.0113255,0.0137702,1,0,0,0,1,0.796875,0.6875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8179.5,0.00182024,39,10,1,28,0.311529,4.16954,1.3877,0,1,2.25295,38.5692,3.95955,0.265464,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,198,64,61,3,0.713544,0.904629,1,0.000304617,0.534111,0.815692,0.953125,0.015625,0.015625,0,0.984375,0.40625,0.390625,0.359375,0.0625,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,453.287,0.015033,24,5,17,2,2.69587,2.3308,4.59605,4,0,2.66623,21.9795,0.130506,0.218378,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,199,64,64,0,0.883826,0.992411,1,0.000209674,0.01629,0.0223256,1,0.015625,0.015625,0,0.984375,0.734375,0.6875,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040.08,0.0019077,35,4,3,28,1.75535,1.8127,0.677115,0,3,2.29876,29.1598,2.41106,0.0888582,INTERPOLATION
transfer-unsupported,200,64,62,2,0.907105,1,1,1.80034e-24,1.43217e-10,1.11282e-07,0.96875,0,0,0,1,0.859375,0.84375,0.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574.49,0.0059474,44,1,29,14,2.04404,4.32523,4.25134,0,0,4.5493,27.5479,1.7711,0.127105,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,201,64,64,0,1,1,1,9.53692e-40,2.54848e-32,9.10334e-28,1,0.046875,0.046875,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111861,4.3175e-05,39,3,17,19,0.516918,1.17417,1.23949,0,2,3.53195,11.4341,0.5503,0.00331826,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,202,64,64,0,0.996653,1,1,9.48904e-32,4.49856e-26,1.09446e-23,1,0,0,0,1,1,1,0.984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13858.9,0.00154275,44,24,16,4,0.440461,3.35612,2.56922,7,0,3.21151,44.832,4.12676,0.133847,INTERPOLATION
transfer-unsupported,203,64,45,19,0.879497,1,1,6.76777e-47,3.91268e-17,0.000892601,0.703125,0.015625,0.015625,0,0.984375,0.5625,0.53125,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65887.5,4.40631e-05,56,27,23,6,1.70831,2.80284,0.258909,21,0,0.688344,10.0084,3.76152,0.137226,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,204,64,59,5,0.965543,1,1,2.41672e-39,6.75065e-22,5.27332e-17,0.921875,0,0,0,1,0.90625,0.859375,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3989.77,0.00454456,80,28,24,28,1.3122,4.39665,2.17855,14,0,2.61558,35.9566,3.04419,0.171199,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,205,64,64,0,0.377246,0.863238,1,1.9319e-05,0.0142942,0.0191891,1,0.015625,0.015625,0,0.984375,0.390625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18417.3,0.000201274,35,11,2,22,1.41327,1.48306,0.424461,10,0,1.65583,1.62421,2.94704,0.211244,INTERPOLATION
transfer-unsupported,206,64,56,8,0.934172,1,1,2.37619e-42,4.88393e-19,7.55468e-13,0.875,0.015625,0.015625,0,0.984375,0.796875,0.78125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6527.25,0.00464152,67,30,27,10,1.51332,3.57048,4.34239,18,0,2.93075,31.034,4.56709,0.155825,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,207,64,64,0,0.832601,0.997603,1,2.8768e-08,0.0101627,0.0476234,1,0.046875,0.046875,0,0.953125,0.671875,0.625,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10323.2,0.00135436,26,13,1,12,2.70629,4.69341,1.78848,8,0,1.98694,5.04657,2.60315,0.0676931,INTERPOLATION
transfer-unsupported,208,64,61,3,0.698498,0.877514,1,1.13933e-07,0.134819,0.17022,0.953125,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11687.9,0.00267594,66,16,29,21,2.71687,3.05913,4.99326,15,0,3.01109,5.67709,4.41894,0.192278,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,209,64,63,1,0.968663,1,1,5.33565e-42,1.49125e-30,7.77618e-26,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.921875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17627,0.00103657,55,6,30,19,0.209516,3.77712,1.71497,2,0,4.50073,13.0947,0.741572,0.153242,INTERPOLATION
transfer-unsupported,210,64,64,0,0.431379,0.971622,1,3.13314e-12,0.0521236,0.100828,1,0.015625,0.015625,0,0.984375,0.578125,0.515625,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922.21,0.00138363,36,7,14,15,4.13027,1.11701,2.40331,1,0,0.588321,9.20245,0.833205,0.0893183,INTERPOLATION
transfer-unsupported,211,64,64,0,0.749159,0.868006,1,0.00557735,0.306545,0.420605,1,0,0,0,1,0.375,0.3125,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.232,0.00657186,43,5,15,23,3.99385,0.553224,2.01364,4,0,1.35376,49.1624,1.5087,0.151057,INTERPOLATION
transfer-unsupported,212,64,63,1,0.0458768,0.951192,1,7.21125e-18,0.102734,0.271153,0.984375,0.015625,0.015625,0,0.984375,0.5,0.453125,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956.96,0.00154346,56,22,7,27,2.14928,1.17819,3.94128,16,0,0.360788,2.53819,0.658522,0.262055,INTERPOLATION
transfer-unsupported,213,64,64,0,0.820375,0.902668,1,0.000198457,0.16055,0.200454,1,0,0,0,1,0.453125,0.453125,0.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467.82,0.00426396,30,17,2,11,2.9751,2.45733,0.721934,5,0,4.98385,25.343,3.51783,0.2223,INTERPOLATION
transfer-unsupported,214,64,62,2,0.650794,0.771215,0.999593,0.224521,0.798305,0.939433,0.96875,0,0,0,1,0.15625,0.15625,0.125,0.484375,0.359375,0.21875,0.109375,0,0.09375,0,0.046875,0,0.109375,0,0.09375,0,0.046875,0,0.078125,0,0.0625,0,0.046875,0,1430.75,0.0103345,30,14,3,13,3.11887,0.440069,4.72758,1,0,3.69485,4.41602,2.78364,0.274186,INTERPOLATION
transfer-unsupported,215,64,63,1,0.265446,0.867964,1,0.000176312,0.111992,0.149656,0.984375,0.015625,0.015625,0,0.984375,0.359375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883.9,0.00164104,41,3,30,8,1.57486,0.343511,4.7073,0,2,3.97333,7.58607,3.85294,0.0647626,INTERPOLATION
transfer-unsupported,216,64,64,0,0.850549,0.999888,1,1.29394e-08,0.070926,0.115766,1,0,0,0,1,0.703125,0.65625,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219.87,0.0065204,34,7,9,18,2.18365,1.40602,2.66004,6,0,1.56599,46.2547,2.16246,0.185453,INTERPOLATION
transfer-unsupported,217,64,64,0,0.824966,1,1,6.2404e-30,2.1173e-08,0.024529,1,0.046875,0.046875,0,0,0.859375,0.828125,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7827.99,0.00131083,42,3,29,10,4.46689,1.03282,2.82988,0,2,2.34522,16.9816,2.77003,0.022743,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,218,64,63,1,0.852028,1,1,6.79448e-14,0.000340488,0.0376441,0.984375,0,0,0,1,0.71875,0.71875,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481.63,0.0115398,56,12,15,29,2.25621,3.16006,4.9783,1,0,2.09881,49.5573,2.10218,0.247182,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,219,64,64,0,1,1,1,2.17111e-67,6.42088e-50,4.13135e-36,1,0.046875,0.046875,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47886.8,5.91444e-05,65,23,25,17,0.313551,2.64335,1.01869,0,15,0.864222,10.4648,0.536804,0.0179973,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,220,64,64,0,0.979647,1,1,1.7034e-14,5.57792e-10,9.78058e-08,1,0.4375,0.4375,0,0,0.96875,0.953125,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.12,0.00045483,43,23,4,16,2.87394,0.717407,1.36748,3,0,0.504947,47.191,0.269583,0.00747231,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,221,64,64,0,0.992359,1,1,6.23505e-19,1.10643e-12,5.99449e-10,1,0,0,0,1,1,1,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19185.9,0.00101654,52,11,13,28,0.3533,3.42634,3.13526,0,10,1.29042,18.0371,4.81035,0.156806,INTERPOLATION
transfer-unsupported,222,64,64,0,0.99999,1,1,1.33337e-25,5.17104e-20,8.06573e-17,1,0.046875,0.046875,0,0,1,1,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27534.6,0.000302186,67,25,15,27,0.675653,1.2967,3.77627,0,21,3.85634,20.84,0.878956,0.0150062,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,223,64,62,2,0.831026,0.955795,1,9.79327e-10,0.220315,0.270798,0.96875,0,0,0,1,0.5,0.46875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254.1,0.0067636,46,14,12,20,3.75611,2.78642,2.6038,7,0,3.89507,26.5379,4.28449,0.189762,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,224,64,64,0,0.867545,0.999881,1,2.67096e-09,0.0491901,0.10301,1,0,0,0,1,0.703125,0.671875,0.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838.04,0.00976554,48,10,15,23,3.59648,3.30059,2.98662,0,9,4.95854,39.5508,3.79938,0.165372,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,225,64,62,2,0.197622,0.957228,1,6.02454e-10,0.271065,0.647014,0.96875,0.015625,0.015625,0,0.984375,0.515625,0.453125,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659.11,0.0045832,53,29,19,5,2.67225,4.02071,4.85663,7,0,1.38932,1.81967,0.41551,0.208813,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,226,64,63,1,1,1,1,3.93028e-43,7.57639e-32,9.58312e-25,0.984375,0.046875,0.046875,0,0.375,0.984375,0.984375,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25867.7,0.000447061,48,2,22,24,0.729685,1.34825,4.15546,0,1,0.6729,44.8356,2.56463,0.0307331,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,227,64,64,0,0.58009,0.786622,1,0.0780073,0.373357,0.516922,1,0,0,0,1,0.265625,0.25,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147.98,0.00487723,48,9,11,28,3.9119,0.269836,3.8635,8,0,0.878865,6.04467,3.91245,0.241255,INTERPOLATION
transfer-unsupported,228,64,57,7,0.723562,0.847967,1,0.0030822,0.0603663,0.0749573,0.890625,0,0,0,1,0.28125,0.28125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4298.14,0.00103806,42,29,4,9,4.58059,1.32199,0.405934,5,0,2.71896,18.4886,2.13652,0.136104,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,229,64,58,6,0.907348,0.999847,1,8.50346e-06,0.0028504,0.00581542,0.90625,0,0,0,1,0.765625,0.6875,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8728.38,0.00337795,35,28,6,1,2.83099,3.89494,2.34273,0,2,4.59487,45.3843,4.94512,0.152085,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,230,64,60,4,0.935435,1,1,2.87395e-14,1.05404e-06,2.11786e-05,0.9375,0.015625,0.015625,0,0.984375,0.859375,0.859375,0.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5798.62,0.00529361,49,26,14,9,2.90387,3.40438,4.49821,0,7,3.27914,40.0201,4.34222,0.0861994,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,231,64,64,0,0.740739,0.987339,1,3.24139e-09,0.00321499,0.00914739,1,0,0,0,1,0.640625,0.609375,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18061.1,0.000209223,18,2,9,7,4.97802,3.49156,1.06722,0,1,0.573,12.6604,1.66614,0.191636,INTERPOLATION
transfer-unsupported,232,64,64,0,0.901969,1,1,8.92671e-17,1.74045e-08,9.7591e-07,1,0,0,0,1,0.90625,0.890625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.05,0.0054584,27,7,17,3,1.54282,2.70718,0.797878,0,6,2.06208,40.9376,0.344347,0.118675,INTERPOLATION
transfer-unsupported,233,64,64,0,0.883242,1,1,2.10415e-13,0.000262564,0.0272419,1,0,0,0,1,0.8125,0.75,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002.7,0.00450919,43,2,17,24,1.38871,3.33678,3.25192,0,1,1.68974,20.192,3.81639,0.199823,INTERPOLATION
transfer-unsupported,234,64,64,0,0.702284,0.988594,0.999962,0.00123741,0.0113999,0.0144311,1,0.015625,0.015625,0,0.984375,0.71875,0.671875,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15584,0.00127917,27,18,1,8,0.342311,2.77382,4.77392,0,0,3.82053,16.5775,1.95583,0.133038,INTERPOLATION
transfer-unsupported,235,64,60,4,0.856299,0.936833,1,1.22684e-05,0.184632,0.232027,0.9375,0,0,0,1,0.4375,0.421875,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4231.18,0.0081514,41,16,24,1,4.84845,4.85374,3.89776,0,11,4.15659,29.8459,3.6726,0.298516,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,236,64,63,1,0.701615,0.971487,1,8.24503e-10,0.226162,0.30446,0.984375,0,0,0,1,0.515625,0.5,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908.82,0.00747101,36,27,3,6,2.36866,1.72797,4.39144,13,0,3.35702,33.641,1.92648,0.200304,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,237,64,63,1,0.623441,1,1,3.17253e-24,1.04963e-09,0.000655554,0.984375,0.5,0.5,0,0,0.84375,0.828125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9877.99,0.000797717,39,1,24,14,3.36081,0.49501,4.16873,0,0,1.72098,20.1393,1.68587,0.0097835,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,238,64,61,3,0.449681,0.786187,1,0.00601951,0.124665,0.191549,0.953125,0,0,0,1,0.296875,0.265625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2976.96,0.00167675,72,25,22,25,2.93025,1.00811,1.03974,2,0,3.0893,3.91702,1.80548,0.28295,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,239,64,63,1,0.929491,1,1,1.31105e-26,2.73075e-13,8.63947e-07,0.984375,0.03125,0.03125,0,0.96875,0.90625,0.890625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.936,0.00597244,51,29,14,8,2.5118,4.25992,3.11142,5,0,0.230498,36.0747,0.430991,0.146828,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,240,64,64,0,0.883445,0.999999,1,1.40374e-10,0.000298751,0.00975175,1,0.03125,0.03125,0,0.96875,0.84375,0.734375,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167.21,0.00453755,44,20,5,19,2.94943,4.8257,4.42415,6,0,3.15322,15.4242,2.88586,0.0804587,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,241,64,64,0,0.891552,0.998104,1,0.000267741,0.014652,0.0186083,1,0.015625,0.015625,0,0.984375,0.8125,0.734375,0.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6727.84,0.0037165,19,2,3,14,1.68887,1.54115,4.55114,0,1,1.80341,49.875,4.88331,0.0933332,INTERPOLATION
transfer-unsupported,242,64,64,0,0.83503,0.936017,1,0.00179525,0.264511,0.332674,1,0,0,0,1,0.46875,0.453125,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.3,0.00897844,38,8,6,24,3.1391,1.97589,2.27472,0,7,3.6838,38.2627,3.10474,0.237614,INTERPOLATION
transfer-unsupported,243,64,60,4,0.89667,1,1,2.2834e-20,7.28922e-07,0.00470333,0.9375,0.03125,0.03125,0,0.96875,0.8125,0.734375,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976.51,0.00268673,49,22,18,9,2.28893,4.95226,0.943982,4,0,2.4668,10.8624,1.22279,0.0843851,INTERPOLATION
transfer-unsupported,244,64,63,1,0.946204,1,1,3.03139e-16,1.17367e-07,4.67486e-05,0.984375,0,0,0,1,0.921875,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.71,0.00695563,33,18,2,13,2.47935,4.71694,2.53992,17,0,1.45245,42.1579,2.70769,0.205244,INTERPOLATION
transfer-unsupported,245,64,62,2,0.836544,0.90395,1,4.00027e-05,0.18629,0.222598,0.96875,0,0,0,1,0.453125,0.40625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156.79,0.00481352,43,4,24,15,3.21839,1.69366,1.61025,0,3,1.84967,32.5018,4.5018,0.271464,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,246,64,64,0,0.77332,0.953216,1,6.45373e-06,0.162036,0.210493,1,0,0,0,1,0.5,0.46875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689.32,0.00587295,18,9,6,3,3.04523,3.15679,0.905944,3,0,4.62726,23.3338,1.31018,0.201731,INTERPOLATION
transfer-unsupported,247,64,64,0,1,1,1,6.25079e-42,2.3861e-28,1.30925e-17,1,0.359375,0.359375,0,0,1,0.984375,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263178,4.28084e-05,44,23,2,19,2.01829,0.994844,2.43421,16,0,0.421889,6.72056,4.45405,0.00238571,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,248,64,54,10,0.822381,0.989913,1,7.42311e-05,0.00904492,0.0352967,0.84375,0,0,0,1,0.59375,0.546875,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.91,0.00156815,49,30,3,16,1.98192,1.93389,0.956083,0,25,0.518136,40.3519,0.965944,0.194859,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,249,64,54,10,0.812612,0.939682,1,2.19556e-07,0.295187,0.382066,0.84375,0,0,0,1,0.40625,0.390625,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527.26,0.00795708,52,7,25,20,3.98918,1.24242,4.46795,0,6,1.50141,41.375,4.08335,0.160385,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,250,64,41,23,0.81887,1,1,6.67464e-12,0.237135,0.280314,0.640625,0.015625,0.015625,0,0.984375,0.40625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107.87,0.0108451,38,11,23,4,3.87799,4.73135,1.57046,10,0,4.53288,19.3133,0.900015,0.215943,INTERPOLATION
