model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds,suite
MET_continuous_physical,0.997578316239407,0.8406073946686917,0.5045226496352931,0.16932988172742114,1.0134619364059014,1.1405803014622542,0.26223307516276806,0.44256298596348703,0.8979035529513083,1.9906812560521427,0.4287579831873336,0.6269997037669746,0.2807418699186992,0.5021595528455284,0.5134346890261492,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8480967602309667,0.7273242415663878,0.38126917102472846,408.6666666666667,1.1046241327169302,0.9589659753116472,0.5232716241278133,1494.3333333333333,0.03366721487961474,0.9596696074711794,1.023994487251824,0.04341021240756959,0.7978997687626498,0.8846876362538689,0.008722528490953235,0.49781696126618813,0.5143837816820893,3,metal
LP_ecfp_ligphys,0.9976105028565841,0.8472640849560203,0.5042107729039703,0.16717342994748663,1.0147881098487135,1.1386972874200592,0.2617820850071321,0.44220261780729747,0.9217130644331547,1.9852454083441229,0.4385395300486535,0.6245462732385039,0.2858231707317073,0.5034933943089431,0.4983306990994188,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8524366930656679,0.7338782041431253,0.38594959609794416,408.6666666666667,1.105733724732643,0.9632814958696532,0.5227869449646204,1494.3333333333333,0.028515747421809942,0.9647971344108333,1.0163857287102982,0.040800915098921246,0.8058479172545785,0.8874205739496808,0.012370170341885145,0.495379069658962,0.5183488607729013,3,ligphys
REP_ecfp,0.9976344167521161,0.8468032098238433,0.5045321621344738,0.1703381339989887,1.0139824355158615,1.1431440280645824,0.2582134078224601,0.44650681336093695,0.9091832519090195,1.979912479809357,0.4324772268376795,0.6266122281782854,0.2853150406504065,0.5010797764227642,0.4991264182362649,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8408677410292845,0.7260329994352738,0.39061745173551327,408.6666666666667,1.100729690531325,0.959231448706269,0.5263289042263802,1494.3333333333333,0.029518662279754096,0.964179554498216,1.0200125616804903,0.03887005355181143,0.8070301575046951,0.8847024896605877,0.008735926968830778,0.49702279823871065,0.5141198116303108,3,representations
REAL_best_tree,0.9976344167521161,0.8468032098238432,0.5045321621344738,0.1703381339989887,1.0139824355158615,1.1431440280645824,0.25821340782246016,0.44650681336093695,0.9091832519090195,1.979912479809357,0.4324772268376795,0.6266122281782854,0.2853150406504065,0.5010797764227642,0.4991264182362649,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8408677410292845,0.7260329994352738,0.39061745173551327,408.6666666666667,1.100729690531325,0.959231448706269,0.5263289042263803,1494.3333333333333,0.029518662279754096,0.964179554498216,1.0200125616804903,0.03887005355181141,0.8070301575046951,0.8847024896605877,0.008735926968830778,0.49702279823871065,0.5141198116303108,3,oracles
MET_continuous,0.9976344167521161,0.8468032098238432,0.5045321621344739,0.1703381339989887,1.0139824355158615,1.1431440280645824,0.2582134078224601,0.44650681336093695,0.9091832519090195,1.979912479809357,0.4324772268376795,0.6266122281782854,0.2853150406504065,0.5010797764227642,0.4991264182362649,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8408677410292845,0.7260329994352738,0.3906174517355134,408.6666666666667,1.100729690531325,0.959231448706269,0.5263289042263802,1494.3333333333333,0.029518662279754096,0.964179554498216,1.0200125616804903,0.03887005355181141,0.8070301575046951,0.8847024896605877,0.00873592696883082,0.49702279823871065,0.514119811630311,3,metal
ABL_add_ecfp,0.9987286499867803,0.8501023520709879,0.5045520773953309,0.17276410377770443,1.0172992376911332,1.1367356722514468,0.26505706096093623,0.44404205401649205,0.9166236588600607,1.99005210743252,0.46304506024952014,0.6303221193955172,0.2856961382113821,0.5020960365853658,0.49863152846190634,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8660939875512194,0.7444645156816164,0.381606645327864,408.6666666666667,1.1077569147824755,0.9628494147848065,0.5192341644309838,1494.3333333333333,0.025863200551734033,0.9694722926397419,1.0185485825899467,0.03127289793364998,0.8161663216824727,0.8777593113791803,0.012748939727356504,0.4970659022004473,0.5192725667748612,3,ablations
GEN7_everything_EXPLORATORY,0.9995785120422364,0.8435777638342307,0.49564161827607867,0.2113458019247118,1.0184184447392415,1.141988273916653,0.2608737473662205,0.47140878771093603,0.9247294421311791,1.9798659052348224,0.48070098446467513,0.64056476878646,0.2821265243902439,0.5038109756097561,0.4868652205701672,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9260177421636746,0.79340062530945,0.373247964670163,407.6,1.1120777999886131,0.955160896396628,0.5228308794839338,1383.0,0.02384937647757742,0.9745876414583643,1.0296728296087545,0.044193026053582773,0.8073449749028027,0.9055183116824468,0.008351998444778507,0.48594876890119565,0.5082332920566663,5,finalists
GEN7_metalphys_ecfp_EXPLORATORY,0.999646050670725,0.8436535807599157,0.5027813484087437,0.17351760350956774,1.0155362583826146,1.1453598566205314,0.25311523524488183,0.45277811421908565,0.9027682597813154,1.9958665473699397,0.4279731595239582,0.6284363816025683,0.28006859756097563,0.5016006097560975,0.5049879606287409,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.8819413234791778,0.7440274490706725,0.3964229044848572,407.6,1.1201460961782868,0.9725738647240589,0.532517736189271,1383.0,0.021427185046708735,0.9624528334093512,1.016638130063672,0.03561909159732518,0.8029849956013541,0.8897681022498659,0.006583647961996065,0.49625448760929164,0.5125430057251041,5,finalists
REC_plus_recovered,1.0011788626447444,0.832681625584418,0.5073004445065303,0.10675554235320583,1.0135691828164435,1.3202497347566051,-0.014534976190376211,0.5617250214871613,0.8758526397627465,1.971620238427194,0.4331375213734578,0.596134769627357,0.2627667682926829,0.4646849593495935,0.5837619204309993,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9622405548731775,0.9259336290598176,0.384037091959102,408.6666666666667,1.0606636696942056,0.9031601750190082,0.5185499369887615,1494.3333333333333,0.031234579082643866,0.967473363447122,1.0291470709992363,0.029739547956492526,0.8112241517565457,0.866629391878394,0.017374448832136135,0.4874815132761194,0.5199078622865635,3,recovered
LP_ecfp,1.0011982406986586,0.8501440602423974,0.5058302827682297,0.1664020909793444,1.0174436937830085,1.1529453398004053,0.24452010444128158,0.45344449352688293,0.9171304190609227,1.9887116250728558,0.43146587071377257,0.6258920574308258,0.28163109756097565,0.49695121951219506,0.49896140523691696,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8564169886167976,0.7365767059483561,0.396090634815339,408.6666666666667,1.1067338386381085,0.9652079142987073,0.5282642043646457,1494.3333333333333,0.028082174709787567,0.9694936285573343,1.0229430600834495,0.038105663254452846,0.8168997204531945,0.8917292422959265,0.010071254222501094,0.4973411902607894,0.5169582615170308,3,ligphys
ABL_add_recovered,1.0019473681789115,0.8441857217299383,0.5021244177468374,0.20762185603606184,1.0203035028075453,1.1395069913156304,0.26679651355894834,0.4639935215618379,0.903757101686299,1.9829841334840008,0.48861515162585917,0.6404430655128582,0.281567581300813,0.5048272357723578,0.4964367770028059,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9140921088314999,0.7929834530987789,0.38160961434873525,408.6666666666667,1.103599730386393,0.9456755606192552,0.5192383704487522,1494.3333333333333,0.03517911260687587,0.9785103735615078,1.0423991288992953,0.060281758772067165,0.8069669869599828,0.9137358859014453,0.011748714120307119,0.49237958656349584,0.5151706318671504,3,ablations
ABL_full,1.0019473681789115,0.8441857217299381,0.5021244177468374,0.20762185603606184,1.0203035028075453,1.1395069913156304,0.26679651355894846,0.4639935215618379,0.9037571016862987,1.9829841334840006,0.48861515162585917,0.6404430655128582,0.281567581300813,0.5048272357723578,0.4964367770028059,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9140921088315,0.7929834530987789,0.38160961434873525,408.6666666666667,1.103599730386393,0.9456755606192552,0.5192383704487522,1494.3333333333333,0.035179112606876006,0.9785103735615078,1.0423991288992953,0.060281758772067054,0.8069669869599828,0.9137358859014452,0.011748714120307119,0.49237958656349584,0.5151706318671504,3,ablations
TREE_MC_ecfp_massaction,1.0031498360387814,0.8510162823034083,0.5040102813733027,0.16926225073645979,1.0193896812272492,1.1469606342827752,0.24895027340340511,0.45284947088442606,0.9087824929224251,2.0012711232410885,0.4215198109674402,0.6265978526769312,0.28426067073170735,0.5007240853658537,0.4979486888433856,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.8698687061649893,0.7362769916979058,0.3980665026766734,407.6,1.1242791020892045,0.979316110918165,0.5352617413097553,1383.0,0.022983845141121173,0.964179554498216,1.0200125616804903,0.038397883758429,0.8070301575046951,0.8943676539727994,0.006731962015933872,0.49702279823871065,0.514119811630311,5,finalists
REP_donors,1.0069295221314452,0.8552599904480823,0.49982241268491584,0.05778829203269331,1.009313601978585,1.1550510265471514,0.2150179105121259,0.40595042412935906,0.9125258179414818,1.9705390030196537,0.43811413864043586,0.5751676473061461,0.29751016260162605,0.5070503048780487,0.5721918764544814,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8514734775023461,0.8077449011846669,0.3579156108283721,408.6666666666667,1.078707072303119,0.9555815257455419,0.5072255195197136,1494.3333333333333,0.03902831710711558,0.9628479553725371,1.0370833283922616,0.03279134777408958,0.8180901719414424,0.8800959742473404,0.01288502959815669,0.48566664129400866,0.5108669833932806,3,representations
TREE_MC_all2d_massaction,1.0073686915042976,0.8569836415417381,0.5065270187288635,0.17689152939267194,1.0276111761039879,1.135826222848149,0.26433330822014617,0.444812332267227,0.926975393435077,2.0114688706094057,0.46121960379748406,0.6345794659919951,0.2891895325203252,0.5057164634146342,0.503587344034825,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8747683108663855,0.7541000864169384,0.381031780940102,408.6666666666667,1.110810239637516,0.9643287678325564,0.5196994435262888,1494.3333333333333,0.03557368698542945,0.9761500536338942,1.0460980167732956,0.0531868708006226,0.8171272525535526,0.9173771843993253,0.010013219943934155,0.4974672149540675,0.5172782179341241,3,learners
REP_rich,1.0073686915042976,0.8569836415417381,0.5065270187288635,0.17689152939267205,1.0276111761039879,1.135826222848149,0.2643333082201461,0.444812332267227,0.9269753934350771,2.0114688706094057,0.46121960379748406,0.6345794659919951,0.2891895325203252,0.5057164634146342,0.503587344034825,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8747683108663855,0.7541000864169384,0.38103178094010204,408.6666666666667,1.1108102396375157,0.9643287678325563,0.5196994435262888,1494.3333333333333,0.03557368698542945,0.9761500536338942,1.0460980167732956,0.05318687080062258,0.8171272525535527,0.9173771843993253,0.01001321994393415,0.4974672149540675,0.5172782179341241,3,representations
MET_onehot,1.00778907819142,0.8553581565930587,0.5167022832084479,0.13845558981247466,1.0253214636499546,1.1691333388361855,0.22255710810767615,0.45158201731585085,0.9222293124592023,1.995997203548867,0.41231533052604874,0.6106435583971596,0.2762322154471545,0.49314024390243905,0.488342747797712,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8402906688936144,0.7211868327672053,0.40485630600638434,408.6666666666667,1.1132140442297243,0.9628129269686186,0.5405993603881533,1494.3333333333333,0.034226591916300335,0.9688169901787739,1.0329621127160986,0.04192824638502526,0.8157716529501751,0.8992897470466922,0.011366847348093137,0.5067677453395621,0.5290981412844175,3,metal
REP_donors_massaction,1.0117721963128374,0.8736792498095647,0.4984046715686466,0.0884288992180318,1.0153184859862676,1.1568782337599097,0.20440198770656917,0.433306441170407,0.8979232876703644,2.0168098735245095,0.4532477425306234,0.5933205558852849,0.30348069105691056,0.5130843495934959,0.5766789397470121,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8594054473760336,0.8123714639025043,0.3647460187899659,408.6666666666667,1.1101485332422631,1.0010821434485584,0.5107617645016104,1494.3333333333333,0.05174329223017463,0.9533564294431681,1.0518459403481306,0.04410129530456254,0.8239727067799268,0.9081173495738778,0.010275733834093486,0.4871256456963221,0.5072345430046814,3,representations
ABL_minus_recovered,1.0136526631042522,0.8636544803136369,0.5067063950744242,0.1697341593889968,1.0337776778434125,1.1425814550823383,0.25390919832501535,0.4464452257319065,0.9302805639178876,2.024747504924994,0.46788583119112964,0.6300672333824263,0.28086890243902435,0.5065421747967479,0.5072532544459545,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8858776235983535,0.7670028115808937,0.37911508328706706,408.6666666666667,1.121574429435752,0.9737365140286186,0.5208338056820735,1494.3333333333333,0.03910690787685472,0.9734406238900589,1.0515517760446045,0.06417772655606593,0.8080360446961109,0.9338750503821369,0.009039375111359285,0.4997013636244999,0.516910213149903,3,ablations
TREE_MC_donors,1.0149728608725481,0.8613028030144741,0.4990860254227744,0.0682558272814088,1.0185996269469653,1.1629555327742183,0.20757975177627355,0.41800232822050365,0.917242736999824,1.9782480401899893,0.42150873985603904,0.5804702882462481,0.29279725609756097,0.5048399390243903,0.5608977159212586,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9421389412586016,0.8888650731934906,0.3636962289356531,407.6,1.1079828366075755,0.9815942651949872,0.5224045676140209,1383.0,0.03894378350710105,0.962847955372537,1.0626387066652443,0.03069591741200484,0.8180901719414425,0.8962952451692928,0.010943241714703442,0.48566664129400866,0.5108669833932806,5,finalists
ABL_minus_conditions,1.0160348843069105,0.8576344059385946,0.506179092922897,0.20601362796027553,1.0370670428336244,1.1434718256349732,0.26346510162513276,0.46217108308769794,0.9121745364308671,2.019921255355403,0.4577343491786181,0.6418802667283557,0.2808053861788618,0.5020960365853658,0.49267529480514605,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9641134419273326,0.839196186859057,0.38676259707642097,408.6666666666667,1.1159680172399062,0.9587976917671529,0.5211458181222202,1494.3333333333333,0.03634725889152556,0.9927421592740636,1.0579171517930173,0.06412995758743092,0.8180281747839391,0.9316238786591986,0.01003039793700981,0.4974320176919133,0.517127232347807,3,ablations
ABL_minus_ecfp,1.0183178750752182,0.8527977760569337,0.5002575638481718,0.20292977747300922,1.0225626262712388,1.1311302219461778,0.2695161861951482,0.457802731311957,0.8685750959612305,2.0357960949660105,0.46793905107898204,0.6352377034508531,0.2858866869918699,0.5198805894308943,0.49299090630301245,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.011065072268223,0.9446302146149584,0.3789328573421071,408.6666666666667,1.1610750251144617,1.0165827317900629,0.5130702511843354,1494.3333333333333,0.03174610459804721,0.9960564876990086,1.0546703476699526,0.061870859562022595,0.8132552242447509,0.9240985892215642,0.006523589875824736,0.4958479893090645,0.5077513930116799,3,ablations
SELECT_inner,1.0197059266194912,0.8551504844195759,0.506008814066865,0.16965170690825787,1.0299110628535462,1.1363327236378051,0.2636168284534707,0.4424815968905477,0.9121171875211023,2.00134918703189,0.4335395577791207,0.6300177216435385,0.2835746951219512,0.5036585365853659,0.5204024792806018,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9104108745349512,0.7762420007505002,0.38216837277316834,407.6,1.1503655543514213,1.0076373744270763,0.52684768435581,1383.0,0.03769749045164513,0.9713785746151089,1.0704830406414794,0.04472489514850351,0.8087222334790954,0.9289124093777142,0.011745114129446,0.49325317974611665,0.5222099949981889,5,finalists
MET_none,1.0197906254042242,0.8630977985692901,0.5288064193035235,0.10747314817069072,1.0372921522251335,1.1837803130689692,0.20672733245686203,0.4430089771633717,0.9349764545639578,2.0015050689849057,0.3662264802106037,0.5898843923576764,0.2707063008130081,0.49021849593495936,0.49443256915455186,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.838737620501881,0.7160381873607107,0.41717017506836923,408.6666666666667,1.1234706967276435,0.9756753166328801,0.5489640634103302,1494.3333333333333,0.030674546988557132,0.9853757910474414,1.0442535380928895,0.04332661583506534,0.8232444531564344,0.9092156679698754,0.00589960417822383,0.523972637518583,0.5353803818457731,3,metal
ABL_minus_massaction,1.0210178187103558,0.8546492035982395,0.513559326031938,0.18251463903219414,1.0419953286738488,1.1568197739544157,0.24979658799057347,0.4554973692666593,0.9347578290634854,2.012787880835129,0.4668184370747177,0.630414757638468,0.27305640243902435,0.4954903455284552,0.4773114799557366,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9659037709566817,0.839872565348012,0.38626372727981423,408.6666666666667,1.1136604199830578,0.9530351943373567,0.5237092491431491,1494.3333333333333,0.04027110527431,0.9956697304088996,1.067453790155164,0.0726698084889792,0.8126598898416635,0.9385610617295534,0.012410964620772558,0.5029156160583885,0.5271917538820773,3,ablations
ABL_minus_metal,1.027470032993461,0.8636536442260697,0.5294267602124108,0.15507850815196947,1.0501231041298904,1.157560000881114,0.24545237399468992,0.44438398380567573,0.9530027623449296,2.0229723834018483,0.408174549276624,0.6068577770938948,0.2729928861788618,0.5033028455284553,0.4986117231692617,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9172410473598033,0.7794187365541964,0.41190383173882394,408.6666666666667,1.1228484078610623,0.9499268403502507,0.5428627170113094,1494.3333333333333,0.031240558173391966,1.0010286616559834,1.0619419041898428,0.04948227973383085,0.8279480895035517,0.9201371221909296,0.012154162711674731,0.5172436718449497,0.5415517892593725,3,ablations
LP_donors_ligphys,1.0341518619359822,0.864206439021828,0.5068785526545397,0.12904880337855806,1.0335251241542676,1.128488008528847,0.24930154173855157,0.42609368657893726,0.8917474160571216,2.0910891624036747,0.4336646601227665,0.6126962543793814,0.30068597560975613,0.515625,0.5334258203144152,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8792683009962508,0.8108484957952086,0.37114941816312036,408.6666666666667,1.1848664369271242,1.0434336172488068,0.5152584507865375,1494.3333333333333,0.052219577728948065,0.9773806744065271,1.0801345718866429,0.049962306752253514,0.8067334682461502,0.8972874978835351,0.010624636157378431,0.4972773131865778,0.5182931760161135,3,ligphys
ABL_add_ligphys,1.0341518619359822,0.864206439021828,0.5068785526545397,0.12904880337855806,1.0335251241542678,1.128488008528847,0.24930154173855154,0.42609368657893715,0.8917474160571216,2.0910891624036747,0.4336646601227665,0.6126962543793814,0.30068597560975613,0.515625,0.5334258203144152,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8792683009962508,0.8108484957952088,0.37114941816312036,408.6666666666667,1.1848664369271242,1.0434336172488068,0.5152584507865375,1494.3333333333333,0.052219577728948065,0.9773806744065271,1.0801345718866429,0.049962306752253514,0.8067334682461502,0.8972874978835351,0.010624636157378483,0.4972773131865778,0.5182931760161136,3,ablations
ABL_minus_indicators,1.0354535032296182,0.8862125101018655,0.5033065237207549,0.18887254068736029,1.0509664086966553,1.1638124991899703,0.23920756039792002,0.4647007422288169,0.9328077062798142,2.012835836530438,0.48237091162621065,0.635266838265491,0.27248475609756095,0.4968877032520325,0.512625503866705,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.0487277270650261,0.9456633655916199,0.393822871544723,408.6666666666667,1.1500284371474956,1.0049080779627795,0.5213499406281642,1494.3333333333333,0.05595394771893693,1.0006181180809626,1.099995671625881,0.08373938966241284,0.8376550792426357,0.982906122564458,0.009546209172654896,0.4959958851458067,0.5141064936146575,3,ablations
REC_base,1.0359212765726573,0.8874299329595153,0.49557741046966464,0.10610482200204759,1.0458230173590073,1.2398054131081493,0.09741048598094264,0.5098839297067865,0.9134522536315665,2.054940383581945,0.44071582517571867,0.6111969454153141,0.281567581300813,0.4923780487804878,0.5616538771509347,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.0194863894896877,0.9775988031928567,0.37759454719993824,408.6666666666667,1.1229564107991719,1.0120696373550682,0.5011543305986462,1494.3333333333333,0.05190350111575735,0.9782494729585456,1.07887970396811,0.05008565769005081,0.8296164543585348,0.9176687290476199,0.014936165197106345,0.47834185629263043,0.5047344323570812,3,recovered
