species,file,charge,uhf,mode,n_atoms,est_minutes
lig_113,ligands/lig_113.xyz,0,0,opt,89,1.9367695241821117
lig_072,ligands/lig_072.xyz,0,0,opt,89,1.9367695241821117
lig_057,ligands/lig_057.xyz,0,0,opt,89,1.9367695241821117
lig_026,ligands/lig_026.xyz,0,0,opt,89,1.9367695241821117
lig_090,ligands/lig_090.xyz,0,0,opt,88,1.8934911242603554
lig_105,ligands/lig_105.xyz,0,0,opt,88,1.8934911242603554
lig_012,ligands/lig_012.xyz,0,0,opt,87,1.8507017458066413
lig_112,ligands/lig_112.xyz,0,0,opt,85,1.7665900533033398
lig_049,ligands/lig_049.xyz,0,0,opt,85,1.7665900533033398
lig_158,ligands/lig_158.xyz,0,0,opt,84,1.7252677392537532
lig_061,ligands/lig_061.xyz,0,0,opt,83,1.684434446672209
lig_011,ligands/lig_011.xyz,0,0,opt,80,1.5648686977358308
lig_080,ligands/lig_080.xyz,0,0,opt,78,1.4876033057851237
lig_014,ligands/lig_014.xyz,0,0,opt,78,1.4876033057851237
lig_133,ligands/lig_133.xyz,0,0,opt,78,1.4876033057851237
lig_108,ligands/lig_108.xyz,0,0,opt,77,1.4497041420118342
lig_123,ligands/lig_123.xyz,0,0,opt,77,1.4497041420118342
lig_059,ligands/lig_059.xyz,0,0,opt,77,1.4497041420118342
lig_081,ligands/lig_081.xyz,0,0,opt,76,1.4122939997065869
lig_079,ligands/lig_079.xyz,0,0,opt,75,1.3753728788693822
lig_153,ligands/lig_153.xyz,0,0,opt,74,1.33894077950022
lig_017,ligands/lig_017.xyz,0,0,opt,74,1.33894077950022
lig_142,ligands/lig_142.xyz,0,0,opt,72,1.267543645166023
lig_143,ligands/lig_143.xyz,0,0,opt,72,1.267543645166023
lig_144,ligands/lig_144.xyz,0,0,opt,72,1.267543645166023
lig_041,ligands/lig_041.xyz,0,0,opt,71,1.2325786102009877
lig_019,ligands/lig_019.xyz,0,0,opt,71,1.2325786102009877
lig_052,ligands/lig_052.xyz,0,0,opt,71,1.2325786102009877
lig_077,ligands/lig_077.xyz,0,0,opt,71,1.2325786102009877
lig_008,ligands/lig_008.xyz,0,0,opt,70,1.1981025967039955
lig_024,ligands/lig_024.xyz,0,0,opt,70,1.1981025967039955
lig_106,ligands/lig_106.xyz,0,0,opt,70,1.1981025967039955
lig_098,ligands/lig_098.xyz,0,0,opt,69,1.1641156046750452
lig_006,ligands/lig_006.xyz,0,0,opt,69,1.1641156046750452
lig_170,ligands/lig_170.xyz,0,0,opt,68,1.1306176341141376
lig_015,ligands/lig_015.xyz,0,0,opt,68,1.1306176341141376
lig_016,ligands/lig_016.xyz,0,0,opt,68,1.1306176341141376
lig_118,ligands/lig_118.xyz,0,0,opt,68,1.1306176341141376
lig_141,ligands/lig_141.xyz,0,0,opt,68,1.1306176341141376
lig_051,ligands/lig_051.xyz,0,0,opt,67,1.0976086850212725
lig_115,ligands/lig_115.xyz,0,0,opt,66,1.0650887573964498
lig_010,ligands/lig_010.xyz,0,0,opt,65,1.0330578512396693
lig_018,ligands/lig_018.xyz,0,0,opt,65,1.0330578512396693
lig_128,ligands/lig_128.xyz,0,0,opt,65,1.0330578512396693
lig_127,ligands/lig_127.xyz,0,0,opt,64,1.0015159665509317
lig_116,ligands/lig_116.xyz,0,0,opt,64,1.0015159665509317
lig_048,ligands/lig_048.xyz,0,0,opt,63,0.9704631033302362
lig_137,ligands/lig_137.xyz,0,0,opt,63,0.9704631033302362
lig_136,ligands/lig_136.xyz,0,0,opt,63,0.9704631033302362
lig_004,ligands/lig_004.xyz,0,0,opt,63,0.9704631033302362
lig_114,ligands/lig_114.xyz,0,0,opt,63,0.9704631033302362
lig_117,ligands/lig_117.xyz,0,0,opt,62,0.9398992615775831
lig_000,ligands/lig_000.xyz,0,0,opt,62,0.9398992615775831
lig_126,ligands/lig_126.xyz,0,0,opt,61,0.9098244412929728
lig_140,ligands/lig_140.xyz,0,0,opt,61,0.9098244412929728
lig_145,ligands/lig_145.xyz,0,0,opt,60,0.8802386424764047
lig_138,ligands/lig_138.xyz,0,0,opt,59,0.8511418651278791
lig_013,ligands/lig_013.xyz,0,0,opt,58,0.8225341092473959
lig_074,ligands/lig_074.xyz,0,0,opt,58,0.8225341092473959
lig_167,ligands/lig_167.xyz,0,0,opt,58,0.8225341092473959
lig_146,ligands/lig_146.xyz,0,0,opt,57,0.7944153748349553
lig_147,ligands/lig_147.xyz,0,0,opt,57,0.7944153748349553
lig_157,ligands/lig_157.xyz,0,0,opt,57,0.7944153748349553
lig_148,ligands/lig_148.xyz,0,0,opt,57,0.7944153748349553
lig_151,ligands/lig_151.xyz,0,0,opt,56,0.7667856618905571
lig_039,ligands/lig_039.xyz,0,0,opt,55,0.7396449704142012
lig_109,ligands/lig_109.xyz,0,0,opt,55,0.7396449704142012
lig_002,ligands/lig_002.xyz,0,0,opt,55,0.7396449704142012
lig_172,ligands/lig_172.xyz,0,0,opt,55,0.7396449704142012
lig_139,ligands/lig_139.xyz,0,0,opt,53,0.6868306518656169
lig_175,ligands/lig_175.xyz,0,0,opt,52,0.6611570247933884
lig_166,ligands/lig_166.xyz,0,0,opt,50,0.6112768350530587
lig_176,ligands/lig_176.xyz,0,0,opt,50,0.6112768350530587
lig_134,ligands/lig_134.xyz,0,0,opt,50,0.6112768350530587
lig_164,ligands/lig_164.xyz,0,0,opt,46,0.5173847131889089
lig_156,ligands/lig_156.xyz,0,0,opt,45,0.4951342363929777
lig_119,ligands/lig_119.xyz,0,0,opt,44,0.47337278106508884
lig_102,ligands/lig_102.xyz,0,0,opt,43,0.4521003472052423
lig_125,ligands/lig_125.xyz,0,0,opt,43,0.4521003472052423
lig_163,ligands/lig_163.xyz,0,0,opt,43,0.4521003472052423
lig_152,ligands/lig_152.xyz,0,0,opt,43,0.4521003472052423
lig_155,ligands/lig_155.xyz,0,0,opt,43,0.4521003472052423
lig_135,ligands/lig_135.xyz,0,0,opt,43,0.4521003472052423
lig_001,ligands/lig_001.xyz,0,0,opt,42,0.4313169348134383
strain_lig_022,strain/strain_lig_022.xyz,0,0,sp,169,0.41900826446281
strain_lig_069,strain/strain_lig_069.xyz,0,0,sp,169,0.41900826446281
strain_lig_038,strain/strain_lig_038.xyz,0,0,sp,168,0.41406425742090075
lig_149,ligands/lig_149.xyz,0,0,opt,41,0.41102254388967674
strain_lig_037,strain/strain_lig_037.xyz,0,0,sp,161,0.38027776419384807
lig_101,ligands/lig_101.xyz,0,0,opt,39,0.3719008264462809
lig_168,ligands/lig_168.xyz,0,0,opt,39,0.3719008264462809
lig_154,ligands/lig_154.xyz,0,0,opt,39,0.3719008264462809
lig_150,ligands/lig_150.xyz,0,0,opt,38,0.3530734999266467
lig_103,ligands/lig_103.xyz,0,0,opt,38,0.3530734999266467
strain_lig_047,strain/strain_lig_047.xyz,0,0,sp,155,0.35246222309159375
lig_165,ligands/lig_165.xyz,0,0,opt,37,0.334735194875055
lig_159,ligands/lig_159.xyz,0,0,opt,37,0.334735194875055
strain_lig_062,strain/strain_lig_062.xyz,0,0,sp,149,0.325702968360311
strain_lig_082,strain/strain_lig_082.xyz,0,0,sp,149,0.325702968360311
strain_lig_085,strain/strain_lig_085.xyz,0,0,sp,147,0.3170179470878771
lig_160,ligands/lig_160.xyz,0,0,opt,36,0.31688591129150573
lig_005,ligands/lig_005.xyz,0,0,opt,36,0.31688591129150573
strain_lig_083,strain/strain_lig_083.xyz,0,0,sp,146,0.31271944838378407
strain_lig_046,strain/strain_lig_046.xyz,0,0,sp,146,0.31271944838378407
strain_lig_087,strain/strain_lig_087.xyz,0,0,sp,144,0.3042104748398455
strain_lig_088,strain/strain_lig_088.xyz,0,0,sp,144,0.3042104748398455
strain_lig_084,strain/strain_lig_084.xyz,0,0,sp,143,0.3
strain_lig_043,strain/strain_lig_043.xyz,0,0,sp,143,0.3
strain_lig_086,strain/strain_lig_086.xyz,0,0,sp,141,0.29166707418455673
strain_lig_056,strain/strain_lig_056.xyz,0,0,sp,138,0.2793877451220108
strain_lig_063,strain/strain_lig_063.xyz,0,0,sp,137,0.27535331801066065
strain_lig_045,strain/strain_lig_045.xyz,0,0,sp,137,0.27535331801066065
strain_lig_036,strain/strain_lig_036.xyz,0,0,sp,137,0.27535331801066065
strain_lig_034,strain/strain_lig_034.xyz,0,0,sp,137,0.27535331801066065
strain_lig_042,strain/strain_lig_042.xyz,0,0,sp,133,0.2595090224460854
strain_lig_095,strain/strain_lig_095.xyz,0,0,sp,131,0.251762922392293
lig_171,ligands/lig_171.xyz,0,0,opt,32,0.2503789916377329
lig_161,ligands/lig_161.xyz,0,0,opt,31,0.23497481539439577
strain_lig_064,strain/strain_lig_064.xyz,0,0,sp,126,0.23291114479925668
strain_lig_100,strain/strain_lig_100.xyz,0,0,sp,126,0.23291114479925668
strain_lig_097,strain/strain_lig_097.xyz,0,0,sp,126,0.23291114479925668
strain_lig_070,strain/strain_lig_070.xyz,0,0,sp,124,0.22557582277861993
strain_lig_075,strain/strain_lig_075.xyz,0,0,sp,123,0.22195217370042541
lig_162,ligands/lig_162.xyz,0,0,opt,30,0.22005966061910118
strain_lig_093,strain/strain_lig_093.xyz,0,0,sp,122,0.21835786591031348
strain_lig_107,strain/strain_lig_107.xyz,0,0,sp,120,0.21125727419433712
strain_lig_089,strain/strain_lig_089.xyz,0,0,sp,120,0.21125727419433712
strain_lig_094,strain/strain_lig_094.xyz,0,0,sp,119,0.2077509902684728
strain_lig_065,strain/strain_lig_065.xyz,0,0,sp,119,0.2077509902684728
strain_lig_060,strain/strain_lig_060.xyz,0,0,sp,119,0.2077509902684728
strain_lig_092,strain/strain_lig_092.xyz,0,0,sp,119,0.2077509902684728
strain_lig_068,strain/strain_lig_068.xyz,0,0,sp,119,0.2077509902684728
strain_lig_021,strain/strain_lig_021.xyz,0,0,sp,119,0.2077509902684728
lig_169,ligands/lig_169.xyz,0,0,opt,29,0.20563352731184897
strain_lig_025,strain/strain_lig_025.xyz,0,0,sp,118,0.20427404763069099
strain_lig_066,strain/strain_lig_066.xyz,0,0,sp,117,0.20082644628099178
strain_lig_028,strain/strain_lig_028.xyz,0,0,sp,117,0.20082644628099178
lig_173,ligands/lig_173.xyz,0,0,opt,26,0.2
nitrate,species/nitrate.xyz,-1,0,opt,4,0.2
lig_174,ligands/lig_174.xyz,0,0,opt,25,0.2
water,species/water.xyz,0,0,opt,3,0.2
strain_lig_076,strain/strain_lig_076.xyz,0,0,sp,116,0.197408186219375
strain_lig_120,strain/strain_lig_120.xyz,0,0,sp,115,0.19401926744584086
strain_lig_071,strain/strain_lig_071.xyz,0,0,sp,114,0.19065968996038926
strain_lig_035,strain/strain_lig_035.xyz,0,0,sp,114,0.19065968996038926
strain_lig_023,strain/strain_lig_023.xyz,0,0,sp,113,0.18732945376302018
strain_lig_033,strain/strain_lig_033.xyz,0,0,sp,113,0.18732945376302018
strain_lig_099,strain/strain_lig_099.xyz,0,0,sp,113,0.18732945376302018
strain_lig_044,strain/strain_lig_044.xyz,0,0,sp,113,0.18732945376302018
strain_lig_078,strain/strain_lig_078.xyz,0,0,sp,113,0.18732945376302018
strain_lig_058,strain/strain_lig_058.xyz,0,0,sp,113,0.18732945376302018
strain_lig_111,strain/strain_lig_111.xyz,0,0,sp,113,0.18732945376302018
strain_lig_096,strain/strain_lig_096.xyz,0,0,sp,113,0.18732945376302018
strain_lig_122,strain/strain_lig_122.xyz,0,0,sp,110,0.17751479289940827
strain_lig_067,strain/strain_lig_067.xyz,0,0,sp,109,0.17430192185436935
strain_lig_110,strain/strain_lig_110.xyz,0,0,sp,109,0.17430192185436935
strain_lig_009,strain/strain_lig_009.xyz,0,0,sp,108,0.17111839209741303
strain_lig_053,strain/strain_lig_053.xyz,0,0,sp,108,0.17111839209741303
strain_lig_027,strain/strain_lig_027.xyz,0,0,sp,107,0.16796420362853928
strain_lig_032,strain/strain_lig_032.xyz,0,0,sp,107,0.16796420362853928
strain_lig_029,strain/strain_lig_029.xyz,0,0,sp,106,0.16483935644774805
strain_lig_129,strain/strain_lig_129.xyz,0,0,sp,104,0.15867768595041323
strain_lig_003,strain/strain_lig_003.xyz,0,0,sp,102,0.15263338060540857
strain_lig_055,strain/strain_lig_055.xyz,0,0,sp,102,0.15263338060540857
strain_lig_031,strain/strain_lig_031.xyz,0,0,sp,101,0.14965523986503004
strain_lig_130,strain/strain_lig_130.xyz,0,0,sp,98,0.14089686537238985
strain_lig_040,strain/strain_lig_040.xyz,0,0,sp,97,0.13803608978434154
strain_lig_121,strain/strain_lig_121.xyz,0,0,sp,96,0.13520465548437577
strain_lig_132,strain/strain_lig_132.xyz,0,0,sp,96,0.13520465548437577
strain_lig_007,strain/strain_lig_007.xyz,0,0,sp,95,0.13240256247249255
strain_lig_030,strain/strain_lig_030.xyz,0,0,sp,95,0.13240256247249255
strain_lig_131,strain/strain_lig_131.xyz,0,0,sp,95,0.13240256247249255
strain_lig_124,strain/strain_lig_124.xyz,0,0,sp,94,0.12962981074869184
strain_lig_104,strain/strain_lig_104.xyz,0,0,sp,94,0.12962981074869184
strain_lig_054,strain/strain_lig_054.xyz,0,0,sp,92,0.12417233116533813
strain_lig_050,strain/strain_lig_050.xyz,0,0,sp,92,0.12417233116533813
strain_lig_073,strain/strain_lig_073.xyz,0,0,sp,91,0.12148760330578513
strain_lig_091,strain/strain_lig_091.xyz,0,0,sp,90,0.11883221673431464
strain_lig_057,strain/strain_lig_057.xyz,0,0,sp,89,0.1162061714509267
strain_lig_113,strain/strain_lig_113.xyz,0,0,sp,89,0.1162061714509267
strain_lig_072,strain/strain_lig_072.xyz,0,0,sp,89,0.1162061714509267
strain_lig_026,strain/strain_lig_026.xyz,0,0,sp,89,0.1162061714509267
strain_lig_090,strain/strain_lig_090.xyz,0,0,sp,88,0.11360946745562132
strain_lig_105,strain/strain_lig_105.xyz,0,0,sp,88,0.11360946745562132
strain_lig_012,strain/strain_lig_012.xyz,0,0,sp,87,0.11104210474839847
strain_lig_049,strain/strain_lig_049.xyz,0,0,sp,85,0.10599540319820039
strain_lig_112,strain/strain_lig_112.xyz,0,0,sp,85,0.10599540319820039
strain_lig_158,strain/strain_lig_158.xyz,0,0,sp,84,0.10351606435522519
strain_lig_061,strain/strain_lig_061.xyz,0,0,sp,83,0.10106606680033253
Tm3+,ions/Tm.xyz,3,0,sp,1,0.1
Yb3+,ions/Yb.xyz,3,0,sp,1,0.1
Sm3+,ions/Sm.xyz,3,0,sp,1,0.1
Ho3+,ions/Ho.xyz,3,0,sp,1,0.1
La3+,ions/La.xyz,3,0,sp,1,0.1
Tb3+,ions/Tb.xyz,3,0,sp,1,0.1
Nd3+,ions/Nd.xyz,3,0,sp,1,0.1
Er3+,ions/Er.xyz,3,0,sp,1,0.1
Gd3+,ions/Gd.xyz,3,0,sp,1,0.1
Ce3+,ions/Ce.xyz,3,0,sp,1,0.1
Eu3+,ions/Eu.xyz,3,0,sp,1,0.1
Lu3+,ions/Lu.xyz,3,0,sp,1,0.1
Dy3+,ions/Dy.xyz,3,0,sp,1,0.1
Pr3+,ions/Pr.xyz,3,0,sp,1,0.1
strain_lig_011,strain/strain_lig_011.xyz,0,0,sp,80,0.09389212186414984
strain_lig_133,strain/strain_lig_133.xyz,0,0,sp,78,0.08925619834710742
strain_lig_080,strain/strain_lig_080.xyz,0,0,sp,78,0.08925619834710742
strain_lig_014,strain/strain_lig_014.xyz,0,0,sp,78,0.08925619834710742
strain_lig_108,strain/strain_lig_108.xyz,0,0,sp,77,0.08698224852071004
strain_lig_123,strain/strain_lig_123.xyz,0,0,sp,77,0.08698224852071004
strain_lig_059,strain/strain_lig_059.xyz,0,0,sp,77,0.08698224852071004
strain_lig_081,strain/strain_lig_081.xyz,0,0,sp,76,0.08473763998239521
strain_lig_079,strain/strain_lig_079.xyz,0,0,sp,75,0.08252237273216292
strain_lig_017,strain/strain_lig_017.xyz,0,0,sp,74,0.0803364467700132
strain_lig_153,strain/strain_lig_153.xyz,0,0,sp,74,0.0803364467700132
strain_lig_142,strain/strain_lig_142.xyz,0,0,sp,72,0.07605261870996137
strain_lig_143,strain/strain_lig_143.xyz,0,0,sp,72,0.07605261870996137
strain_lig_144,strain/strain_lig_144.xyz,0,0,sp,72,0.07605261870996137
strain_lig_019,strain/strain_lig_019.xyz,0,0,sp,71,0.07395471661205925
strain_lig_077,strain/strain_lig_077.xyz,0,0,sp,71,0.07395471661205925
strain_lig_052,strain/strain_lig_052.xyz,0,0,sp,71,0.07395471661205925
strain_lig_024,strain/strain_lig_024.xyz,0,0,sp,70,0.07188615580223973
strain_lig_106,strain/strain_lig_106.xyz,0,0,sp,70,0.07188615580223973
strain_lig_008,strain/strain_lig_008.xyz,0,0,sp,70,0.07188615580223973
strain_lig_006,strain/strain_lig_006.xyz,0,0,sp,69,0.0698469362805027
strain_lig_016,strain/strain_lig_016.xyz,0,0,sp,68,0.06783705804684825
strain_lig_170,strain/strain_lig_170.xyz,0,0,sp,68,0.06783705804684825
strain_lig_141,strain/strain_lig_141.xyz,0,0,sp,68,0.06783705804684825
strain_lig_118,strain/strain_lig_118.xyz,0,0,sp,68,0.06783705804684825
strain_lig_015,strain/strain_lig_015.xyz,0,0,sp,68,0.06783705804684825
strain_lig_051,strain/strain_lig_051.xyz,0,0,sp,67,0.06585652110127635
strain_lig_115,strain/strain_lig_115.xyz,0,0,sp,66,0.06390532544378699
strain_lig_128,strain/strain_lig_128.xyz,0,0,sp,65,0.06198347107438015
strain_lig_010,strain/strain_lig_010.xyz,0,0,sp,65,0.06198347107438015
strain_lig_018,strain/strain_lig_018.xyz,0,0,sp,65,0.06198347107438015
strain_lig_116,strain/strain_lig_116.xyz,0,0,sp,64,0.060090957993055895
strain_lig_127,strain/strain_lig_127.xyz,0,0,sp,64,0.060090957993055895
strain_lig_004,strain/strain_lig_004.xyz,0,0,sp,63,0.05822778619981417
strain_lig_048,strain/strain_lig_048.xyz,0,0,sp,63,0.05822778619981417
strain_lig_136,strain/strain_lig_136.xyz,0,0,sp,63,0.05822778619981417
strain_lig_114,strain/strain_lig_114.xyz,0,0,sp,63,0.05822778619981417
strain_lig_117,strain/strain_lig_117.xyz,0,0,sp,62,0.05639395569465498
strain_lig_000,strain/strain_lig_000.xyz,0,0,sp,62,0.05639395569465498
strain_lig_140,strain/strain_lig_140.xyz,0,0,sp,61,0.05458946647757837
strain_lig_126,strain/strain_lig_126.xyz,0,0,sp,61,0.05458946647757837
strain_lig_145,strain/strain_lig_145.xyz,0,0,sp,60,0.05281431854858428
strain_lig_138,strain/strain_lig_138.xyz,0,0,sp,59,0.051068511907672746
strain_lig_013,strain/strain_lig_013.xyz,0,0,sp,58,0.04935204655484375
strain_lig_167,strain/strain_lig_167.xyz,0,0,sp,58,0.04935204655484375
strain_lig_074,strain/strain_lig_074.xyz,0,0,sp,58,0.04935204655484375
strain_lig_157,strain/strain_lig_157.xyz,0,0,sp,57,0.047664922490097315
strain_lig_147,strain/strain_lig_147.xyz,0,0,sp,57,0.047664922490097315
strain_lig_146,strain/strain_lig_146.xyz,0,0,sp,57,0.047664922490097315
strain_lig_148,strain/strain_lig_148.xyz,0,0,sp,57,0.047664922490097315
strain_lig_151,strain/strain_lig_151.xyz,0,0,sp,56,0.046007139713433426
strain_lig_002,strain/strain_lig_002.xyz,0,0,sp,55,0.04437869822485207
strain_lig_109,strain/strain_lig_109.xyz,0,0,sp,55,0.04437869822485207
strain_lig_139,strain/strain_lig_139.xyz,0,0,sp,53,0.04120983911193701
strain_lig_175,strain/strain_lig_175.xyz,0,0,sp,52,0.03966942148760331
strain_lig_176,strain/strain_lig_176.xyz,0,0,sp,50,0.03667661010318352
strain_lig_134,strain/strain_lig_134.xyz,0,0,sp,50,0.03667661010318352
strain_lig_166,strain/strain_lig_166.xyz,0,0,sp,50,0.03667661010318352
strain_lig_164,strain/strain_lig_164.xyz,0,0,sp,46,0.031043082791334532
strain_lig_156,strain/strain_lig_156.xyz,0,0,sp,45,0.02970805418357866
strain_lig_119,strain/strain_lig_119.xyz,0,0,sp,44,0.02840236686390533
strain_lig_135,strain/strain_lig_135.xyz,0,0,sp,43,0.027126020832314537
strain_lig_155,strain/strain_lig_155.xyz,0,0,sp,43,0.027126020832314537
strain_lig_163,strain/strain_lig_163.xyz,0,0,sp,43,0.027126020832314537
strain_lig_125,strain/strain_lig_125.xyz,0,0,sp,43,0.027126020832314537
strain_lig_152,strain/strain_lig_152.xyz,0,0,sp,43,0.027126020832314537
strain_lig_001,strain/strain_lig_001.xyz,0,0,sp,42,0.025879016088806297
strain_lig_149,strain/strain_lig_149.xyz,0,0,sp,41,0.024661352633380602
strain_lig_154,strain/strain_lig_154.xyz,0,0,sp,39,0.022314049586776855
strain_lig_168,strain/strain_lig_168.xyz,0,0,sp,39,0.022314049586776855
strain_lig_101,strain/strain_lig_101.xyz,0,0,sp,39,0.022314049586776855
strain_lig_103,strain/strain_lig_103.xyz,0,0,sp,38,0.021184409995598803
strain_lig_150,strain/strain_lig_150.xyz,0,0,sp,38,0.021184409995598803
strain_lig_165,strain/strain_lig_165.xyz,0,0,sp,37,0.0200841116925033
strain_lig_159,strain/strain_lig_159.xyz,0,0,sp,37,0.0200841116925033
strain_lig_160,strain/strain_lig_160.xyz,0,0,sp,36,0.019013154677490342
strain_lig_171,strain/strain_lig_171.xyz,0,0,sp,32,0.015022739498263974
strain_lig_161,strain/strain_lig_161.xyz,0,0,sp,31,0.014098488923663745
strain_lig_169,strain/strain_lig_169.xyz,0,0,sp,29,0.012338011638710938
strain_lig_174,strain/strain_lig_174.xyz,0,0,sp,25,0.012
strain_lig_173,strain/strain_lig_173.xyz,0,0,sp,26,0.012
